reference,position,error
2860,23,2837
2895,24,2871
2930,25,2905
2965,26,2939
3001,28,2973
3037,29,3008
3072,31,3041
3109,32,3077
3145,34,3111
3181,35,3146
3218,37,3181
3255,39,3216
3292,40,3252
3329,42,3287
3367,44,3323
3405,45,3360
3442,48,3394
3481,49,3432
3519,52,3467
3557,54,3503
3596,56,3540
3635,58,3577
3674,61,3613
3713,63,3650
3752,67,3685
3792,70,3722
3832,74,3758
3872,77,3795
3912,79,3833
3952,83,3869
3993,86,3907
4034,90,3944
4075,95,3980
4116,99,4017
4157,105,4052
4199,110,4089
4240,114,4126
4282,119,4163
4324,125,4199
4367,132,4235
4409,139,4270
4452,147,4305
4494,154,4340
4537,164,4373
4581,176,4405
4624,202,4422
4668,262,4406
4711,411,4300
4755,692,4063
4799,975,3824
4844,1315,3529
4888,1696,3192
4933,2092,2841
4978,2423,2555
5023,2689,2334
5068,2887,2181
5113,3007,2106
5159,3082,2077
5204,3129,2075
5250,3168,2082
5296,3205,2091
5343,3254,2089
5389,3322,2067
5436,3408,2028
5482,3509,1973
5529,3617,1912
5576,3742,1834
5624,3879,1745
5671,4011,1660
5719,4144,1575
5767,4269,1498
5815,4392,1423
5863,4503,1360
5911,4608,1303
5960,4712,1248
6008,4806,1202
6057,4889,1168
6106,4964,1142
6155,5035,1120
6205,5117,1088
6254,5192,1062
6304,5259,1045
6354,5326,1028
6404,5391,1013
6454,5457,997
6505,5520,985
6555,5584,971
6606,5646,960
6657,5710,947
6708,5778,930
6759,5846,913
6810,5917,893
6862,5984,878
6914,6052,862
6965,6116,849
7017,6184,833
7070,6252,818
7122,6322,800
7174,6392,782
7227,6465,762
7280,6537,743
7333,6608,725
7386,6686,700
7439,6763,676
7493,6838,655
7546,6912,634
7600,6986,614
7654,7061,593
7708,7127,581
7763,7193,570
7817,7254,563
7871,7321,550
7926,7385,541
7981,7441,540
8036,7492,544
8091,7545,546
8147,7602,545
8202,7653,549
8258,7704,554
8313,7756,557
8369,7810,559
8425,7867,558
8482,7927,555
8538,7984,554
8595,8040,555
8651,8091,560
8708,8143,565
8765,8200,565
8822,8259,563
8879,8313,566
8937,8366,571
8994,8421,573
9052,8473,579
9110,8524,586
9168,8572,596
9226,8617,609
9284,8661,623
9343,8704,639
9401,8746,655
9460,8789,671
9519,8835,684
9578,8888,690
9637,8944,693
9696,9003,693
9755,9061,694
9815,9118,697
9874,9180,694
9934,9241,693
9994,9308,686
10054,9377,677
10114,9446,668
10175,9520,655
10235,9599,636
10296,9675,621
10356,9747,609
10417,9824,593
10478,9896,582
10539,9963,576
10601,10027,574
10662,10093,569
10724,10158,566
10785,10219,566
10847,10280,567
10909,10344,565
10971,10407,564
11033,10464,569
11095,10522,573
11158,10576,582
11220,10630,590
11283,10688,595
11346,10743,603
11408,10803,605
11471,10863,608
11535,10922,613
11598,10981,617
11661,11039,622
11725,11098,627
11788,11151,637
11852,11205,647
11916,11260,656
11980,11317,663
12044,11374,670
12108,11433,675
12172,11496,676
12237,11565,672
12301,11636,665
12366,11714,652
12431,11802,629
12496,11892,604
12561,11986,575
12626,12087,539
12691,12191,500
12756,12291,465
12822,12394,428
12887,12495,392
12953,12580,373
13019,12661,358
13085,12735,350
13151,12804,347
13217,12861,356
13283,12909,374
13349,12953,396
13416,12998,418
13482,13043,439
13549,13088,461
13616,13131,485
13682,13175,507
13749,13220,529
13816,13265,551
13883,13312,571
13951,13357,594
14018,13405,613
14085,13454,631
14153,13504,649
14221,13555,666
14288,13611,677
14356,13674,682
14424,13740,684
14492,13811,681
14560,13886,674
14628,13964,664
14697,14047,650
14765,14133,632
14833,14219,614
14902,14310,592
14971,14402,569
15039,14491,548
15108,14579,529
15177,14667,510
15246,14744,502
15315,14813,502
15384,14882,502
15454,14945,509
15523,15006,517
15593,15060,533
15662,15117,545
15732,15173,559
15801,15228,573
15871,15287,584
15941,15353,588
16011,15417,594
16081,15484,597
16151,15552,599
16221,15625,596
16292,15702,590
16362,15783,579
16432,15871,561
16503,15958,545
16573,16043,530
16644,16129,515
16715,16209,506
16786,16291,495
16856,16370,486
16927,16443,484
16998,16516,482
17070,16587,483
17141,16653,488
17212,16715,497
17283,16779,504
17355,16843,512
17426,16901,525
17498,16962,536
17569,17020,549
17641,17077,564
17712,17139,573
17784,17204,580
17856,17271,585
17928,17336,592
18000,17405,595
18072,17482,590
18144,17562,582
18216,17644,572
18288,17726,562
18361,17814,547
18433,17900,533
18505,17985,520
18578,18068,510
18650,18158,492
18723,18238,485
18796,18314,482
18868,18388,480
18941,18460,481
19014,18532,482
19087,18598,489
19160,18663,497
19233,18724,509
19306,18786,520
19379,18848,531
19452,18912,540
19525,18974,551
19598,19037,561
19671,19097,574
19745,19161,584
19818,19228,590
19891,19304,587
19965,19380,585
20038,19467,571
20112,19558,554
20185,19652,533
20259,19759,500
20333,19869,464
20406,19974,432
20480,20083,397
20554,20189,365
20628,20289,339
20702,20385,317
20775,20471,304
20849,20546,303
20923,20616,307
20997,20681,316
21071,20740,331
21146,20797,349
21220,20851,369
21294,20902,392
21368,20953,415
21442,21002,440
21516,21052,464
21591,21103,488
21665,21155,510
21739,21207,532
21814,21261,553
21888,21319,569
21963,21381,582
22037,21448,589
22112,21519,593
22186,21588,598
22261,21667,594
22335,21752,583
22410,21846,564
22484,21936,548
22559,22034,525
22634,22134,500
22708,22237,471
22783,22330,453
22858,22421,437
22932,22502,430
23007,22579,428
23082,22648,434
23157,22714,443
23232,22773,459
23306,22830,476
23381,22888,493
23456,22946,510
23531,23003,528
23606,23063,543
23681,23119,562
23756,23178,578
23831,23240,591
23905,23305,600
23980,23373,607
24055,23443,612
24130,23523,607
24205,23609,596
24280,23704,576
24355,23809,546
24430,23917,513
24505,24026,479
24580,24146,434
24655,24259,396
24730,24377,353
24805,24487,318
24880,24583,297
24955,24668,287
25030,24748,282
25105,24820,285
25180,24882,298
25255,24939,316
25330,24993,337
25405,25043,362
25480,25090,390
25555,25136,419
25630,25183,447
25705,25231,474
25780,25279,501
25855,25329,526
25930,25379,551
26005,25433,572
26080,25492,588
26155,25559,596
26230,25629,601
26305,25700,605
26379,25776,603
26454,25863,591
26529,25955,574
26604,26050,554
26679,26145,534
26754,26238,516
26828,26331,497
26903,26426,477
26978,26515,463
27053,26603,450
27128,26689,439
27202,26770,432
27277,26846,431
27352,26917,435
27426,26987,439
27501,27051,450
27576,27110,466
27650,27164,486
27725,27217,508
27799,27272,527
27874,27326,548
27948,27381,567
28023,27441,582
28097,27507,590
28172,27572,600
28246,27642,604
28320,27721,599
28395,27805,590
28469,27893,576
28543,27989,554
28617,28086,531
28692,28193,499
28766,28302,464
28840,28411,429
28914,28518,396
28988,28616,372
29062,28714,348
29136,28808,328
29210,28894,316
29284,28969,315
29358,29040,318
29432,29107,325
29505,29175,330
29579,29239,340
29653,29298,355
29726,29357,369
29800,29418,382
29874,29479,395
29947,29541,406
30021,29603,418
30094,29670,424
30168,29740,428
30241,29808,433
30314,29874,440
30387,29942,445
30461,30013,448
30534,30083,451
30607,30155,452
30680,30224,456
30753,30295,458
30826,30370,456
30899,30446,453
30972,30521,451
31045,30597,448
31117,30668,449
31190,30745,445
31263,30819,444
31335,30895,440
31408,30970,438
31480,31042,438
31553,31111,442
31625,31181,444
31697,31252,445
31770,31325,445
31842,31395,447
31914,31465,449
31986,31530,456
32058,31599,459
32130,31665,465
32202,31730,472
32273,31795,478
32345,31854,491
32417,31919,498
32488,31990,498
32560,32064,496
32631,32139,492
32703,32218,485
32774,32294,480
32845,32371,474
32916,32449,467
32988,32526,462
33059,32595,464
33130,32655,475
33200,32717,483
33271,32782,489
33342,32846,496
33413,32909,504
33483,32971,512
33554,33034,520
33624,33100,524
33695,33173,522
33765,33244,521
33835,33315,520
33905,33385,520
33975,33452,523
34045,33523,522
34115,33597,518
34185,33670,515
34255,33745,510
34324,33824,500
34394,33901,493
34463,33978,485
34533,34055,478
34602,34133,469
34671,34210,461
34740,34282,458
34809,34348,461
34878,34421,457
34947,34493,454
35016,34563,453
35084,34630,454
35153,34693,460
35221,34758,463
35290,34816,474
35358,34870,488
35426,34923,503
35495,34978,517
35563,35031,532
35630,35087,543
35698,35140,558
35766,35193,573
35834,35246,588
35901,35301,600
35969,35355,614
36036,35407,629
36103,35458,645
36170,35512,658
36237,35571,666
36304,35633,671
36371,35691,680
36438,35758,680
36505,35828,677
36571,35899,672
36638,35972,666
36704,36047,657
36770,36128,642
36836,36208,628
36902,36290,612
36968,36374,594
37034,36458,576
37100,36537,563
37165,36615,550
37231,36694,537
37296,36773,523
37361,36845,516
37426,36916,510
37491,36984,507
37556,37051,505
37621,37112,509
37686,37171,515
37750,37224,526
37815,37279,536
37879,37327,552
37943,37375,568
38008,37423,585
38072,37473,599
38135,37523,612
38199,37570,629
38263,37622,641
38326,37672,654
38390,37724,666
38453,37777,676
38516,37832,684
38579,37886,693
38642,37942,700
38705,38002,703
38768,38066,702
38830,38134,696
38892,38200,692
38955,38268,687
39017,38336,681
39079,38407,672
39141,38482,659
39203,38548,655
39264,38614,650
39326,38685,641
39387,38759,628
39449,38831,618
39510,38903,607
39571,38972,599
39632,39041,591
39692,39108,584
39753,39171,582
39813,39230,583
39874,39286,588
39934,39337,597
39994,39398,596
40054,39443,611
40114,39487,627
40173,39530,643
40233,39573,660
40292,39618,674
40352,39664,688
40411,39720,691
40470,39766,704
40529,39812,717
40587,39857,730
40646,39911,735
40704,39963,741
40763,40009,754
40821,40060,761
40879,40112,767
40937,40167,770
40994,40230,764
41052,40298,754
41109,40366,743
41167,40435,732
41224,40511,713
41281,40588,693
41338,40667,671
41394,40742,652
41451,40818,633
41507,40892,615
41563,40963,600
41620,41028,592
41676,41089,587
41731,41143,588
41787,41196,591
41842,41243,599
41898,41288,610
41953,41332,621
42008,41373,635
42063,41416,647
42118,41456,662
42172,41496,676
42227,41539,688
42281,41581,700
42335,41626,709
42389,41671,718
42443,41717,726
42497,41765,732
42550,41808,742
42603,41855,748
42657,41906,751
42710,41953,757
42762,42000,762
42815,42052,763
42868,42112,756
42920,42173,747
42972,42239,733
43024,42305,719
43076,42376,700
43128,42445,683
43179,42518,661
43231,42586,645
43282,42658,624
43333,42721,612
43384,42780,604
43435,42838,597
43485,42892,593
43536,42945,591
43586,42999,587
43636,43047,589
43686,43094,592
43736,43140,596
43785,43189,596
43835,43234,601
43884,43277,607
43933,43324,609
43982,43364,618
44031,43406,625
44079,43449,630
44128,43495,633
44176,43537,639
44224,43581,643
44272,43621,651
44319,43659,660
44367,43703,664
44414,43736,678
44461,43774,687
44508,43809,699
44555,43845,710
44602,43880,722
44648,43919,729
44695,43958,737
44741,43995,746
44787,44034,753
44832,44076,756
44878,44118,760
44923,44161,762
44969,44202,767
45014,44246,768
45058,44290,768
45103,44341,762
45148,44393,755
45192,44441,751
45236,44493,743
45280,44545,735
45324,44599,725
45367,44649,718
45411,44695,716
45454,44749,705
45497,44796,701
45540,44844,696
45583,44892,691
45625,44940,685
45667,44983,684
45709,45023,686
45751,45067,684
45793,45106,687
45835,45146,689
45876,45186,690
45917,45223,694
45958,45266,692
45999,45309,690
46040,45346,694
46080,45387,693
46120,45420,700
46160,45454,706
46200,45486,714
46240,45524,716
46279,45556,723
46318,45587,731
46358,45619,739
46396,45653,743
46435,45690,745
46474,45724,750
46512,45759,753
46550,45795,755
46588,45832,756
46626,45872,754
46663,45913,750
46701,45954,747
46738,45996,742
46775,46038,737
46811,46080,731
46848,46123,725
46884,46165,719
46920,46206,714
46956,46248,708
46992,46287,705
47028,46328,700
47063,46367,696
47098,46410,688
47133,46443,690
47168,46479,689
47203,46518,685
47237,46553,684
47271,46593,678
47305,46631,674
47339,46670,669
47372,46709,663
47406,46747,659
47439,46786,653
47472,46823,649
47505,46861,644
47537,46893,644
47570,46930,640
47602,46966,636
47634,46997,637
47666,47028,638
47697,47054,643
47728,47085,643
47760,47109,651
47790,47136,654
47821,47160,661
47852,47185,667
47882,47212,670
47912,47240,672
47942,47264,678
47972,47294,678
48001,47321,680
48030,47348,682
48060,47376,684
48088,47402,686
48117,47430,687
48146,47455,691
48174,47477,697
48202,47501,701
48230,47528,702
48257,47556,701
48285,47581,704
48312,47608,704
48339,47633,706
48366,47660,706
48392,47687,705
48419,47712,707
48445,47739,706
48471,47764,707
48496,47786,710
48522,47810,712
48547,47835,712
48572,47858,714
48597,47881,716
48622,47902,720
48646,47927,719
48670,47948,722
48695,47973,722
48718,48004,714
48742,48028,714
48765,48052,713
48788,48081,707
48811,48107,704
48834,48133,701
48857,48155,702
48879,48179,700
48901,48206,695
48923,48231,692
48945,48257,688
48966,48280,686
48987,48307,680
49008,48328,680
49029,48349,680
49050,48374,676
49070,48397,673
49090,48419,671
49110,48443,667
49130,48469,661
49149,48497,652
49169,48517,652
49188,48545,643
49207,48567,640
49225,48594,631
49244,48618,626
49262,48642,620
49280,48665,615
49298,48687,611
49315,48713,602
49333,48740,593
49350,48762,588
49367,48785,582
49383,48809,574
49400,48835,565
49416,48860,556
49432,48883,549
49448,48906,542
49463,48927,536
49479,48948,531
49494,48971,523
49509,48992,517
49523,49015,508
49538,49037,501
49552,49060,492
49566,49083,483
49580,49105,475
49593,49131,462
49607,49154,453
49620,49173,447
49633,49195,438
49646,49215,431
49658,49235,423
49670,49255,415
49682,49271,411
49694,49287,407
49706,49307,399
49717,49321,396
49728,49338,390
49739,49353,386
49750,49368,382
49760,49382,378
49771,49397,374
49781,49409,372
49790,49420,370
49800,49438,362
49809,49444,365
49818,49458,360
49827,49470,357
49836,49482,354
49845,49489,356
49853,49500,353
49861,49509,352
49869,49514,355
49876,49526,350
49883,49537,346
49891,49541,350
49897,49551,346
49904,49556,348
49911,49566,345
49917,49577,340
49923,49581,342
49929,49590,339
49934,49599,335
49939,49605,334
49945,49612,333
49949,49622,327
49954,49626,328
49959,49637,322
49963,49644,319
49967,49648,319
49970,49660,310
49974,49663,311
49977,49669,308
49980,49679,301
49983,49685,298
49986,49692,294
49988,49698,290
49990,49708,282
49992,49712,280
49994,49722,272
49996,49729,267
49997,49731,266
49998,49740,258
49999,49750,249
49999,49755,244
50000,49762,238
50000,49766,234
50000,49773,227
50000,49782,218
49999,49786,213
49998,49794,204
49997,49797,200
49996,49803,193
49995,49810,185
49993,49817,176
49991,49819,172
49989,49827,162
49987,49833,154
49984,49838,146
49982,49841,141
49979,49848,131
49975,49850,125
49972,49857,115
49968,49863,105
49964,49867,97
49960,49870,90
49956,49873,83
49951,49880,71
49947,49885,62
49942,49889,53
49936,49891,45
49931,49895,36
49925,49901,24
49919,49904,15
49913,49908,5
49907,49909,-2
49900,49912,-12
49893,49915,-22
49886,49917,-31
49879,49921,-42
49872,49924,-52
49864,49928,-64
49856,49932,-76
49848,49930,-82
49839,49934,-95
49831,49935,-104
49822,49940,-118
49813,49939,-126
49804,49943,-139
49794,49943,-149
49784,49943,-159
49775,49944,-169
49764,49948,-184
49754,49949,-195
49743,49950,-207
49733,49951,-218
49721,49952,-231
49710,49955,-245
49699,49957,-258
49687,49957,-270
49675,49957,-282
49663,49957,-294
49651,49961,-310
49638,49962,-324
49625,49962,-337
49612,49962,-350
49599,49963,-364
49585,49967,-382
49572,49967,-395
49558,49967,-409
49543,49966,-423
49529,49968,-439
49514,49968,-454
49500,49969,-469
49485,49971,-486
49469,49969,-500
49454,49971,-517
49438,49969,-531
49422,49977,-555
49406,49975,-569
49390,49974,-584
49373,49976,-603
49356,49975,-619
49339,49977,-638
49322,49980,-658
49305,49979,-674
49287,49979,-692
49269,49980,-711
49251,49979,-728
49233,49980,-747
49214,49981,-767
49195,49980,-785
49176,49981,-805
49157,49980,-823
49138,49985,-847
49118,49982,-864
49098,49980,-882
49078,49983,-905
49058,49982,-924
49037,49984,-947
49017,49983,-966
48996,49983,-987
48975,49981,-1006
48953,49984,-1031
48932,49984,-1052
48910,49983,-1073
48888,49985,-1097
48866,49983,-1117
48843,49985,-1142
48820,49988,-1168
48798,49984,-1186
48774,49983,-1209
48751,49986,-1235
48728,49986,-1258
48704,49985,-1281
48680,49984,-1304
48656,49985,-1329
48631,49983,-1352
48607,49983,-1376
48582,49985,-1403
48557,49984,-1427
48532,49985,-1453
48506,49984,-1478
48481,49984,-1503
48455,49983,-1528
48429,49986,-1557
48403,49982,-1579
48376,49985,-1609
48349,49986,-1637
48323,49983,-1660
48295,49984,-1689
48268,49984,-1716
48241,49983,-1742
48213,49987,-1774
48185,49986,-1801
48157,49985,-1828
48128,49986,-1858
48100,49986,-1886
48071,49984,-1913
48042,49984,-1942
48013,49985,-1972
47983,49984,-2001
47954,49984,-2030
47924,49984,-2060
47894,49985,-2091
47864,49985,-2121
47833,49983,-2150
47803,49982,-2179
47772,49984,-2212
47741,49983,-2242
47709,49983,-2274
47678,49983,-2305
47646,49983,-2337
47614,49981,-2367
47582,49984,-2402
47550,49984,-2434
47518,49980,-2462
47485,49980,-2495
47452,49983,-2531
47419,49984,-2565
47386,49981,-2595
47352,49980,-2628
47318,49979,-2661
47285,49983,-2698
47251,49979,-2729
47216,49980,-2764
47182,49978,-2796
47147,49979,-2832
47112,49978,-2866
47077,49979,-2902
47042,49979,-2937
47006,49978,-2972
46971,49978,-3007
46935,49979,-3044
46899,49978,-3079
46862,49977,-3115
46826,49978,-3152
46789,49974,-3185
46752,49979,-3227
46715,49976,-3261
46678,49976,-3298
46641,49977,-3336
46603,49976,-3373
46565,49975,-3410
46527,49975,-3448
46489,49973,-3484
46450,49973,-3523
46412,49975,-3563
46373,49969,-3596
46334,49971,-3637
46295,49967,-3672
46255,49969,-3714
46216,49972,-3756
46176,49971,-3795
46136,49969,-3833
46096,49968,-3872
46056,49970,-3914
46015,49966,-3951
45974,49967,-3993
45933,49966,-4033
45892,49965,-4073
45851,49964,-4113
45810,49963,-4153
45768,49963,-4195
45726,49965,-4239
45684,49962,-4278
45642,49963,-4321
45599,49962,-4363
45557,49962,-4405
45514,49962,-4448
45471,49960,-4489
45428,49961,-4533
45385,49958,-4573
45341,49959,-4618
45297,49957,-4660
45253,49956,-4703
45209,49957,-4748
45165,49955,-4790
45121,49953,-4832
45076,49953,-4877
45031,49956,-4925
44986,49955,-4969
44941,49954,-5013
44896,49955,-5059
44850,49951,-5101
44805,49950,-5145
44759,49951,-5192
44713,49948,-5235
44667,49950,-5283
44620,49948,-5328
44574,49948,-5374
44527,49945,-5418
44480,49946,-5466
44433,49945,-5512
44386,49946,-5560
44338,49945,-5607
44291,49942,-5651
44243,49942,-5699
44195,49939,-5744
44147,49941,-5794
44098,49943,-5845
44050,49936,-5886
44001,49940,-5939
43952,49937,-5985
43903,49937,-6034
43854,49936,-6082
43805,49933,-6128
43755,49933,-6178
43706,49934,-6228
43656,49932,-6276
43606,49931,-6325
43556,49930,-6374
43505,49927,-6422
43455,49932,-6477
43404,49929,-6525
43353,49928,-6575
43302,49927,-6625
43251,49927,-6676
43200,49928,-6728
43148,49924,-6776
43097,49923,-6826
43045,49922,-6877
42993,49923,-6930
42941,49921,-6980
42888,49918,-7030
42836,49919,-7083
42783,49919,-7136
42730,49915,-7185
42678,49914,-7236
42624,49916,-7292
42571,49913,-7342
42518,49914,-7396
42464,49911,-7447
42410,49914,-7504
42356,49906,-7550
42302,49909,-7607
42248,49909,-7661
42194,49908,-7714
42139,49905,-7766
42085,49905,-7820
42030,49902,-7872
41975,49902,-7927
41920,49904,-7984
41864,49898,-8034
41809,49899,-8090
41753,49898,-8145
41698,49892,-8194
41642,49895,-8253
41586,49899,-8313
41529,49895,-8366
41473,49892,-8419
41417,49895,-8478
41360,49892,-8532
41303,49892,-8589
41246,49889,-8643
41189,49887,-8698
41132,49885,-8753
41075,49885,-8810
41017,49884,-8867
40959,49883,-8924
40902,49882,-8980
40844,49879,-9035
40786,49880,-9094
40727,49885,-9158
40669,49881,-9212
40611,49878,-9267
40552,49878,-9326
40493,49876,-9383
40434,49872,-9438
40375,49871,-9496
40316,49870,-9554
40257,49870,-9613
40197,49869,-9672
40137,49865,-9728
40078,49867,-9789
40018,49870,-9852
39958,49865,-9907
39898,49862,-9964
39837,49865,-10028
39777,49862,-10085
39716,49861,-10145
39656,49862,-10206
39595,49859,-10264
39534,49858,-10324
39473,49854,-10381
39411,49857,-10446
39350,49854,-10504
39289,49856,-10567
39227,49853,-10626
39165,49852,-10687
39103,49850,-10747
39041,49849,-10808
38979,49847,-10868
38917,49846,-10929
38855,49844,-10989
38792,49844,-11052
38730,49845,-11115
38667,49841,-11174
38604,49841,-11237
38541,49840,-11299
38478,49840,-11362
38415,49835,-11420
38351,49837,-11486
38288,49836,-11548
38224,49835,-11611
38161,49832,-11671
38097,49832,-11735
38033,49829,-11796
37969,49828,-11859
37905,49826,-11921
37840,49825,-11985
37776,49822,-12046
37711,49822,-12111
37647,49816,-12169
37582,49816,-12234
37517,49811,-12294
37452,49808,-12356
37387,49805,-12418
37322,49800,-12478
37257,49794,-12537
37191,49794,-12603
37126,49789,-12663
37060,49787,-12727
36994,49784,-12790
36928,49776,-12848
36862,49768,-12906
36796,49769,-12973
36730,49764,-13034
36664,49757,-13093
36597,49752,-13155
36531,49743,-13212
36464,49738,-13274
36398,49728,-13330
36331,49715,-13384
36264,49705,-13441
36197,49695,-13498
36130,49683,-13553
36063,49672,-13609
35995,49660,-13665
35928,49643,-13715
35860,49632,-13772
35793,49620,-13827
35725,49610,-13885
35657,49597,-13940
35589,49585,-13996
35521,49572,-14051
35453,49559,-14106
35385,49545,-14160
35317,49535,-14218
35249,49518,-14269
35180,49504,-14324
35112,49489,-14377
35043,49475,-14432
34974,49464,-14490
34905,49450,-14545
34836,49433,-14597
34767,49419,-14652
34698,49404,-14706
34629,49393,-14764
34560,49377,-14817
34491,49361,-14870
34421,49348,-14927
34352,49334,-14982
34282,49315,-15033
34212,49302,-15090
34143,49287,-15144
34073,49274,-15201
34003,49261,-15258
33933,49244,-15311
33863,49228,-15365
33793,49210,-15417
33722,49197,-15475
33652,49179,-15527
33582,49165,-15583
33511,49148,-15637
33441,49128,-15687
33370,49112,-15742
33299,49097,-15798
33228,49079,-15851
33158,49064,-15906
33087,49048,-15961
33016,49029,-16013
32945,49009,-16064
32873,48995,-16122
32802,48976,-16174
32731,48959,-16228
32660,48947,-16287
32588,48929,-16341
32517,48907,-16390
32445,48889,-16444
32373,48870,-16497
32302,48853,-16551
32230,48832,-16602
32158,48813,-16655
32086,48794,-16708
32014,48780,-16766
31942,48761,-16819
31870,48747,-16877
31798,48730,-16932
31726,48712,-16986
31654,48696,-17042
31581,48683,-17102
31509,48666,-17157
31436,48654,-17218
31364,48632,-17268
31291,48619,-17328
31219,48602,-17383
31146,48586,-17440
31073,48568,-17495
31001,48554,-17553
30928,48538,-17610
30855,48522,-17667
30782,48507,-17725
30709,48489,-17780
30636,48477,-17841
30563,48462,-17899
30490,48446,-17956
30416,48429,-18013
30343,48415,-18072
30270,48400,-18130
30197,48387,-18190
30123,48371,-18248
30050,48358,-18308
29976,48342,-18366
29903,48326,-18423
29829,48310,-18481
29756,48299,-18543
29682,48283,-18601
29608,48268,-18660
29534,48253,-18719
29461,48241,-18780
29387,48226,-18839
29313,48213,-18900
29239,48198,-18959
29165,48187,-19022
29091,48173,-19082
29017,48160,-19143
28943,48145,-19202
28869,48133,-19264
28795,48119,-19324
28721,48109,-19388
28647,48093,-19446
28572,48083,-19511
28498,48069,-19571
28424,48054,-19630
28350,48040,-19690
28275,48028,-19753
28201,48012,-19811
28127,47999,-19872
28052,47983,-19931
27978,47969,-19991
27903,47955,-20052
27829,47940,-20111
27754,47923,-20169
27680,47905,-20225
27605,47891,-20286
27530,47872,-20342
27456,47859,-20403
27381,47841,-20460
27306,47826,-20520
27232,47807,-20575
27157,47791,-20634
27082,47774,-20692
27008,47762,-20754
26933,47744,-20811
26858,47730,-20872
26783,47715,-20932
26708,47700,-20992
26634,47682,-21048
26559,47666,-21107
26484,47653,-21169
26409,47638,-21229
26334,47621,-21287
26259,47606,-21347
26184,47591,-21407
26109,47575,-21466
26034,47560,-21526
25959,47546,-21587
25885,47530,-21645
25810,47512,-21702
25735,47498,-21763
25660,47481,-21821
25585,47463,-21878
25510,47446,-21936
25435,47429,-21994
25360,47413,-22053
25285,47392,-22107
25210,47378,-22168
25135,47361,-22226
25060,47342,-22282
24985,47327,-22342
24910,47313,-22403
24835,47297,-22462
24760,47279,-22519
24685,47263,-22578
24610,47247,-22637
24535,47232,-22697
24460,47215,-22755
24385,47205,-22820
24310,47184,-22874
24235,47170,-22935
24160,47153,-22993
24085,47135,-23050
24010,47118,-23108
23935,47101,-23166
23860,47084,-23224
23785,47065,-23280
23710,47051,-23341
23635,47031,-23396
23561,47014,-23453
23486,46995,-23509
23411,46977,-23566
23336,46963,-23627
23261,46945,-23684
23186,46922,-23736
23112,46909,-23797
23037,46884,-23847
22962,46869,-23907
22887,46852,-23965
22813,46832,-24019
22738,46815,-24077
22663,46799,-24136
22588,46779,-24191
22514,46763,-24249
22439,46741,-24302
22365,46726,-24361
22290,46704,-24414
22216,46683,-24467
22141,46660,-24519
22066,46643,-24577
21992,46621,-24629
21918,46600,-24682
21843,46576,-24733
21769,46556,-24787
21694,46532,-24838
21620,46511,-24891
21546,46488,-24942
21472,46462,-24990
21397,46436,-25039
21323,46409,-25086
21249,46384,-25135
21175,46351,-25176
21101,46326,-25225
21027,46302,-25275
20953,46278,-25325
20879,46251,-25372
20805,46227,-25422
20731,46201,-25470
20657,46175,-25518
20583,46156,-25573
20509,46135,-25626
20435,46108,-25673
20362,46088,-25726
20288,46065,-25777
