reference,position,error
1550,4,1546
1568,4,1564
1585,5,1580
1603,4,1599
1620,5,1615
1638,5,1633
1656,6,1650
1674,6,1668
1692,5,1687
1710,6,1704
1728,7,1721
1746,8,1738
1765,7,1758
1783,9,1774
1802,9,1793
1821,10,1811
1839,10,1829
1858,12,1846
1877,12,1865
1896,13,1883
1915,14,1901
1935,14,1921
1954,16,1938
1973,17,1956
1993,18,1975
2013,19,1994
2032,20,2012
2052,19,2033
2072,21,2051
2092,22,2070
2112,22,2090
2132,24,2108
2152,26,2126
2173,26,2147
2193,27,2166
2214,27,2187
2234,29,2205
2255,30,2225
2276,31,2245
2297,33,2264
2318,34,2284
2339,35,2304
2360,36,2324
2381,37,2344
2403,39,2364
2424,40,2384
2446,41,2405
2467,43,2424
2489,45,2444
2511,46,2465
2532,48,2484
2554,48,2506
2577,51,2526
2599,53,2546
2621,55,2566
2643,57,2586
2666,59,2607
2688,60,2628
2711,62,2649
2733,65,2668
2756,67,2689
2779,70,2709
2802,74,2728
2825,76,2749
2848,79,2769
2871,83,2788
2895,86,2809
2918,90,2828
2942,95,2847
2965,100,2865
2989,105,2884
3013,109,2904
3037,114,2923
3060,119,2941
3084,125,2959
3109,132,2977
3133,139,2994
3157,145,3012
3181,153,3028
3206,161,3045
3230,170,3060
3255,182,3073
3280,197,3083
3305,224,3081
3329,261,3068
3354,312,3042
3379,389,2990
3405,476,2929
3430,554,2876
3455,658,2797
3481,758,2723
3506,899,2607
3532,1067,2465
3557,1241,2316
3583,1437,2146
3609,1663,1946
3635,1873,1762
3661,2057,1604
3687,2214,1473
3713,2327,1386
3739,2415,1324
3766,2481,1285
3792,2536,1256
3819,2584,1235
3845,2635,1210
3872,2686,1186
3899,2738,1161
3926,2791,1135
3952,2844,1108
3979,2902,1077
4007,2960,1047
4034,3018,1016
4061,3075,986
4088,3135,953
4116,3190,926
4143,3248,895
4171,3301,870
4199,3355,844
4226,3406,820
4254,3455,799
4282,3502,780
4310,3549,761
4338,3595,743
4367,3643,724
4395,3687,708
4423,3726,697
4452,3766,686
4480,3807,673
4509,3847,662
4537,3887,650
4566,3928,638
4595,3972,623
4624,4016,608
4653,4058,595
4682,4099,583
4711,4137,574
4741,4175,566
4770,4211,559
4799,4245,554
4829,4282,547
4858,4317,541
4888,4351,537
4918,4387,531
4948,4422,526
4978,4456,522
5007,4491,516
5038,4525,513
5068,4560,508
5098,4596,502
5128,4632,496
5159,4665,494
5189,4697,492
5220,4731,489
5250,4762,488
5281,4793,488
5312,4821,491
5343,4848,495
5373,4875,498
5404,4903,501
5436,4933,503
5467,4964,503
5498,4995,503
5529,5025,504
5561,5053,508
5592,5082,510
5624,5116,508
5655,5148,507
5687,5180,507
5719,5214,505
5751,5248,503
5783,5287,496
5815,5325,490
5847,5367,480
5879,5404,475
5911,5443,468
5944,5484,460
5976,5523,453
6008,5557,451
6041,5587,454
6074,5615,459
6106,5644,462
6139,5672,467
6172,5700,472
6205,5728,477
6238,5754,484
6271,5782,489
6304,5813,491
6337,5843,494
6371,5875,496
6404,5908,496
6437,5943,494
6471,5979,492
6505,6015,490
6538,6050,488
6572,6085,487
6606,6121,485
6640,6159,481
6674,6198,476
6708,6237,471
6742,6279,463
6776,6319,457
6810,6360,450
6845,6406,439
6879,6448,431
6914,6491,423
6948,6533,415
6983,6575,408
7017,6617,400
7052,6657,395
7087,6696,391
7122,6733,389
7157,6771,386
7192,6812,380
7227,6855,372
7262,6901,361
7298,6949,349
7333,6998,335
7368,7050,318
7404,7101,303
7439,7147,292
7475,7188,287
7511,7228,283
7546,7268,278
7582,7307,275
7618,7346,272
7654,7384,270
7690,7422,268
7726,7461,265
7763,7501,262
7799,7535,264
7835,7568,267
7871,7599,272
7908,7629,279
7944,7659,285
7981,7690,291
8018,7719,299
8054,7750,304
8091,7780,311
8128,7812,316
8165,7843,322
8202,7874,328
8239,7905,334
8276,7935,341
8313,7964,349
8351,7993,358
8388,8021,367
8425,8050,375
8463,8082,381
8500,8114,386
8538,8147,391
8576,8181,395
8613,8216,397
8651,8251,400
8689,8287,402
8727,8325,402
8765,8360,405
8803,8395,408
8841,8428,413
8879,8460,419
8918,8491,427
8956,8522,434
8994,8555,439
9033,8587,446
9071,8620,451
9110,8652,458
9148,8686,462
9187,8721,466
9226,8759,467
9265,8796,469
9304,8833,471
9343,8872,471
9382,8914,468
9421,8956,465
9460,8997,463
9499,9036,463
9538,9079,459
9578,9121,457
9617,9165,452
9656,9207,449
9696,9253,443
9735,9300,435
9775,9344,431
9815,9387,428
9854,9433,421
9894,9480,414
9934,9525,409
9974,9568,406
10014,9610,404
10054,9651,403
10094,9692,402
10134,9733,401
10175,9776,399
10215,9818,397
10255,9860,395
10296,9901,395
10336,9947,389
10377,9993,384
10417,10036,381
10458,10081,377
10499,10127,372
10539,10170,369
10580,10214,366
10621,10259,362
10662,10302,360
10703,10343,360
10744,10384,360
10785,10429,356
10826,10472,354
10868,10514,354
10909,10555,354
10950,10595,355
10991,10636,355
11033,10676,357
11074,10712,362
11116,10750,366
11158,10787,371
11199,10826,373
11241,10864,377
11283,10901,382
11325,10937,388
11366,10974,392
11408,11008,400
11450,11043,407
11492,11078,414
11535,11113,422
11577,11147,430
11619,11182,437
11661,11217,444
11703,11249,454
11746,11281,465
11788,11313,475
11831,11346,485
11873,11380,493
11916,11414,502
11958,11450,508
12001,11486,515
12044,11527,517
12087,11570,517
12130,11619,511
12172,11674,498
12215,11728,487
12258,11783,475
12301,11841,460
12344,11901,443
12388,11966,422
12431,12023,408
12474,12081,393
12517,12141,376
12561,12203,358
12604,12265,339
12648,12324,324
12691,12378,313
12735,12430,305
12778,12477,301
12822,12527,295
12866,12574,292
12909,12619,290
12953,12661,292
12997,12705,292
13041,12748,293
13085,12790,295
13129,12833,296
13173,12873,300
13217,12913,304
13261,12952,309
13305,12993,312
13349,13032,317
13394,13068,326
13438,13103,335
13482,13141,341
13527,13181,346
13571,13221,350
13616,13261,355
13660,13301,359
13705,13343,362
13749,13385,364
13794,13424,370
13839,13463,376
13883,13505,378
13928,13546,382
13973,13587,386
14018,13627,391
14063,13669,394
14108,13708,400
14153,13746,407
14198,13786,412
14243,13829,414
14288,13876,412
14334,13922,412
14379,13971,408
14424,14020,404
14469,14076,393
14515,14134,381
14560,14189,371
14606,14245,361
14651,14299,352
14697,14355,342
14742,14408,334
14788,14461,327
14833,14512,321
14879,14560,319
14925,14604,321
14971,14647,324
15017,14686,331
15062,14722,340
15108,14757,351
15154,14794,360
15200,14831,369
15246,14868,378
15292,14904,388
15338,14944,394
15384,14982,402
15431,15020,411
15477,15058,419
15523,15098,425
15569,15137,432
15616,15178,438
15662,15217,445
15709,15258,451
15755,15300,455
15801,15343,458
15848,15392,456
15894,15442,452
15941,15492,449
15988,15544,444
16034,15601,433
16081,15656,425
16128,15712,416
16175,15770,405
16221,15829,392
16268,15885,383
16315,15941,374
16362,15996,366
16409,16050,359
16456,16105,351
16503,16156,347
16550,16207,343
16597,16260,337
16644,16313,331
16691,16362,329
16738,16409,329
16786,16458,328
16833,16505,328
16880,16553,327
16927,16600,327
16975,16648,327
17022,16694,328
17070,16740,330
17117,16785,332
17164,16827,337
17212,16865,347
17259,16902,357
17307,16939,368
17355,16977,378
17402,17015,387
17450,17054,396
17498,17098,400
17545,17143,402
17593,17190,403
17641,17238,403
17689,17286,403
17736,17336,400
17784,17387,397
17832,17440,392
17880,17494,386
17928,17550,378
17976,17607,369
18024,17662,362
18072,17717,355
18120,17773,347
18168,17831,337
18216,17890,326
18264,17944,320
18313,17994,319
18361,18044,317
18409,18095,314
18457,18147,310
18505,18196,309
18554,18241,313
18602,18286,316
18650,18334,316
18699,18384,315
18747,18431,316
18796,18474,322
18844,18518,326
18893,18562,331
18941,18606,335
18990,18652,338
19038,18696,342
19087,18739,348
19135,18783,352
19184,18828,356
19233,18873,360
19281,18921,360
19330,18968,362
19379,19015,364
19427,19066,361
19476,19118,358
19525,19169,356
19574,19222,352
19622,19276,346
19671,19331,340
19720,19388,332
19769,19444,325
19818,19501,317
19867,19552,315
19916,19606,310
19965,19660,305
20014,19715,299
20063,19775,288
20112,19835,277
20161,19895,266
20210,19955,255
20259,20015,244
20308,20073,235
20357,20130,227
20406,20183,223
20456,20235,221
20505,20286,219
20554,20340,214
20603,20393,210
20652,20443,209
20702,20492,210
20751,20541,210
20800,20587,213
20849,20630,219
20899,20672,227
20948,20713,235
20997,20751,246
21047,20790,257
21096,20828,268
21146,20865,281
21195,20902,293
21244,20940,304
21294,20978,316
21343,21016,327
21393,21051,342
21442,21087,355
21492,21125,367
21541,21165,376
21591,21208,383
21640,21252,388
21690,21298,392
21739,21344,395
21789,21393,396
21839,21442,397
21888,21493,395
21938,21543,395
21987,21593,394
22037,21644,393
22087,21702,385
22136,21759,377
22186,21815,371
22236,21872,364
22285,21934,351
22335,21995,340
22385,22059,326
22435,22123,312
22484,22186,298
22534,22251,283
22584,22313,271
22634,22369,265
22683,22424,259
22733,22475,258
22783,22523,260
22833,22570,263
22883,22617,266
22932,22662,270
22982,22704,278
23032,22749,283
23082,22794,288
23132,22836,296
23182,22876,306
23232,22915,317
23281,22951,330
23331,22987,344
23381,23023,358
23431,23061,370
23481,23099,382
23531,23139,392
23581,23181,400
23631,23224,407
23681,23270,411
23731,23320,411
23781,23370,411
23831,23422,409
23880,23478,402
23930,23534,396
23980,23591,389
24030,23651,379
24080,23713,367
24130,23783,347
24180,23854,326
24230,23925,305
24280,24000,280
24330,24074,256
24380,24149,231
24430,24221,209
24480,24292,188
24530,24357,173
24580,24415,165
24630,24472,158
24680,24524,156
24730,24577,153
24780,24625,155
24830,24670,160
24880,24710,170
24930,24751,179
24980,24790,190
25030,24828,202
25080,24865,215
25130,24900,230
25180,24934,246
25230,24968,262
25280,25003,277
25330,25036,294
25380,25069,311
25430,25103,327
25480,25140,340
25530,25180,350
25580,25221,359
25630,25264,366
25680,25310,370
25730,25357,373
25780,25406,374
25830,25453,377
25880,25505,375
25930,25558,372
25980,25614,366
26030,25674,356
26080,25733,347
26130,25791,339
26180,25855,325
26230,25915,315
26280,25977,303
26329,26039,290
26379,26097,282
26429,26152,277
26479,26209,270
26529,26264,265
26579,26318,261
26629,26371,258
26679,26418,261
26729,26466,263
26779,26512,267
26828,26559,269
26878,26604,274
26928,26647,281
26978,26688,290
27028,26729,299
27078,26772,306
27128,26817,311
27177,26860,317
27227,26904,323
27277,26948,329
27327,26993,334
27376,27038,338
27426,27083,343
27476,27125,351
27526,27164,362
27576,27205,371
27625,27248,377
27675,27293,382
27725,27338,387
27774,27382,392
27824,27431,393
27874,27480,394
27923,27533,390
27973,27585,388
28023,27639,384
28072,27696,376
28122,27758,364
28172,27820,352
28221,27885,336
28271,27948,323
28320,28014,306
28370,28083,287
28419,28148,271
28469,28212,257
28518,28272,246
28568,28332,236
28617,28394,223
28667,28456,211
28716,28516,200
28766,28578,188
28815,28633,182
28865,28686,179
28914,28737,177
28963,28788,175
29013,28834,179
29062,28878,184
29111,28918,193
29161,28959,202
29210,29003,207
29259,29049,210
29308,29089,219
29358,29130,228
29407,29173,234
29456,29219,237
29505,29267,238
29555,29314,241
29604,29363,241
29653,29412,241
29702,29461,241
29751,29511,240
29800,29559,241
29849,29606,243
29898,29655,243
29947,29703,244
29996,29748,248
30045,29793,252
30094,29838,256
30143,29882,261
30192,29928,264
30241,29975,266
30290,30023,267
30339,30068,271
30387,30115,272
30436,30161,275
30485,30206,279
30534,30251,283
30583,30294,289
30631,30342,289
30680,30390,290
30729,30437,292
30777,30489,288
30826,30539,287
30875,30587,288
30923,30636,287
30972,30682,290
31020,30727,293
31069,30773,296
31117,30818,299
31166,30864,302
31214,30912,302
31263,30956,307
31311,31000,311
31359,31046,313
31408,31089,319
31456,31133,323
31504,31178,326
31553,31222,331
31601,31270,331
31649,31319,330
31697,31371,326
31745,31422,323
31794,31473,321
31842,31524,318
31890,31576,314
31938,31626,312
31986,31678,308
32034,31729,305
32082,31779,303
32130,31830,300
32178,31882,296
32226,31934,292
32273,31985,288
32321,32038,283
32369,32088,281
32417,32139,278
32464,32192,272
32512,32246,266
32560,32302,258
32608,32356,252
32655,32404,251
32703,32451,252
32750,32501,249
32798,32544,254
32845,32587,258
32893,32628,265
32940,32669,271
32988,32711,277
33035,32756,279
33082,32802,280
33130,32844,286
33177,32882,295
33224,32925,299
33271,32968,303
33318,33014,304
33366,33060,306
33413,33107,306
33460,33153,307
33507,33199,308
33554,33245,309
33601,33294,307
33648,33343,305
33695,33392,303
33741,33439,302
33788,33490,298
33835,33540,295
33882,33591,291
33928,33642,286
33975,33688,287
34022,33735,287
34068,33782,286
34115,33829,286
34162,33877,285
34208,33922,286
34255,33969,286
34301,34017,284
34347,34067,280
34394,34114,280
34440,34164,276
34486,34216,270
34533,34267,266
34579,34320,259
34625,34372,253
34671,34425,246
34717,34476,241
34763,34525,238
34809,34570,239
34855,34612,243
34901,34653,248
34947,34692,255
34993,34735,258
35039,34776,263
35084,34817,267
35130,34856,274
35176,34896,280
35221,34932,289
35267,34970,297
35313,35008,305
35358,35045,313
35404,35079,325
35449,35113,336
35495,35150,345
35540,35187,353
35585,35221,364
35630,35258,372
35676,35297,379
35721,35338,383
35766,35383,383
35811,35423,388
35856,35464,392
35901,35507,394
35946,35551,395
35991,35595,396
36036,35643,393
36081,35688,393
36126,35738,388
36170,35790,380
36215,35847,368
36260,35902,358
36304,35958,346
36349,36009,340
36394,36063,331
36438,36112,326
36482,36162,320
36527,36210,317
36571,36254,317
36615,36298,317
36660,36345,315
36704,36390,314
36748,36439,309
36792,36490,302
36836,36538,298
36880,36586,294
36924,36636,288
36968,36684,284
37012,36728,284
37056,36768,288
37100,36807,293
37143,36845,298
37187,36882,305
37231,36923,308
37274,36963,311
37318,37006,312
37361,37048,313
37405,37087,318
37448,37126,322
37491,37160,331
37535,37195,340
37578,37229,349
37621,37265,356
37664,37299,365
37707,37333,374
37750,37365,385
37793,37399,394
37836,37433,403
37879,37470,409
37922,37507,415
37965,37545,420
38008,37586,422
38050,37626,424
38093,37670,423
38135,37712,423
38178,37754,424
38220,37795,425
38263,37838,425
38305,37879,426
38347,37921,426
38390,37961,429
38432,38001,431
38474,38040,434
38516,38080,436
38558,38116,442
38600,38153,447
38642,38190,452
38684,38231,453
38726,38271,455
38768,38313,455
38809,38358,451
38851,38406,445
38892,38454,438
38934,38500,434
38976,38550,426
39017,38593,424
39058,38643,415
39100,38692,408
39141,38741,400
39182,38789,393
39223,38832,391
39264,38875,389
39305,38917,388
39346,38964,382
39387,39006,381
39428,39049,379
39469,39090,379
39510,39132,378
39550,39172,378
39591,39209,382
39632,39243,389
39672,39275,397
39713,39307,406
39753,39338,415
39793,39370,423
39834,39401,433
39874,39432,442
39914,39460,454
39954,39490,464
39994,39523,471
40034,39554,480
40074,39585,489
40114,39618,496
40154,39649,505
40193,39684,509
40233,39720,513
40273,39752,521
40312,39788,524
40352,39823,529
40391,39854,537
40430,39890,540
40470,39927,543
40509,39969,540
40548,40007,541
40587,40047,540
40626,40088,538
40665,40134,531
40704,40177,527
40743,40222,521
40782,40268,514
40821,40314,507
40859,40364,495
40898,40414,484
40937,40462,475
40975,40508,467
41014,40557,457
41052,40603,449
41090,40651,439
41128,40701,427
41167,40751,416
41205,40801,404
41243,40848,395
41281,40896,385
41319,40945,374
41357,40991,366
41394,41034,360
41432,41075,357
41470,41114,356
41507,41153,354
41545,41189,356
41582,41225,357
41620,41260,360
41657,41292,365
41694,41318,376
41731,41350,381
41768,41377,391
41806,41405,401
41842,41434,408
41879,41461,418
41916,41489,427
41953,41521,432
41990,41551,439
42026,41585,441
42063,41620,443
42099,41651,448
42136,41679,457
42172,41705,467
42209,41733,476
42245,41764,481
42281,41795,486
42317,41829,488
42353,41858,495
42389,41887,502
42425,41919,506
42461,41951,510
42497,41983,514
42532,42020,512
42568,42055,513
42603,42096,507
42639,42137,502
42674,42184,490
42710,42226,484
42745,42270,475
42780,42313,467
42815,42354,461
42850,42397,453
42885,42436,449
42920,42473,447
42955,42515,440
42990,42560,430
43024,42597,427
43059,42637,422
43093,42675,418
43128,42715,413
43162,42754,408
43197,42791,406
43231,42833,398
43265,42871,394
43299,42908,391
43333,42943,390
43367,42982,385
43401,43018,383
43435,43052,383
43469,43084,385
43502,43120,382
43536,43155,381
43569,43189,380
43603,43221,382
43636,43254,382
43669,43281,388
43703,43310,393
43736,43343,393
43769,43377,392
43802,43407,395
43835,43439,396
43868,43469,399
43900,43500,400
43933,43532,401
43966,43559,407
43998,43589,409
44031,43617,414
44063,43642,421
44095,43668,427
44128,43695,433
44160,43721,439
44192,43751,441
44224,43776,448
44256,43799,457
44288,43826,462
44319,43849,470
44351,43873,478
44383,43902,481
44414,43930,484
44446,43960,486
44477,43987,490
44508,44011,497
44540,44037,503
44571,44069,502
44602,44101,501
44633,44129,504
44664,44158,506
44695,44190,505
44725,44221,504
44756,44255,501
44787,44292,495
44817,44329,488
44848,44366,482
44878,44404,474
44908,44447,461
44938,44488,450
44969,44525,444
44999,44565,434
45029,44600,429
45058,44631,427
45088,44663,425
45118,44698,420
45148,44731,417
45177,44758,419
45207,44787,420
45236,44811,425
45265,44834,431
45295,44861,434
45324,44894,430
45353,44926,427
45382,44955,427
45411,44983,428
45440,45012,428
45468,45039,429
45497,45063,434
45526,45092,434
45554,45121,433
45583,45148,435
45611,45177,434
45639,45202,437
45667,45229,438
45695,45256,439
45723,45282,441
45751,45305,446
45779,45329,450
45807,45352,455
45835,45375,460
45862,45401,461
45890,45426,464
45917,45450,467
45944,45475,469
45972,45500,472
45999,45526,473
46026,45548,478
46053,45571,482
46080,45600,480
46107,45627,480
46134,45652,482
46160,45677,483
46187,45700,487
46213,45727,486
46240,45754,486
46266,45777,489
46292,45802,490
46318,45828,490
46345,45847,498
46370,45871,499
46396,45891,505
46422,45914,508
46448,45933,515
46474,45958,516
46499,45985,514
46525,46012,513
46550,46036,514
46575,46060,515
46601,46085,516
46626,46112,514
46651,46139,512
46676,46168,508
46701,46191,510
46725,46217,508
46750,46240,510
46775,46261,514
46799,46287,512
46824,46314,510
46848,46336,512
46872,46359,513
46896,46383,513
46920,46406,514
46944,46432,512
46968,46454,514
46992,46478,514
47016,46507,509
47040,46529,511
47063,46559,504
47087,46585,502
47110,46613,497
47133,46642,491
47156,46669,487
47180,46698,482
47203,46721,482
47226,46747,479
47248,46777,471
47271,46800,471
47294,46831,463
47316,46854,462
47339,46876,463
47361,46897,464
47384,46924,460
47406,46940,466
47428,46961,467
47450,46984,466
47472,47002,470
47494,47022,472
47516,47043,473
47537,47061,476
47559,47081,478
47580,47099,481
47602,47119,483
47623,47138,485
47644,47156,488
47666,47177,489
47687,47197,490
47708,47218,490
47728,47236,492
47749,47255,494
47770,47277,493
47790,47295,495
47811,47312,499
47831,47332,499
47852,47349,503
47872,47369,503
47892,47391,501
47912,47408,504
47932,47426,506
47952,47444,508
47972,47461,511
47991,47475,516
48011,47490,521
48030,47502,528
48050,47515,535
48069,47525,544
48088,47540,548
48108,47553,555
48127,47563,564
48146,47574,572
48164,47589,575
48183,47601,582
48202,47617,585
48220,47631,589
48239,47643,596
48257,47660,597
48276,47673,603
48294,47688,606
48312,47702,610
48330,47720,610
48348,47734,614
48366,47748,618
48383,47762,621
48401,47780,621
48419,47797,622
48436,47818,618
48453,47843,610
48471,47865,606
48488,47900,588
48505,47930,575
48522,47963,559
48539,47990,549
48556,48018,538
48572,48044,528
48589,48065,524
48605,48086,519
48622,48102,520
48638,48122,516
48654,48141,513
48670,48158,512
48687,48172,515
48702,48191,511
48718,48204,514
48734,48219,515
48750,48235,515
48765,48251,514
48781,48267,514
48796,48284,512
48811,48300,511
48827,48314,513
48842,48332,510
48857,48344,513
48872,48362,510
48886,48377,509
48901,48393,508
48916,48408,508
48930,48421,509
48945,48437,508
48959,48456,503
48973,48469,504
48987,48486,501
49001,48501,500
49015,48513,502
49029,48528,501
49043,48545,498
49057,48560,497
49070,48570,500
49084,48589,495
49097,48600,497
49110,48616,494
49123,48630,493
49137,48646,491
49149,48657,492
49162,48674,488
49175,48689,486
49188,48709,479
49200,48723,477
49213,48736,477
49225,48756,469
49238,48771,467
49250,48785,465
49262,48803,459
49274,48818,456
49286,48834,452
49298,48849,449
49309,48863,446
49321,48880,441
49333,48894,439
49344,48908,436
49355,48920,435
49367,48933,434
49378,48945,433
49389,48958,431
49400,48971,429
49411,48980,431
49421,48998,423
49432,49010,422
49442,49020,422
49453,49032,421
49463,49045,418
49474,49061,413
49484,49077,407
49494,49087,407
49504,49095,409
49514,49111,403
49523,49122,401
49533,49136,397
49543,49151,392
49552,49163,389
49561,49173,388
49571,49180,391
49580,49192,388
49589,49204,385
49598,49213,385
49607,49224,383
49616,49233,383
49624,49243,381
49633,49252,381
49641,49265,376
49650,49274,376
49658,49280,378
49666,49291,375
49674,49296,378
49682,49306,376
49690,49311,379
49698,49323,375
49706,49333,373
49713,49341,372
49721,49348,373
49728,49362,366
49736,49368,368
49743,49375,368
49750,49384,366
49757,49391,366
49764,49400,364
49771,49410,361
49777,49422,355
49784,49428,356
49790,49438,352
49797,49446,351
49803,49452,351
49809,49461,348
49815,49474,341
49821,49483,338
49827,49490,337
49833,49497,336
49839,49508,331
49845,49517,328
49850,49525,325
49855,49536,319
49861,49546,315
49866,49555,311
49871,49561,310
49876,49573,303
49881,49586,295
49886,49594,292
49891,49606,285
49895,49616,279
49900,49623,277
49904,49630,274
49908,49637,271
49913,49646,267
49917,49656,261
49921,49662,259
49925,49673,252
49929,49679,250
49932,49688,244
49936,49694,242
49939,49702,237
49943,49709,234
49946,49716,230
49949,49722,227
49953,49728,225
49956,49736,220
49959,49739,220
49961,49748,213
49964,49752,212
49967,49759,208
49969,49763,206
49972,49770,202
49974,49778,196
49976,49783,193
49978,49786,192
49980,49794,186
49982,49798,184
49984,49803,181
49986,49808,178
49988,49810,178
49989,49819,170
49990,49822,168
49992,49827,165
49993,49834,159
49994,49839,155
49995,49843,152
49996,49846,150
49997,49851,146
49998,49852,146
49998,49859,139
49999,49864,135
49999,49867,132
50000,49874,126
50000,49877,123
50000,49879,121
50000,49884,116
50000,49885,115
50000,49891,109
49999,49893,106
49999,49896,103
49999,49897,102
49998,49901,97
49997,49909,88
49997,49912,85
49996,49914,82
49995,49916,79
49994,49918,76
49993,49921,72
49991,49922,69
49990,49925,65
49988,49929,59
49987,49935,52
49985,49933,52
49983,49938,45
49982,49942,40
49980,49940,40
49978,49943,35
49975,49946,29
49973,49946,27
49971,49950,21
49968,49950,18
49966,49955,11
49963,49956,7
49960,49957,3
49957,49960,-3
49954,49964,-10
49951,49962,-11
49948,49965,-17
49945,49969,-24
49942,49969,-27
49938,49971,-33
49934,49971,-37
49931,49972,-41
49927,49976,-49
49923,49979,-56
49919,49978,-59
49915,49974,-59
49911,49981,-70
49907,49984,-77
49902,49985,-83
49898,49986,-88
49893,49985,-92
49889,49987,-98
49884,49987,-103
49879,49989,-110
49874,49988,-114
49869,49993,-124
49864,49992,-128
49859,49993,-134
49853,49994,-141
49848,49995,-147
49842,49997,-155
49837,49995,-158
49831,49999,-168
49825,49999,-174
49819,49998,-179
49813,50000,-187
49807,49999,-192
49801,50000,-199
49794,50003,-209
49788,49999,-211
49781,50003,-222
49775,50005,-230
49768,50006,-238
49761,50004,-243
49754,50002,-248
49747,50008,-261
49740,50009,-269
49733,50008,-275
49725,50009,-284
49718,50009,-291
49710,50006,-296
49703,50010,-307
49695,50009,-314
49687,50010,-323
49679,50008,-329
49671,50011,-340
49663,50009,-346
49655,50010,-355
49646,50011,-365
49638,50014,-376
49629,50011,-382
49621,50011,-390
49612,50010,-398
49603,50011,-408
49594,50013,-419
49585,50011,-426
49576,50013,-437
49567,50017,-450
49558,50015,-457
49548,50012,-464
49539,50017,-478
49529,50014,-485
49519,50015,-496
49510,50014,-504
49500,50013,-513
49490,50013,-523
49480,50014,-534
49469,50013,-544
49459,50017,-558
49449,50012,-563
49438,50014,-576
49428,50016,-588
49417,50015,-598
49406,50014,-608
49395,50014,-619
49384,50015,-631
49373,50016,-643
49362,50016,-654
49351,50015,-664
49339,50016,-677
49328,50015,-687
49316,50016,-700
49305,50013,-708
49293,50014,-721
49281,50016,-735
49269,50015,-746
49257,50018,-761
49245,50015,-770
49233,50015,-782
49220,50017,-797
49208,50015,-807
49195,50016,-821
49183,50014,-831
49170,50016,-846
49157,50015,-858
49144,50014,-870
49131,50015,-884
49118,50015,-897
49105,50014,-909
49092,50012,-920
49078,50015,-937
49065,50016,-951
49051,50017,-966
49037,50013,-976
49024,50013,-989
49010,50015,-1005
48996,50014,-1018
48982,50014,-1032
48967,50012,-1045
48953,50013,-1060
48939,50012,-1073
48924,50016,-1092
48910,50016,-1106
48895,50015,-1120
48880,50013,-1133
48866,50013,-1147
48851,50012,-1161
48836,50013,-1177
48820,50015,-1195
48805,50013,-1208
48790,50010,-1220
48774,50015,-1241
48759,50011,-1252
48743,50011,-1268
48728,50011,-1283
48712,50011,-1299
48696,50007,-1311
48680,50010,-1330
48664,50013,-1349
48648,50010,-1362
48631,50008,-1377
48615,50009,-1394
48599,50009,-1410
48582,50012,-1430
48565,50010,-1445
48549,50005,-1456
48532,50011,-1479
48515,50008,-1493
48498,50008,-1510
48481,50008,-1527
48464,50009,-1545
48446,50006,-1560
48429,50007,-1578
48411,50005,-1594
48394,50006,-1612
48376,50004,-1628
48358,50003,-1645
48341,50004,-1663
