control
11
8
6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
11
33
53
73
34
11
11
10
8
10
9
10
6
8
9
8
9
8
10
9
11
9
12
9
12
12
12
13
13
13
13
13
14
15
14
13
13
12
12
11
9
