control
12
10
8
5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
27
49
70
35
14
12
9
6
10
8
9
8
10
9
7
9
9
9
10
10
10
10
10
10
12
11
12
13
12
12
14
14
14
13
12
11
10
9
