reference,position,error
7799,7618,181
7835,7669,166
7871,7715,156
7908,7760,148
7944,7803,141
7981,7842,139
8018,7879,139
8054,7915,139
8091,7951,140
8128,7984,144
8165,8015,150
8202,8045,157
8239,8074,165
8276,8102,174
8313,8128,185
8351,8154,197
8388,8178,210
8425,8203,222
8463,8226,237
8500,8248,252
8538,8271,267
8576,8292,284
8613,8313,300
8651,8333,318
8689,8353,336
8727,8375,352
8765,8394,371
8803,8416,387
8841,8436,405
8879,8459,420
8918,8482,436
8956,8505,451
8994,8531,463
9033,8557,476
9071,8585,486
9110,8615,495
9148,8645,503
9187,8676,511
9226,8706,520
9265,8738,527
9304,8771,533
9343,8804,539
9382,8835,547
9421,8869,552
9460,8901,559
9499,8936,563
9538,8972,566
9578,9010,568
9617,9052,565
9656,9092,564
9696,9136,560
9735,9180,555
9775,9225,550
9815,9271,544
9854,9317,537
9894,9365,529
9934,9416,518
9974,9466,508
10014,9516,498
10054,9568,486
10094,9623,471
10134,9679,455
10175,9734,441
10215,9791,424
10255,9847,408
10296,9905,391
10336,9961,375
10377,10017,360
10417,10076,341
10458,10131,327
10499,10186,313
10539,10238,301
10580,10291,289
10621,10340,281
10662,10389,273
10703,10431,272
10744,10475,269
10785,10515,270
10826,10554,272
10868,10591,277
10909,10626,283
10950,10659,291
10991,10691,300
11033,10722,311
11074,10753,321
11116,10784,332
11158,10815,343
11199,10845,354
11241,10876,365
11283,10908,375
11325,10940,385
11366,10974,392
11408,11006,402
11450,11040,410
11492,11075,417
11535,11108,427
11577,11142,435
11619,11175,444
11661,11208,453
11703,11239,464
11746,11270,476
11788,11301,487
11831,11332,499
11873,11364,509
11916,11397,519
11958,11430,528
12001,11467,534
12044,11506,538
12087,11547,540
12130,11594,536
12172,11644,528
12215,11698,517
12258,11754,504
12301,11814,487
12344,11874,470
12388,11939,449
12431,12007,424
12474,12081,393
12517,12153,364
12561,12222,339
12604,12292,312
12648,12359,289
12691,12428,263
12735,12492,243
12778,12554,224
12822,12615,207
12866,12667,199
12909,12716,193
12953,12767,186
12997,12812,185
13041,12855,186
13085,12891,194
13129,12927,202
13173,12960,213
13217,12993,224
13261,13023,238
13305,13051,254
13349,13077,272
13394,13103,291
13438,13131,307
13482,13158,324
13527,13184,343
13571,13209,362
13616,13236,380
13660,13262,398
13705,13291,414
13749,13320,429
13794,13348,446
13839,13379,460
13883,13409,474
13928,13440,488
13973,13469,504
14018,13499,519
14063,13530,533
14108,13562,546
14153,13595,558
14198,13629,569
14243,13664,579
14288,13702,586
14334,13742,592
14379,13786,593
14424,13830,594
14469,13874,595
14515,13922,593
14560,13972,588
14606,14024,582
14651,14077,574
14697,14135,562
14742,14196,546
14788,14257,531
14833,14324,509
14879,14391,488
14925,14458,467
14971,14527,444
15017,14593,424
15062,14655,407
15108,14712,396
15154,14767,387
15200,14819,381
15246,14866,380
15292,14911,381
15338,14954,384
15384,14998,386
15431,15042,389
15477,15089,388
15523,15133,390
15569,15175,394
15616,15218,398
15662,15263,399
15709,15308,401
15755,15351,404
15801,15394,407
15848,15438,410
15894,15483,411
15941,15528,413
15988,15575,413
16034,15627,407
16081,15680,401
16128,15734,394
16175,15790,385
16221,15847,374
16268,15907,361
16315,15965,350
16362,16025,337
16409,16083,326
16456,16143,313
16503,16199,304
16550,16255,295
16597,16307,290
16644,16352,292
16691,16394,297
16738,16434,304
16786,16473,313
16833,16507,326
16880,16538,342
16927,16567,360
16975,16601,374
17022,16634,388
17070,16669,401
17117,16704,413
17164,16742,422
17212,16781,431
17259,16822,437
17307,16863,444
17355,16905,450
17402,16948,454
17450,16991,459
17498,17033,465
17545,17077,468
17593,17121,472
17641,17167,474
17689,17216,473
17736,17267,469
17784,17319,465
17832,17371,461
17880,17427,453
17928,17483,445
17976,17545,431
18024,17607,417
18072,17667,405
18120,17729,391
18168,17790,378
18216,17852,364
18264,17911,353
18313,17969,344
18361,18024,337
18409,18080,329
18457,18135,322
18505,18189,316
18554,18238,316
18602,18284,318
18650,18334,316
18699,18384,315
18747,18431,316
18796,18477,319
18844,18524,320
18893,18569,324
18941,18612,329
18990,18654,336
19038,18699,339
19087,18739,348
19135,18779,356
19184,18818,366
19233,18855,378
19281,18892,389
19330,18929,401
19379,18967,412
19427,19003,424
19476,19043,433
19525,19085,440
19574,19126,448
19622,19169,453
19671,19213,458
19720,19261,459
19769,19308,461
19818,19358,460
19867,19409,458
19916,19463,453
19965,19519,446
20014,19577,437
20063,19636,427
20112,19701,411
20161,19766,395
20210,19831,379
20259,19897,362
20308,19968,340
20357,20040,317
20406,20109,297
20456,20175,281
20505,20237,268
20554,20300,254
20603,20363,240
20652,20424,228
20702,20477,225
20751,20530,221
20800,20583,217
20849,20635,214
20899,20682,217
20948,20726,222
20997,20768,229
21047,20807,240
21096,20846,250
21146,20881,265
21195,20916,279
21244,20949,295
21294,20981,313
21343,21014,329
21393,21047,346
21442,21078,364
21492,21109,383
21541,21139,402
21591,21172,419
21640,21206,434
21690,21241,449
21739,21278,461
21789,21316,473
21839,21358,481
21888,21402,486
21938,21448,490
21987,21491,496
22037,21540,497
22087,21589,498
22136,21641,495
22186,21697,489
22236,21747,489
22285,21804,481
22335,21863,472
22385,21925,460
22435,21990,445
22484,22058,426
22534,22124,410
22584,22191,393
22634,22257,377
22683,22321,362
22733,22386,347
22783,22447,336
22833,22506,327
22883,22561,322
22932,22614,318
22982,22664,318
23032,22714,318
23082,22763,319
23132,22809,323
23182,22855,327
23232,22897,335
23281,22937,344
23331,22974,357
23381,23011,370
23431,23051,380
23481,23090,391
23531,23129,402
23581,23171,410
23631,23212,419
23681,23257,424
23731,23301,430
23781,23347,434
23831,23396,435
23880,23449,431
23930,23502,428
23980,23554,426
24030,23607,423
24080,23661,419
24130,23719,411
24180,23778,402
24230,23841,389
24280,23904,376
24330,23972,358
24380,24041,339
24430,24112,318
24480,24188,292
24530,24267,263
24580,24348,232
24630,24423,207
24680,24500,180
24730,24573,157
24780,24645,135
24830,24707,123
24880,24765,115
24930,24819,111
24980,24867,113
25030,24913,117
25080,24954,126
25130,24996,134
25180,25036,144
25230,25075,155
25280,25112,168
25330,25150,180
25380,25186,194
25430,25222,208
25480,25254,226
25530,25287,243
25580,25319,261
25630,25350,280
25680,25382,298
25730,25412,318
25780,25446,334
25830,25480,350
25880,25516,364
25930,25551,379
25980,25585,395
26030,25619,411
26080,25655,425
26130,25689,441
26180,25724,456
26230,25761,469
26280,25799,481
26329,25840,489
26379,25881,498
26429,25927,502
26479,25975,504
26529,26025,504
26579,26077,502
26629,26135,494
26679,26193,486
26729,26253,476
26779,26312,467
26828,26374,454
26878,26441,437
26928,26511,417
26978,26578,400
27028,26645,383
27078,26711,367
27128,26779,349
27177,26841,336
27227,26905,322
27277,26965,312
27327,27023,304
27376,27074,302
27426,27126,300
27476,27176,300
27526,27225,301
27576,27269,307
27625,27312,313
27675,27353,322
27725,27392,333
27774,27430,344
27824,27470,354
27874,27510,364
27923,27551,372
27973,27593,380
28023,27633,390
28072,27676,396
28122,27722,400
28172,27766,406
28221,27809,412
28271,27854,417
28320,27899,421
28370,27946,424
28419,27992,427
28469,28041,428
28518,28091,427
28568,28143,425
28617,28193,424
28667,28248,419
28716,28307,409
28766,28368,398
28815,28427,388
28865,28489,376
28914,28554,360
28963,28618,345
29013,28679,334
29062,28745,317
29111,28811,300
29161,28876,285
29210,28934,276
29259,28992,267
29308,29049,259
29358,29107,251
29407,29159,248
29456,29211,245
29505,29260,245
29555,29307,248
29604,29351,253
29653,29394,259
29702,29437,265
29751,29478,273
29800,29517,283
29849,29555,294
29898,29592,306
29947,29629,318
29996,29667,329
30045,29704,341
30094,29741,353
30143,29779,364
30192,29817,375
30241,29859,382
30290,29902,388
30339,29945,394
30387,29990,397
30436,30038,398
30485,30085,400
30534,30132,402
30583,30178,405
30631,30226,405
30680,30277,403
30729,30329,400
30777,30376,401
30826,30425,401
30875,30475,400
30923,30527,396
30972,30580,392
31020,30635,385
31069,30689,380
31117,30742,375
31166,30792,374
31214,30845,369
31263,30897,366
31311,30947,364
31359,30995,364
31408,31044,364
31456,31094,362
31504,31141,363
31553,31187,366
31601,31235,366
31649,31280,369
31697,31324,373
31745,31367,378
31794,31411,383
31842,31453,389
31890,31495,395
31938,31534,404
31986,31574,412
32034,31615,419
32082,31656,426
32130,31698,432
32178,31741,437
32226,31784,442
32273,31827,446
32321,31867,454
32369,31910,459
32417,31953,464
32464,31998,466
32512,32042,470
32560,32088,472
32608,32134,474
32655,32181,474
32703,32229,474
32750,32280,470
32798,32333,465
32845,32384,461
32893,32437,456
32940,32495,445
32988,32554,434
33035,32609,426
33082,32660,422
33130,32716,414
33177,32771,406
33224,32823,401
33271,32872,399
33318,32921,397
33366,32967,399
33413,33014,399
33460,33056,404
33507,33100,407
33554,33140,414
33601,33180,421
33648,33218,430
33695,33256,439
33741,33294,447
33788,33332,456
33835,33369,466
33882,33407,475
33928,33445,483
33975,33482,493
34022,33520,502
34068,33559,509
34115,33600,515
34162,33639,523
34208,33681,527
34255,33721,534
34301,33763,538
34347,33807,540
34394,33852,542
34440,33894,546
34486,33941,545
34533,33989,544
34579,34038,541
34625,34086,539
34671,34138,533
34717,34193,524
34763,34246,517
34809,34293,516
34855,34348,507
34901,34403,498
34947,34463,484
34993,34520,473
35039,34580,459
35084,34639,445
35130,34698,432
35176,34752,424
35221,34808,413
35267,34861,406
35313,34909,404
35358,34951,407
35404,34995,409
35449,35038,411
35495,35077,418
35540,35113,427
35585,35150,435
35630,35187,443
35676,35221,455
35721,35255,466
35766,35287,479
35811,35317,494
35856,35348,508
35901,35376,525
35946,35407,539
35991,35438,553
36036,35469,567
36081,35502,579
36126,35536,590
36170,35571,599
36215,35608,607
36260,35647,613
36304,35685,619
36349,35723,626
36394,35760,634
36438,35801,637
36482,35841,641
36527,35882,645
36571,35922,649
36615,35965,650
36660,36011,649
36704,36058,646
36748,36106,642
36792,36156,636
36836,36206,630
36880,36257,623
36924,36305,619
36968,36357,611
37012,36409,603
37056,36458,598
37100,36508,592
37143,36557,586
37187,36604,583
37231,36650,581
37274,36694,580
37318,36742,576
37361,36785,576
37405,36830,575
37448,36874,574
37491,36917,574
37535,36960,575
37578,37002,576
37621,37045,576
37664,37085,579
37707,37127,580
37750,37171,579
37793,37210,583
37836,37249,587
37879,37288,591
37922,37328,594
37965,37365,600
38008,37403,605
38050,37441,609
38093,37476,617
38135,37511,624
38178,37548,630
38220,37585,635
38263,37622,641
38305,37654,651
38347,37686,661
38390,37722,668
38432,37754,678
38474,37787,687
38516,37820,696
38558,37853,705
38600,37888,712
38642,37922,720
38684,37959,725
38726,37995,731
38768,38034,734
38809,38073,736
38851,38116,735
38892,38154,738
38934,38200,734
38976,38240,736
39017,38283,734
39058,38328,730
39100,38375,725
39141,38417,724
39182,38461,721
39223,38506,717
39264,38552,712
39305,38598,707
39346,38650,696
39387,38696,691
39428,38741,687
39469,38786,683
39510,38832,678
39550,38881,669
39591,38932,659
39632,38978,654
39672,39027,645
39713,39074,639
39753,39123,630
39793,39167,626
39834,39212,622
39874,39260,614
39914,39302,612
39954,39338,616
39994,39375,619
40034,39412,622
40074,39444,630
40114,39473,641
40154,39502,652
40193,39533,660
40233,39560,673
40273,39589,684
40312,39618,694
40352,39648,704
40391,39680,711
40430,39711,719
40470,39743,727
40509,39774,735
40548,39806,742
40587,39839,748
40626,39870,756
40665,39905,760
40704,39938,766
40743,39970,773
40782,40008,774
40821,40045,776
40859,40079,780
40898,40115,783
40937,40155,782
40975,40194,781
41014,40235,779
41052,40272,780
41090,40311,779
41128,40350,778
41167,40389,778
41205,40426,779
41243,40464,779
41281,40502,779
41319,40544,775
41357,40587,770
41394,40627,767
41432,40671,761
41470,40713,757
41507,40755,752
41545,40800,745
41582,40848,734
41620,40892,728
41657,40933,724
41694,40976,718
41731,41021,710
41768,41060,708
41806,41103,703
41842,41138,704
41879,41173,706
41916,41206,710
41953,41240,713
41990,41269,721
42026,41299,727
42063,41329,734
42099,41359,740
42136,41386,750
42172,41415,757
42209,41442,767
42245,41470,775
42281,41496,785
42317,41519,798
42353,41547,806
42389,41573,816
42425,41600,825
42461,41624,837
42497,41652,845
42532,41679,853
42568,41708,860
42603,41735,868
42639,41762,877
42674,41786,888
42710,41815,895
42745,41839,906
42780,41869,911
42815,41897,918
42850,41928,922
42885,41959,926
42920,41992,928
42955,42028,927
42990,42069,921
43024,42108,916
43059,42149,910
43093,42193,900
43128,42232,896
43162,42270,892
43197,42315,882
43231,42359,872
43265,42405,860
43299,42446,853
43333,42490,843
43367,42533,834
43401,42575,826
43435,42616,819
43469,42654,815
43502,42695,807
43536,42731,805
43569,42766,803
43603,42801,802
43636,42834,802
43669,42866,803
43703,42902,801
43736,42933,803
43769,42967,802
43802,42998,804
43835,43026,809
43868,43058,810
43900,43088,812
43933,43118,815
43966,43148,818
43998,43179,819
44031,43206,825
44063,43236,827
44095,43265,830
44128,43294,834
44160,43322,838
44192,43349,843
44224,43378,846
44256,43404,852
44288,43431,857
44319,43460,859
44351,43488,863
44383,43513,870
44414,43540,874
44446,43567,879
44477,43596,881
44508,43623,885
44540,43653,887
44571,43678,893
44602,43705,897
44633,43735,898
44664,43763,901
44695,43791,904
44725,43822,903
44756,43852,904
44787,43883,904
44817,43911,906
44848,43944,904
44878,43971,907
44908,44001,907
44938,44028,910
44969,44054,915
44999,44081,918
45029,44107,922
45058,44130,928
45088,44155,933
45118,44180,938
45148,44205,943
45177,44231,946
45207,44255,952
45236,44280,956
45265,44307,958
45295,44331,964
45324,44355,969
45353,44380,973
45382,44408,974
45411,44434,977
45440,44460,980
45468,44486,982
45497,44514,983
45526,44537,989
45554,44569,985
45583,44595,988
45611,44623,988
45639,44655,984
45667,44686,981
45695,44716,979
45723,44744,979
45751,44772,979
45779,44804,975
45807,44834,973
45835,44867,968
45862,44898,964
45890,44931,959
45917,44968,949
45944,45002,942
45972,45032,940
45999,45064,935
46026,45097,929
46053,45126,927
46080,45157,923
46107,45189,918
46134,45217,917
46160,45246,914
46187,45276,911
46213,45305,908
46240,45335,905
46266,45364,902
46292,45393,899
46318,45423,895
46345,45452,893
46370,45479,891
46396,45509,887
46422,45539,883
46448,45568,880
46474,45596,878
46499,45624,875
46525,45649,876
46550,45677,873
46575,45703,872
46601,45731,870
46626,45757,869
46651,45785,866
46676,45808,868
46701,45835,866
46725,45861,864
46750,45890,860
46775,45917,858
46799,45944,855
46824,45972,852
46848,45998,850
46872,46023,849
46896,46047,849
46920,46069,851
46944,46093,851
46968,46117,851
46992,46139,853
47016,46164,852
47040,46187,853
47063,46208,855
47087,46234,853
47110,46255,855
47133,46279,854
47156,46304,852
47180,46325,855
47203,46346,857
47226,46369,857
47248,46390,858
47271,46411,860
47294,46434,860
47316,46456,860
47339,46482,857
47361,46501,860
47384,46524,860
47406,46545,861
47428,46563,865
47450,46587,863
47472,46606,866
47494,46627,867
47516,46644,872
47537,46668,869
47559,46688,871
47580,46711,869
47602,46731,871
47623,46753,870
47644,46777,867
47666,46799,867
47687,46819,868
47708,46841,867
47728,46861,867
47749,46882,867
47770,46900,870
47790,46917,873
47811,46939,872
47831,46954,877
47852,46970,882
47872,46992,880
47892,47007,885
47912,47022,890
47932,47042,890
47952,47060,892
47972,47079,893
47991,47095,896
48011,47109,902
48030,47128,902
48050,47144,906
48069,47160,909
48088,47177,911
48108,47191,917
48127,47211,916
48146,47225,921
48164,47241,923
48183,47256,927
48202,47269,933
48220,47285,935
48239,47301,938
48257,47319,938
48276,47333,943
48294,47354,940
48312,47368,944
48330,47386,944
48348,47400,948
48366,47419,947
48383,47437,946
48401,47453,948
48419,47468,951
48436,47484,952
48453,47496,957
48471,47513,958
48488,47531,957
48505,47545,960
48522,47565,957
48539,47580,959
48556,47596,960
48572,47613,959
48589,47629,960
48605,47645,960
48622,47663,959
48638,47677,961
48654,47700,954
48670,47714,956
48687,47724,963
48702,47744,958
48718,47755,963
48734,47771,963
48750,47785,965
48765,47794,971
48781,47806,975
48796,47821,975
48811,47830,981
48827,47847,980
48842,47859,983
48857,47871,986
48872,47885,987
48886,47897,989
48901,47914,987
48916,47927,989
48930,47945,985
48945,47961,984
48959,47976,983
48973,47994,979
48987,48009,978
49001,48025,976
49015,48041,974
49029,48058,971
49043,48072,971
49057,48089,968
49070,48108,962
49084,48122,962
49097,48142,955
49110,48157,953
49123,48178,945
49137,48192,945
49149,48205,944
49162,48225,937
49175,48242,933
49188,48258,930
49200,48272,928
49213,48293,920
49225,48312,913
49238,48328,910
49250,48343,907
49262,48361,901
49274,48379,895
49286,48394,892
49298,48411,887
49309,48426,883
49321,48442,879
49333,48455,878
49344,48472,872
49355,48491,864
49367,48503,864
49378,48515,863
49389,48529,860
49400,48542,858
49411,48556,855
49421,48567,854
49432,48579,853
49442,48592,850
49453,48605,848
49463,48616,847
49474,48628,846
49484,48640,844
49494,48649,845
49504,48664,840
49514,48673,841
49523,48683,840
49533,48694,839
49543,48705,838
49552,48717,835
49561,48726,835
49571,48733,838
49580,48747,833
49589,48758,831
49598,48769,829
49607,48776,831
49616,48793,823
49624,48801,823
49633,48813,820
49641,48824,817
49650,48834,816
49658,48847,811
49666,48861,805
49674,48870,804
49682,48882,800
49690,48895,795
49698,48903,795
49706,48913,793
49713,48926,787
49721,48937,784
49728,48948,780
49736,48957,779
49743,48965,778
49750,48974,776
49757,48985,772
49764,48996,768
49771,49006,765
49777,49018,759
49784,49025,759
49790,49034,756
49797,49047,750
49803,49056,747
49809,49063,746
49815,49075,740
49821,49086,735
49827,49097,730
49833,49107,726
49839,49119,720
49845,49131,714
49850,49142,708
49855,49153,702
49861,49165,696
49866,49177,689
49871,49186,685
49876,49196,680
49881,49210,671
49886,49222,664
49891,49235,656
49895,49242,653
49900,49255,645
49904,49265,639
49908,49278,630
49913,49289,624
49917,49299,618
49921,49307,614
49925,49319,606
49929,49328,601
49932,49338,594
49936,49350,586
49939,49358,581
49943,49367,576
49946,49375,571
49949,49386,563
49953,49393,560
49956,49402,554
49959,49412,547
49961,49419,542
49964,49427,537
49967,49434,533
49969,49444,525
49972,49452,520
49974,49455,519
49976,49466,510
49978,49468,510
49980,49480,500
49982,49489,493
49984,49491,493
49986,49500,486
49988,49507,481
49989,49517,472
49990,49519,471
49992,49527,465
49993,49538,455
49994,49545,449
49995,49552,443
49996,49556,440
49997,49567,430
49998,49571,427
49998,49578,420
49999,49587,412
49999,49591,408
50000,49600,400
50000,49608,392
50000,49613,387
50000,49623,377
50000,49627,373
50000,49634,366
49999,49639,360
49999,49647,352
49999,49653,346
49998,49662,336
49997,49665,332
49997,49676,321
49996,49683,313
49995,49690,305
49994,49693,301
49993,49703,290
49991,49707,284
49990,49715,275
49988,49719,269
49987,49727,260
49985,49733,252
49983,49742,241
49982,49745,237
49980,49748,232
49978,49758,220
49975,49762,213
49973,49766,207
49971,49776,195
49968,49775,193
49966,49784,182
49963,49790,173
49960,49791,169
49957,49798,159
49954,49802,152
49951,49807,144
49948,49810,138
49945,49816,129
49942,49818,124
49938,49825,113
49934,49827,107
49931,49832,99
49927,49836,91
49923,49842,81
49919,49844,75
49915,49843,72
49911,49851,60
49907,49850,57
49902,49858,44
49898,49857,41
49893,49862,31
49889,49866,23
49884,49867,17
49879,49871,8
49874,49872,2
49869,49876,-7
49864,49875,-11
49859,49882,-23
49853,49882,-29
49848,49885,-37
49842,49888,-46
49837,49891,-54
49831,49892,-61
49825,49894,-69
49819,49895,-76
49813,49895,-82
49807,49901,-94
49801,49900,-99
49794,49901,-107
49788,49907,-119
49781,49910,-129
49775,49911,-136
49768,49910,-142
49761,49909,-148
49754,49911,-157
49747,49916,-169
49740,49917,-177
49733,49915,-182
49725,49920,-195
49718,49921,-203
49710,49921,-211
49703,49923,-220
49695,49928,-233
49687,49925,-238
49679,49926,-247
49671,49928,-257
49663,49927,-264
49655,49932,-277
49646,49933,-287
49638,49931,-293
49629,49932,-303
49621,49935,-314
49612,49934,-322
49603,49935,-332
49594,49934,-340
49585,49939,-354
49576,49936,-360
49567,49939,-372
49558,49937,-379
49548,49943,-395
49539,49943,-404
49529,49941,-412
49519,49942,-423
49510,49943,-433
49500,49945,-445
49490,49944,-454
49480,49943,-463
49469,49944,-475
49459,49944,-485
49449,49945,-496
49438,49947,-509
49428,49949,-521
49417,49950,-533
49406,49949,-543
49395,49950,-555
49384,49953,-569
49373,49953,-580
49362,49953,-591
49351,49953,-602
49339,49953,-614
49328,49953,-625
49316,49953,-637
49305,49950,-645
49293,49954,-661
49281,49953,-672
49269,49956,-687
49257,49955,-698
49245,49956,-711
49233,49954,-721
49220,49956,-736
49208,49957,-749
49195,49957,-762
49183,49957,-774
49170,49959,-789
49157,49961,-804
49144,49957,-813
49131,49959,-828
49118,49960,-842
49105,49962,-857
49092,49960,-868
49078,49960,-882
49065,49959,-894
49051,49961,-910
49037,49962,-925
49024,49961,-937
49010,49961,-951
48996,49961,-965
48982,49962,-980
48967,49964,-997
48953,49964,-1011
48939,49960,-1021
48924,49961,-1037
48910,49965,-1055
48895,49964,-1069
48880,49964,-1084
48866,49964,-1098
48851,49963,-1112
48836,49964,-1128
48820,49964,-1144
48805,49966,-1161
48790,49964,-1174
48774,49962,-1188
48759,49965,-1206
48743,49963,-1220
48728,49964,-1236
48712,49964,-1252
48696,49964,-1268
48680,49965,-1285
48664,49964,-1300
48648,49967,-1319
48631,49967,-1336
48615,49967,-1352
48599,49967,-1368
48582,49966,-1384
48565,49967,-1402
48549,49967,-1418
48532,49966,-1434
48515,49965,-1450
48498,49967,-1469
