reference,position,error
25730,25141,589
25830,25252,578
25930,25351,579
26030,25448,582
26130,25536,594
26230,25617,613
26329,25696,633
26429,25773,656
26529,25849,680
26629,25920,709
26729,25990,739
26828,26061,767
26928,26132,796
27028,26202,826
27128,26275,853
27227,26351,876
27327,26430,897
27426,26506,920
27526,26590,936
27625,26678,947
27725,26769,956
27824,26864,960
27923,26962,961
28023,27063,960
28122,27166,956
28221,27269,952
28320,27369,951
28419,27467,952
28518,27572,946
28617,27676,941
28716,27775,941
28815,27879,936
28914,27984,930
29013,28089,924
29111,28198,913
29210,28311,899
29308,28420,888
29407,28541,866
29505,28661,844
29604,28782,822
29702,28907,795
29800,29019,781
29898,29139,759
29996,29259,737
30094,29375,719
30192,29485,707
30290,29584,706
30387,29689,698
30485,29790,695
30583,29887,696
30680,29980,700
30777,30074,703
30875,30169,706
30972,30262,710
31069,30352,717
31166,30438,728
31263,30533,730
31359,30629,730
31456,30722,734
31553,30807,746
31649,30896,753
31745,30984,761
31842,31065,777
31938,31147,791
32034,31230,804
32130,31316,814
32226,31398,828
32321,31479,842
32417,31558,859
32512,31642,870
32608,31729,879
32703,31815,888
32798,31902,896
32893,31983,910
32988,32068,920
33082,32160,922
33177,32257,920
33271,32348,923
33366,32448,918
33460,32554,906
33554,32663,891
33648,32772,876
33741,32870,871
33835,32975,860
33928,33065,863
34022,33153,869
34115,33237,878
34208,33313,895
34301,33386,915
34394,33461,933
34486,33535,951
34579,33610,969
34671,33688,983
34763,33763,1000
34855,33845,1010
34947,33932,1015
35039,34021,1018
35130,34115,1015
35221,34209,1012
35313,34312,1001
35404,34423,981
35495,34538,957
35585,34655,930
35676,34773,903
35766,34892,874
35856,34998,858
35946,35109,837
36036,35213,823
36126,35304,822
36215,35385,830
36304,35454,850
36394,35523,871
36482,35583,899
36571,35643,928
36660,35700,960
36748,35761,987
36836,35820,1016
36924,35885,1039
37012,35948,1064
37100,36017,1083
37187,36089,1098
37274,36164,1110
37361,36243,1118
37448,36328,1120
37535,36421,1114
37621,36517,1104
37707,36615,1092
37793,36708,1085
37879,36805,1074
37965,36899,1066
38050,36994,1056
38135,37082,1053
38220,37164,1056
38305,37244,1061
38390,37319,1071
38474,37388,1086
38558,37458,1100
38642,37529,1113
38726,37597,1129
38809,37663,1146
38892,37729,1163
38976,37788,1188
39058,37849,1209
39141,37909,1232
39223,37971,1252
39305,38033,1272
39387,38097,1290
39469,38160,1309
39550,38226,1324
39632,38296,1336
39713,38371,1342
39793,38441,1352
39874,38516,1358
39954,38592,1362
40034,38667,1367
40114,38744,1370
40193,38826,1367
40273,38910,1363
40352,38990,1362
40430,39071,1359
40509,39156,1353
40587,39235,1352
40665,39314,1351
40743,39394,1349
40821,39468,1353
40898,39534,1364
40975,39594,1381
41052,39650,1402
41128,39705,1423
41205,39757,1448
41281,39810,1471
41357,39856,1501
41432,39904,1528
41507,39954,1553
41582,40009,1573
41657,40071,1586
41731,40130,1601
41806,40188,1618
41879,40245,1634
41953,40310,1643
42026,40374,1652
42099,40437,1662
42172,40504,1668
42245,40576,1669
42317,40644,1673
42389,40712,1677
42461,40784,1677
42532,40859,1673
42603,40937,1666
42674,41016,1658
42745,41085,1660
42815,41155,1660
42885,41225,1660
42955,41293,1662
43024,41356,1668
43093,41417,1676
43162,41474,1688
43231,41520,1711
43299,41569,1730
43367,41620,1747
43435,41669,1766
43502,41720,1782
43569,41770,1799
43636,41817,1819
43703,41870,1833
43769,41920,1849
43835,41968,1867
43900,42018,1882
43966,42072,1894
44031,42126,1905
44095,42180,1915
44160,42234,1926
44224,42290,1934
44288,42351,1937
44351,42411,1940
44414,42480,1934
44477,42546,1931
44540,42616,1924
44602,42686,1916
44664,42754,1910
44725,42821,1904
44787,42884,1903
44848,42948,1900
44908,43009,1899
44969,43065,1904
45029,43117,1912
45088,43170,1918
45148,43221,1927
45207,43273,1934
45265,43316,1949
45324,43366,1958
45382,43413,1969
45440,43459,1981
45497,43504,1993
45554,43551,2003
45611,43595,2016
45667,43646,2021
45723,43690,2033
45779,43742,2037
45835,43790,2045
45890,43841,2049
45944,43894,2050
45999,43942,2057
46053,43993,2060
46107,44040,2067
46160,44085,2075
46213,44132,2081
46266,44180,2086
46318,44221,2097
46370,44266,2104
46422,44307,2115
46474,44346,2128
46525,44389,2136
46575,44432,2143
46626,44477,2149
46676,44521,2155
46725,44569,2156
46775,44614,2161
46824,44659,2165
46872,44702,2170
46920,44748,2172
46968,44794,2174
47016,44847,2169
47063,44894,2169
47110,44951,2159
47156,45010,2146
47203,45068,2135
47248,45124,2124
47294,45184,2110
47339,45244,2095
47384,45301,2083
47428,45359,2069
47472,45408,2064
47516,45457,2059
47559,45505,2054
47602,45554,2048
47644,45602,2042
47687,45650,2037
47728,45703,2025
47770,45752,2018
47811,45799,2012
47852,45848,2004
47892,45891,2001
47932,45938,1994
47972,45984,1988
48011,46025,1986
48050,46066,1984
48088,46107,1981
48127,46145,1982
48164,46180,1984
48202,46220,1982
48239,46261,1978
48276,46302,1974
48312,46344,1968
48348,46386,1962
48383,46431,1952
48419,46475,1944
48453,46516,1937
48488,46560,1928
48522,46604,1918
48556,46645,1911
48589,46692,1897
48622,46733,1889
48654,46776,1878
48687,46820,1867
48718,46860,1858
48750,46899,1851
48781,46942,1839
48811,46983,1828
48842,47022,1820
48872,47054,1818
48901,47089,1812
48930,47118,1812
48959,47153,1806
48987,47182,1805
49015,47211,1804
49043,47246,1797
49070,47278,1792
49097,47308,1789
49123,47334,1789
49149,47365,1784
49175,47396,1779
49200,47428,1772
49225,47457,1768
49250,47483,1767
49274,47512,1762
49298,47538,1760
49321,47564,1757
49344,47592,1752
49367,47617,1750
49389,47644,1745
49411,47669,1742
49432,47689,1743
49453,47716,1737
49474,47739,1735
49494,47761,1733
49514,47785,1729
49533,47808,1725
49552,47829,1723
49571,47852,1719
49589,47872,1717
49607,47893,1714
49624,47914,1710
49641,47935,1706
49658,47956,1702
49674,47977,1697
49690,47995,1695
49706,48015,1691
49721,48031,1690
49736,48052,1684
49750,48070,1680
49764,48089,1675
49777,48108,1669
49790,48127,1663
49803,48151,1652
49815,48167,1648
49827,48186,1641
49839,48206,1633
49850,48225,1625
49861,48244,1617
49871,48261,1610
49881,48282,1599
49891,48299,1592
49900,48320,1580
49908,48337,1571
49917,48357,1560
49925,48377,1548
49932,48396,1536
49939,48413,1526
49946,48434,1512
49953,48450,1503
49959,48468,1491
49964,48485,1479
49969,48500,1469
49974,48516,1458
49978,48532,1446
49982,48546,1436
49986,48562,1424
49989,48575,1414
49992,48587,1405
49994,48600,1394
49996,48617,1379
49998,48626,1372
49999,48639,1360
50000,48654,1346
50000,48667,1333
50000,48681,1319
49999,48691,1308
49999,48706,1293
49997,48717,1280
49996,48729,1267
49994,48743,1251
49991,48756,1235
49988,48771,1217
49985,48779,1206
49982,48795,1187
49978,48808,1170
49973,48822,1151
49968,48831,1137
49963,48844,1119
49957,48855,1102
49951,48863,1088
49945,48874,1071
49938,48885,1053
49931,48896,1035
49923,48905,1018
49915,48914,1001
49907,48926,981
49898,48934,964
49889,48944,945
49879,48955,924
49869,48961,908
49859,48971,888
49848,48978,870
49837,48981,856
49825,48993,832
49813,48998,815
49801,49007,794
49788,49014,774
49775,49022,753
49761,49027,734
49747,49035,712
49733,49041,692
49718,49048,670
49703,49055,648
49687,49060,627
49671,49064,607
49655,49071,584
49638,49080,558
49621,49087,534
49603,49092,511
49585,49093,492
49567,49099,468
49548,49104,444
49529,49109,420
49510,49116,394
49490,49121,369
49469,49125,344
49449,49130,319
49428,49131,297
49406,49137,269
49384,49139,245
49362,49145,217
49339,49148,191
49316,49154,162
49293,49156,137
49269,49158,111
49245,49159,86
49220,49165,55
49195,49165,30
49170,49168,2
49144,49172,-28
49118,49175,-57
49092,49176,-84
49065,49179,-114
49037,49181,-144
49010,49182,-172
48982,49186,-204
48953,49188,-235
48924,49190,-266
48895,49191,-296
48866,49192,-326
48836,49193,-357
48805,49195,-390
48774,49197,-423
48743,49198,-455
48712,49201,-489
48680,49203,-523
48648,49203,-555
48615,49204,-589
48582,49204,-622
48549,49207,-658
48515,49208,-693
48481,49205,-724
48446,49208,-762
48411,49211,-800
48376,49210,-834
48341,49211,-870
48305,49213,-909
48268,49215,-947
48231,49216,-985
48194,49220,-1026
48157,49216,-1059
48119,49216,-1097
48081,49220,-1139
48042,49217,-1175
48003,49222,-1219
47964,49219,-1255
47924,49220,-1296
47884,49222,-1338
47843,49224,-1381
47803,49223,-1420
47761,49225,-1464
47720,49225,-1505
47678,49224,-1546
47636,49226,-1590
47593,49227,-1634
47550,49227,-1677
47507,49226,-1719
47463,49226,-1763
47419,49228,-1809
47375,49230,-1855
47330,49229,-1899
47285,49229,-1944
47239,49229,-1990
47193,49229,-2036
47147,49229,-2082
47100,49230,-2130
47054,49230,-2176
47006,49231,-2225
46959,49229,-2270
46911,49231,-2320
46862,49231,-2369
46814,49232,-2418
46765,49231,-2466
46715,49233,-2518
46666,49230,-2564
46615,49234,-2619
46565,49230,-2665
46514,49233,-2719
46463,49232,-2769
46412,49233,-2821
46360,49232,-2872
46308,49234,-2926
46255,49233,-2978
46203,49232,-3030
46149,49232,-3083
46096,49232,-3136
46042,49234,-3192
45988,49232,-3244
45933,49232,-3299
45879,49232,-3353
45823,49235,-3412
45768,49235,-3467
45712,49235,-3523
45656,49235,-3579
45599,49233,-3634
45543,49233,-3690
45485,49230,-3745
45428,49233,-3805
45370,49230,-3860
45312,49232,-3920
45253,49235,-3982
45195,49235,-4040
45136,49234,-4098
45076,49235,-4159
45016,49234,-4218
44956,49233,-4277
44896,49233,-4337
44835,49234,-4399
44774,49233,-4459
44713,49233,-4520
44651,49234,-4583
44589,49231,-4642
44527,49230,-4703
44464,49230,-4766
44401,49235,-4834
44338,49233,-4895
44275,49231,-4956
44211,49231,-5020
44147,49230,-5083
44082,49236,-5154
44017,49232,-5215
43952,49232,-5280
43887,49233,-5346
43821,49230,-5409
43755,49232,-5477
43689,49232,-5543
43623,49231,-5608
43556,49230,-5674
43489,49231,-5742
43421,49231,-5810
43353,49229,-5876
43285,49229,-5944
43217,49227,-6010
43148,49230,-6082
43079,49230,-6151
43010,49230,-6220
42941,49230,-6289
42871,49227,-6356
42801,49229,-6428
42730,49229,-6499
42660,49227,-6567
42589,49226,-6637
42518,49230,-6712
42446,49227,-6781
42374,49228,-6854
42302,49229,-6927
42230,49228,-6998
42157,49227,-7070
42085,49226,-7141
42011,49225,-7214
41938,49226,-7288
41864,49224,-7360
41790,49223,-7433
41716,49225,-7509
41642,49222,-7580
41567,49224,-7657
41492,49225,-7733
41417,49221,-7804
41341,49225,-7884
41265,49222,-7957
41189,49221,-8032
41113,49220,-8107
41036,49221,-8185
40959,49219,-8260
40882,49218,-8336
40805,49219,-8414
40727,49218,-8491
40650,49218,-8568
40571,49217,-8646
40493,49216,-8723
40414,49215,-8801
40336,49216,-8880
40257,49215,-8958
40177,49215,-9038
40098,49215,-9117
40018,49213,-9195
39938,49211,-9273
39857,49215,-9358
39777,49209,-9432
39696,49210,-9514
39615,49209,-9594
39534,49208,-9674
39452,49208,-9756
39371,49209,-9838
39289,49210,-9921
39206,49208,-10002
39124,49202,-10078
39041,49206,-10165
38959,49204,-10245
38876,49203,-10327
38792,49204,-10412
38709,49202,-10493
38625,49202,-10577
38541,49202,-10661
38457,49202,-10745
38372,49199,-10827
38288,49198,-10910
38203,49199,-10996
38118,49197,-11079
38033,49194,-11161
37947,49196,-11249
37862,49194,-11332
37776,49194,-11418
37690,49195,-11505
37604,49191,-11587
37517,49191,-11674
37430,49190,-11760
37344,49190,-11846
37257,49189,-11932
37169,49189,-12020
37082,49187,-12105
36994,49189,-12195
36906,49185,-12279
36818,49186,-12368
36730,49184,-12454
36642,49185,-12543
36553,49180,-12627
36464,49182,-12718
36375,49180,-12805
36286,49179,-12893
36197,49180,-12983
36107,49178,-13071
36018,49177,-13159
35928,49177,-13249
35838,49174,-13336
35748,49172,-13424
35657,49174,-13517
35567,49172,-13605
35476,49171,-13695
35385,49170,-13785
35294,49169,-13875
35203,49169,-13966
35112,49167,-14055
35020,49166,-14146
34928,49165,-14237
34836,49163,-14327
34744,49161,-14417
34652,49163,-14511
34560,49164,-14604
34467,49159,-14692
34375,49159,-14784
34282,49156,-14874
34189,49154,-14965
34096,49155,-15059
34003,49155,-15152
33909,49152,-15243
33816,49152,-15336
33722,49150,-15428
33629,49148,-15519
33535,49146,-15611
33441,49145,-15704
33346,49145,-15799
33252,49144,-15892
33158,49143,-15985
33063,49140,-16077
32968,49140,-16172
32873,49138,-16265
32778,49136,-16358
32683,49134,-16451
32588,49133,-16545
32493,49130,-16637
32397,49130,-16733
32302,49127,-16825
32206,49128,-16922
32110,49125,-17015
32014,49122,-17108
31918,49121,-17203
31822,49120,-17298
31726,49120,-17394
31629,49116,-17487
31533,49116,-17583
31436,49113,-17677
31340,49113,-17773
31243,49112,-17869
31146,49109,-17963
31049,49107,-18058
30952,49105,-18153
30855,49104,-18249
30758,49101,-18343
30660,49102,-18442
30563,49102,-18539
30465,49099,-18634
30368,49099,-18731
30270,49096,-18826
30172,49094,-18922
30074,49092,-19018
29976,49089,-19113
29878,49090,-19212
29780,49089,-19309
29682,49086,-19404
29584,49084,-19500
29485,49083,-19598
29387,49079,-19692
29288,49081,-19793
29190,49076,-19886
29091,49078,-19987
28993,49075,-20082
28894,49073,-20179
28795,49071,-20276
28696,49069,-20373
28597,49068,-20471
28498,49066,-20568
28399,49065,-20666
28300,49061,-20761
28201,49062,-20861
28102,49059,-20957
28002,49060,-21058
27903,49054,-21151
27804,49055,-21251
27704,49054,-21350
27605,49052,-21447
27506,49052,-21546
27406,49046,-21640
27306,49043,-21737
27207,49047,-21840
27107,49043,-21936
27008,49044,-22036
26908,49040,-22132
26808,49038,-22230
26708,49036,-22328
26609,49033,-22424
26509,49033,-22524
26409,49029,-22620
26309,49031,-22722
26209,49028,-22819
26109,49027,-22918
26009,49024,-23015
25910,49020,-23110
25810,49021,-23211
25710,49020,-23310
25610,49020,-23410
25510,49016,-23506
25410,49016,-23606
25310,49013,-23703
25210,49010,-23800
25110,49010,-23900
25010,49010,-24000
24910,49006,-24096
24810,49005,-24195
24710,49004,-24294
24610,49000,-24390
24510,49001,-24491
24410,48999,-24589
24310,48996,-24686
24210,48994,-24784
24110,48992,-24882
24010,48991,-24981
23910,48990,-25080
23810,48989,-25179
23710,48988,-25278
23610,48987,-25377
23511,48985,-25474
23411,48984,-25573
23311,48984,-25673
23211,48981,-25770
23112,48978,-25866
23012,48975,-25963
22912,48975,-26063
22813,48974,-26161
22713,48974,-26261
22613,48971,-26358
22514,48969,-26455
22414,48970,-26556
22315,48965,-26650
22216,48961,-26745
22116,48963,-26847
22017,48960,-26943
21918,48958,-27040
21818,48955,-27137
21719,48954,-27235
21620,48951,-27331
21521,48949,-27428
21422,48947,-27525
21323,48946,-27623
21224,48941,-27717
21125,48940,-27815
21027,48933,-27906
20928,48932,-28004
20829,48926,-28097
20731,48923,-28192
20632,48915,-28283
20534,48911,-28377
20435,48906,-28471
20337,48898,-28561
20239,48887,-28648
20141,48880,-28739
20043,48871,-28828
19945,48863,-28918
19847,48855,-29008
19749,48844,-29095
19651,48830,-29179
19554,48819,-29265
19456,48806,-29350
19359,48797,-29438
19261,48785,-29524
19164,48772,-29608
19067,48763,-29696
18970,48749,-29779
18873,48735,-29862
18776,48720,-29944
18679,48709,-30030
18582,48695,-30113
18486,48680,-30194
18389,48668,-30279
18293,48654,-30361
18197,48641,-30444
18100,48626,-30526
18004,48612,-30608
17908,48596,-30688
17813,48583,-30770
17717,48565,-30848
17621,48553,-30932
17526,48537,-31011
17430,48524,-31094
17335,48509,-31174
17240,48497,-31257
17145,48483,-31338
17050,48468,-31418
16955,48456,-31501
16861,48445,-31584
16766,48428,-31662
16672,48419,-31747
16578,48405,-31827
16484,48390,-31906
16390,48381,-31991
16296,48367,-32071
16202,48355,-32153
16109,48343,-32234
16015,48331,-32316
15922,48318,-32396
15829,48308,-32479
15736,48292,-32556
15643,48277,-32634
15551,48266,-32715
15458,48251,-32793
15366,48239,-32873
15273,48226,-32953
15181,48208,-33027
15090,48197,-33107
14998,48182,-33184
14906,48168,-33262
14815,48153,-33338
14724,48140,-33416
14633,48126,-33493
14542,48111,-33569
14451,48098,-33647
14360,48084,-33724
14270,48071,-33801
14180,48056,-33876
14090,48040,-33950
14000,48026,-34026
13910,48012,-34102
13820,47999,-34179
13731,47984,-34253
13642,47971,-34329
13553,47956,-34403
13464,47944,-34480
13376,47929,-34553
13287,47920,-34633
13199,47906,-34707
13111,47890,-34779
13023,47878,-34855
12935,47868,-34933
12848,47852,-35004
12760,47839,-35079
12673,47828,-35155
12586,47812,-35226
12500,47799,-35299
12413,47783,-35370
12327,47772,-35445
12241,47758,-35517
12155,47742,-35587
12069,47728,-35659
11984,47713,-35729
11899,47700,-35802
11813,47682,-35869
11729,47669,-35940
11644,47654,-36010
11560,47640,-36080
11475,47624,-36149
11391,47610,-36219
11308,47595,-36287
11224,47584,-36360
11141,47569,-36428
11058,47555,-36497
10975,47541,-36566
10892,47526,-36634
10810,47510,-36700
10727,47499,-36772
10645,47484,-36839
10564,47468,-36904
10482,47452,-36970
10401,47438,-37037
10320,47422,-37102
10239,47410,-37171
10158,47393,-37235
10078,47376,-37298
9998,47362,-37364
9918,47347,-37429
9838,47330,-37492
9759,47315,-37556
9680,47298,-37618
9601,47284,-37683
9522,47268,-37746
9444,47254,-37810
9366,47235,-37869
9288,47219,-37931
9210,47206,-37996
9133,47188,-38055
9056,47170,-38114
8979,47152,-38173
8902,47133,-38231
8826,47117,-38291
8749,47098,-38349
8674,47082,-38408
8598,47063,-38465
8523,47045,-38522
8448,47029,-38581
8373,47011,-38638
8298,46996,-38698
8224,46980,-38756
8150,46964,-38814
8076,46948,-38872
8003,46932,-38929
7930,46916,-38986
7857,46902,-39045
7784,46883,-39099
7712,46867,-39155
7640,46850,-39210
7568,46831,-39263
7496,46818,-39322
7425,46801,-39376
7354,46783,-39429
7283,46768,-39485
7213,46751,-39538
7143,46736,-39593
7073,46719,-39646
7003,46702,-39699
6934,46690,-39756
6865,46672,-39807
6796,46656,-39860
6728,46642,-39914
6660,46621,-39961
6592,46609,-40017
6525,46591,-40066
6457,46572,-40115
6390,46560,-40170
6324,46538,-40214
6257,46523,-40266
6191,46506,-40315
6126,46487,-40361
6060,46470,-40410
5995,46454,-40459
5930,46435,-40505
5866,46419,-40553
5802,46405,-40603
5738,46390,-40652
5674,46372,-40698
5611,46358,-40747
5548,46342,-40794
5485,46325,-40840
5423,46308,-40885
5361,46291,-40930
5299,46276,-40977
5238,46259,-41021
5177,46242,-41065
5116,46226,-41110
5055,46206,-41151
4995,46190,-41195
4935,46169,-41234
4876,46152,-41276
4817,46135,-41318
4758,46115,-41357
4699,46100,-41401
4641,46079,-41438
4583,46062,-41479
4526,46043,-41517
4469,46026,-41557
4412,46012,-41600
4355,45994,-41639
4299,45979,-41680
4243,45960,-41717
4187,45942,-41755
4132,45927,-41795
4077,45909,-41832
4023,45895,-41872
3968,45880,-41912
3915,45863,-41948
3861,45847,-41986
3808,45834,-42026
3755,45817,-42062
3702,45802,-42100
3650,45787,-42137
3598,45770,-42172
3547,45756,-42209
3496,45740,-42244
3445,45723,-42278
3394,45708,-42314
3344,45693,-42349
3294,45674,-42380
3245,45659,-42414
3196,45644,-42448
3147,45626,-42479
3099,45611,-42512
3051,45594,-42543
3003,45578,-42575
2956,45561,-42605
2909,45544,-42635
2862,45527,-42665
2816,45512,-42696
2770,45495,-42725
2724,45478,-42754
2679,45462,-42783
2634,45447,-42813
2590,45429,-42839
2546,45414,-42868
2502,45397,-42895
2458,45380,-42922
2415,45363,-42948
2373,45349,-42976
2330,45328,-42998
2288,45310,-43022
2247,45293,-43046
2205,45274,-43069
2164,45253,-43089
2124,45233,-43109
2084,45214,-43130
2044,45191,-43147
2005,45171,-43166
1966,45147,-43181
1927,45124,-43197
1889,45105,-43216
1851,45082,-43231
1813,45063,-43250
1776,45042,-43266
1739,45020,-43281
1703,45004,-43301
1666,44984,-43318
1631,44965,-43334
1595,44946,-43351
1560,44926,-43366
1526,44908,-43382
1492,44893,-43401
1458,44870,-43412
1424,44854,-43430
1391,44832,-43441
1359,44815,-43456
1326,44795,-43469
1294,44778,-43484
1263,44759,-43496
1232,44738,-43506
1201,44721,-43520
1170,44702,-43532
1140,44684,-43544
1111,44665,-43554
1081,44649,-43568
1052,44629,-43577
1024,44609,-43585
996,44590,-43594
968,44575,-43607
941,44557,-43616
914,44539,-43625
887,44522,-43635
861,44502,-43641
835,44485,-43650
810,44464,-43654
785,44445,-43660
760,44428,-43668
736,44411,-43675
712,44391,-43679
688,44371,-43683
665,44352,-43687
642,44334,-43692
620,44315,-43695
598,44295,-43697
577,44279,-43702
555,44263,-43708
535,44244,-43709
514,44226,-43712
494,44208,-43714
475,44192,-43717
456,44177,-43721
437,44160,-43723
418,44145,-43727
400,44128,-43728
383,44112,-43729
365,44097,-43732
349,44080,-43731
332,44065,-43733
316,44048,-43732
300,44032,-43732
285,44016,-43731
270,44000,-43730
256,43984,-43728
242,43965,-43723
228,43949,-43721
215,43933,-43718
202,43914,-43712
189,43895,-43706
177,43876,-43699
166,43858,-43692
154,43839,-43685
143,43818,-43675
133,43796,-43663
123,43776,-43653
113,43755,-43642
104,43736,-43632
95,43715,-43620
86,43695,-43609
78,43672,-43594
71,43653,-43582
63,43632,-43569
56,43615,-43559
50,43591,-43541
44,43571,-43527
