reference,position,error
15732,15140,592
15801,15209,592
15871,15277,594
15941,15344,597
16011,15409,602
16081,15477,604
16151,15549,602
16221,15622,599
16292,15697,595
16362,15778,584
16432,15860,572
16503,15945,558
16573,16032,541
16644,16123,521
16715,16212,503
16786,16297,489
16856,16385,471
16927,16474,453
16998,16550,448
17070,16620,450
17141,16686,455
17212,16754,458
17283,16817,466
17355,16877,478
17426,16933,493
17498,16988,510
17569,17042,527
17641,17100,541
17712,17157,555
17784,17217,567
17856,17274,582
17928,17331,597
18000,17395,605
18072,17462,610
18144,17532,612
18216,17601,615
18288,17672,616
18361,17750,611
18433,17834,599
18505,17916,589
18578,17998,580
18650,18084,566
18723,18173,550
18796,18264,532
18868,18355,513
18941,18447,494
19014,18533,481
19087,18614,473
19160,18697,463
19233,18777,456
19306,18854,452
19379,18927,452
19452,18995,457
19525,19061,464
19598,19124,474
19671,19187,484
19745,19250,495
19818,19312,506
19891,19380,511
19965,19443,522
20038,19505,533
20112,19574,538
20185,19644,541
20259,19722,537
20333,19801,532
20406,19883,523
20480,19966,514
20554,20056,498
20628,20145,483
20702,20232,470
20775,20322,453
20849,20412,437
20923,20499,424
20997,20580,417
21071,20659,412
21146,20734,412
21220,20805,415
21294,20873,421
21368,20936,432
21442,20996,446
21516,21053,463
21591,21108,483
21665,21163,502
21739,21219,520
21814,21278,536
21888,21333,555
21963,21391,572
22037,21452,585
22112,21514,598
22186,21578,608
22261,21644,617
22335,21713,622
22410,21788,622
22484,21862,622
22559,21943,616
22634,22029,605
22708,22114,594
22783,22204,579
22858,22295,563
22932,22392,540
23007,22488,519
23082,22579,503
23157,22665,492
23232,22747,485
23306,22826,480
23381,22901,480
23456,22968,488
23531,23032,499
23606,23090,516
23681,23152,529
23756,23213,543
23831,23276,555
23905,23338,567
23980,23400,580
24055,23466,589
24130,23535,595
24205,23606,599
24280,23677,603
24355,23750,605
24430,23829,601
24505,23911,594
24580,23994,586
24655,24083,572
24730,24177,553
24805,24275,530
24880,24375,505
24955,24470,485
25030,24572,458
25105,24677,428
25180,24777,403
25255,24871,384
25330,24962,368
25405,25049,356
25480,25131,349
25555,25204,351
25630,25280,350
25705,25353,352
25780,25421,359
25855,25487,368
25930,25551,379
26005,25613,392
26080,25677,403
26155,25741,414
26230,25803,427
26305,25864,441
26379,25922,457
26454,25978,476
26529,26036,493
26604,26095,509
26679,26155,524
26754,26218,536
26828,26281,547
26903,26345,558
26978,26412,566
27053,26485,568
27128,26560,568
27202,26640,562
27277,26721,556
27352,26803,549
27426,26886,540
27501,26967,534
27576,27049,527
27650,27130,520
27725,27210,515
27799,27284,515
27874,27361,513
27948,27434,514
28023,27503,520
28097,27571,526
28172,27635,537
28246,27701,545
28320,27766,554
28395,27832,563
28469,27901,568
28543,27969,574
28617,28037,580
28692,28111,581
28766,28190,576
28840,28270,570
28914,28346,568
28988,28430,558
29062,28515,547
29136,28606,530
29210,28692,518
29284,28778,506
29358,28868,490
29432,28962,470
29505,29054,451
29579,29141,438
29653,29226,427
29726,29310,416
29800,29391,409
29874,29472,402
29947,29541,406
30021,29612,409
30094,29681,413
30168,29748,420
30241,29812,429
30314,29881,433
30387,29951,436
30461,30023,438
30534,30094,440
30607,30163,444
30680,30238,442
30753,30317,436
30826,30390,436
30899,30464,435
30972,30540,432
31045,30621,424
31117,30697,420
31190,30773,417
31263,30849,414
31335,30924,411
31408,31001,407
31480,31071,409
31553,31139,414
31625,31203,422
31697,31264,433
31770,31324,446
31842,31383,459
31914,31439,475
31986,31493,493
32058,31550,508
32130,31610,520
32202,31671,531
32273,31733,540
32345,31790,555
32417,31853,564
32488,31917,571
32560,31982,578
32631,32048,583
32703,32116,587
32774,32186,588
32845,32252,593
32916,32321,595
32988,32388,600
33059,32460,599
33130,32531,599
33200,32603,597
33271,32679,592
33342,32754,588
33413,32829,584
33483,32904,579
33554,32977,577
33624,33046,578
33695,33116,579
33765,33185,580
33835,33252,583
33905,33317,588
33975,33376,599
34045,33435,610
34115,33495,620
34185,33557,628
34255,33618,637
34324,33677,647
34394,33733,661
34463,33792,671
34533,33851,682
34602,33910,692
34671,33971,700
34740,34038,702
34809,34111,698
34878,34186,692
34947,34260,687
35016,34338,678
35084,34424,660
35153,34511,642
35221,34599,622
35290,34688,602
35358,34781,577
35426,34871,555
35495,34957,538
35563,35031,532
35630,35108,522
35698,35184,514
35766,35254,512
35834,35318,516
35901,35375,526
35969,35427,542
36036,35481,555
36103,35527,576
36170,35574,596
36237,35615,622
36304,35654,650
36371,35697,674
36438,35739,699
36505,35784,721
36571,35829,742
36638,35874,764
36704,35925,779
36770,35977,793
36836,36028,808
36902,36086,816
36968,36143,825
37034,36204,830
37100,36268,832
37165,36333,832
37231,36403,828
37296,36478,818
37361,36551,810
37426,36626,800
37491,36703,788
37556,36792,764
37621,36885,736
37686,36968,718
37750,37045,705
37815,37133,682
37879,37217,662
37943,37297,646
38008,37370,638
38072,37437,635
38135,37502,633
38199,37564,635
38263,37619,644
38326,37673,653
38390,37725,665
38453,37775,678
38516,37829,687
38579,37881,698
38642,37933,709
38705,37985,720
38768,38038,730
38830,38091,739
38892,38148,744
38955,38202,753
39017,38258,759
39079,38314,765
39141,38375,766
39203,38441,762
39264,38504,760
39326,38570,756
39387,38636,751
39449,38702,747
39510,38767,743
39571,38841,730
39632,38913,719
39692,38984,708
39753,39054,699
39813,39122,691
39874,39192,682
39934,39259,675
39994,39324,670
40054,39387,667
40114,39444,670
40173,39504,669
40233,39557,676
40292,39603,689
40352,39651,701
40411,39697,714
40470,39740,730
40529,39783,746
40587,39827,760
40646,39867,779
40704,39911,793
40763,39958,805
40821,40006,815
40879,40054,825
40937,40105,832
40994,40157,837
41052,40211,841
41109,40266,843
41167,40319,848
41224,40375,849
41281,40437,844
41338,40495,843
41394,40555,839
41451,40613,838
41507,40672,835
41563,40733,830
41620,40795,825
41676,40856,820
41731,40920,811
41787,40987,800
41842,41052,790
41898,41115,783
41953,41180,773
42008,41241,767
42063,41303,760
42118,41361,757
42172,41416,756
42227,41469,758
42281,41519,762
42335,41565,770
42389,41611,778
42443,41652,791
42497,41696,801
42550,41741,809
42603,41784,819
42657,41828,829
42710,41872,838
42762,41915,847
42815,41960,855
42868,42007,861
42920,42055,865
42972,42099,873
43024,42148,876
43076,42196,880
43128,42242,886
43179,42289,890
43231,42341,890
43282,42393,889
43333,42444,889
43384,42501,883
43435,42557,878
43485,42613,872
43536,42670,866
43586,42724,862
43636,42778,858
43686,42830,856
43736,42879,857
43785,42933,852
43835,42981,854
43884,43025,859
43933,43069,864
43982,43112,870
44031,43161,870
44079,43205,874
44128,43255,873
44176,43305,871
44224,43349,875
44272,43393,879
44319,43434,885
44367,43478,889
44414,43517,897
44461,43558,903
44508,43597,911
44555,43638,917
44602,43679,923
44648,43724,924
44695,43769,926
44741,43814,927
44787,43859,928
44832,43906,926
44878,43952,926
44923,43999,924
44969,44044,925
45014,44088,926
45058,44131,927
45103,44172,931
45148,44212,936
45192,44252,940
45236,44295,941
45280,44334,946
45324,44373,951
45367,44409,958
45411,44446,965
45454,44481,973
45497,44517,980
45540,44552,988
45583,44589,994
45625,44630,995
45667,44669,998
45709,44709,1000
45751,44751,1000
45793,44795,998
45835,44844,991
45876,44889,987
45917,44932,985
45958,44979,979
45999,45032,967
46040,45080,960
46080,45126,954
46120,45168,952
46160,45208,952
46200,45248,952
46240,45289,951
46279,45327,952
46318,45365,953
46358,45400,958
46396,45436,960
46435,45472,963
46474,45510,964
46512,45552,960
46550,45594,956
46588,45633,955
46626,45671,955
46663,45710,953
46701,45750,951
46738,45789,949
46775,45832,943
46811,45869,942
46848,45911,937
46884,45951,933
46920,45990,930
46956,46031,925
46992,46066,926
47028,46105,923
47063,46142,921
47098,46172,926
47133,46205,928
47168,46236,932
47203,46263,940
47237,46294,943
47271,46321,950
47305,46350,955
47339,46377,962
47372,46404,968
47406,46434,972
47439,46464,975
47472,46495,977
47505,46528,977
47537,46561,976
47570,46596,974
47602,46630,972
47634,46665,969
47666,46699,967
47697,46732,965
47728,46762,966
47760,46792,968
47790,46820,970
47821,46848,973
47852,46874,978
47882,46899,983
47912,46926,986
47942,46953,989
47972,46983,989
48001,47009,992
48030,47037,993
48060,47064,996
48088,47092,996
48117,47120,997
48146,47144,1002
48174,47168,1006
48202,47189,1013
48230,47213,1017
48257,47238,1019
48285,47260,1025
48312,47282,1030
48339,47304,1035
48366,47326,1040
48392,47346,1046
48419,47368,1051
48445,47389,1056
48471,47408,1063
48496,47427,1069
48522,47448,1074
48547,47469,1078
48572,47485,1087
48597,47508,1089
48622,47528,1094
48646,47545,1101
48670,47564,1106
48695,47584,1111
48718,47603,1115
48742,47625,1117
48765,47642,1123
48788,47663,1125
48811,47681,1130
48834,47700,1134
48857,47722,1135
48879,47741,1138
48901,47761,1140
48923,47781,1142
48945,47804,1141
48966,47821,1145
48987,47839,1148
49008,47860,1148
49029,47879,1150
49050,47899,1151
49070,47914,1156
49090,47932,1158
49110,47945,1165
49130,47960,1170
49149,47978,1171
49169,47995,1174
49188,48012,1176
49207,48030,1177
49225,48046,1179
49244,48061,1183
49262,48078,1184
49280,48098,1182
49298,48118,1180
49315,48136,1179
49333,48156,1177
49350,48175,1175
49367,48192,1175
49383,48210,1173
49400,48231,1169
49416,48247,1169
49432,48268,1164
49448,48288,1160
49463,48306,1157
49479,48327,1152
49494,48341,1153
49509,48364,1145
49523,48384,1139
49538,48402,1136
49552,48420,1132
49566,48441,1125
49580,48459,1121
49593,48479,1114
49607,48498,1109
49620,48521,1099
49633,48535,1098
49646,48557,1089
49658,48580,1078
49670,48599,1071
49682,48621,1061
49694,48639,1055
49706,48660,1046
49717,48676,1041
49728,48696,1032
49739,48713,1026
49750,48732,1018
49760,48747,1013
49771,48763,1008
49781,48779,1002
49790,48793,997
49800,48809,991
49809,48824,985
49818,48837,981
49827,48856,971
49836,48868,968
49845,48882,963
49853,48897,956
49861,48907,954
49869,48920,949
49876,48939,937
49883,48950,933
49891,48963,928
49897,48977,920
49904,48989,915
49911,48998,913
49917,49008,909
49923,49021,902
49929,49037,892
49934,49045,889
49939,49058,881
49945,49070,875
49949,49077,872
49954,49094,860
49959,49104,855
49963,49115,848
49967,49131,836
49970,49142,828
49974,49151,823
49977,49161,816
49980,49173,807
49983,49183,800
49986,49196,790
49988,49204,784
49990,49216,774
49992,49226,766
49994,49233,761
49996,49243,753
49997,49251,746
49998,49263,735
49999,49269,730
49999,49279,720
50000,49288,712
50000,49296,704
50000,49306,694
50000,49318,682
49999,49325,674
49998,49334,664
49997,49342,655
49996,49347,649
49995,49358,637
49993,49369,624
49991,49377,614
49989,49386,603
49987,49389,598
49984,49398,586
49982,49408,574
49979,49415,564
49975,49422,553
49972,49425,547
49968,49437,531
49964,49442,522
49960,49448,512
49956,49460,496
49951,49462,489
49947,49467,480
49942,49474,468
49936,49483,453
49931,49487,444
49925,49495,430
49919,49500,419
49913,49505,408
49907,49513,394
49900,49515,385
49893,49521,372
49886,49525,361
49879,49531,348
49872,49534,338
49864,49543,321
49856,49545,311
49848,49549,299
49839,49551,288
49831,49555,276
49822,49561,261
49813,49565,248
49804,49571,233
49794,49574,220
49784,49579,205
49775,49580,195
49764,49582,182
49754,49588,166
49743,49591,152
49733,49593,140
49721,49597,124
49710,49602,108
49699,49598,101
49687,49605,82
49675,49608,67
49663,49613,50
49651,49615,36
49638,49616,22
49625,49620,5
49612,49620,-8
49599,49625,-26
49585,49625,-40
49572,49626,-54
49558,49631,-73
49543,49634,-91
49529,49634,-105
49514,49636,-122
49500,49635,-135
49485,49640,-155
49469,49641,-172
49454,49641,-187
49438,49647,-209
49422,49645,-223
49406,49645,-239
49390,49649,-259
49373,49653,-280
49356,49651,-295
49339,49652,-313
49322,49654,-332
49305,49656,-351
49287,49655,-368
49269,49656,-387
49251,49657,-406
49233,49661,-428
49214,49660,-446
49195,49660,-465
49176,49661,-485
49157,49662,-505
49138,49661,-523
49118,49666,-548
49098,49669,-571
49078,49669,-591
49058,49669,-611
49037,49669,-632
49017,49669,-652
48996,49669,-673
48975,49671,-696
48953,49670,-717
48932,49671,-739
48910,49675,-765
48888,49672,-784
48866,49673,-807
48843,49675,-832
48820,49678,-858
48798,49675,-877
48774,49676,-902
48751,49677,-926
48728,49679,-951
48704,49679,-975
48680,49680,-1000
48656,49679,-1023
48631,49681,-1050
48607,49679,-1072
48582,49681,-1099
48557,49679,-1122
48532,49684,-1152
48506,49684,-1178
48481,49683,-1202
48455,49685,-1230
48429,49678,-1249
48403,49685,-1282
48376,49685,-1309
48349,49685,-1336
48323,49687,-1364
48295,49686,-1391
48268,49689,-1421
48241,49686,-1445
48213,49688,-1475
48185,49688,-1503
48157,49690,-1533
48128,49688,-1560
48100,49691,-1591
48071,49689,-1618
48042,49689,-1647
48013,49689,-1676
47983,49690,-1707
47954,49689,-1735
47924,49691,-1767
47894,49692,-1798
47864,49691,-1827
47833,49693,-1860
47803,49694,-1891
47772,49691,-1919
47741,49693,-1952
47709,49694,-1985
47678,49693,-2015
47646,49692,-2046
47614,49695,-2081
47582,49696,-2114
47550,49692,-2142
47518,49695,-2177
47485,49694,-2209
47452,49695,-2243
47419,49694,-2275
47386,49693,-2307
47352,49693,-2341
47318,49695,-2377
47285,49695,-2410
47251,49696,-2446
47216,49695,-2479
47182,49696,-2514
47147,49695,-2548
47112,49697,-2585
47077,49700,-2623
47042,49694,-2652
47006,49694,-2688
46971,49698,-2727
46935,49696,-2761
46899,49694,-2795
46862,49696,-2834
46826,49695,-2869
46789,49695,-2906
46752,49698,-2946
46715,49698,-2983
46678,49694,-3016
46641,49697,-3056
46603,49695,-3092
46565,49696,-3131
46527,49696,-3169
46489,49693,-3204
46450,49696,-3246
46412,49697,-3285
46373,49694,-3321
46334,49695,-3361
46295,49695,-3400
46255,49697,-3442
46216,49696,-3480
46176,49694,-3518
46136,49700,-3564
46096,49696,-3600
46056,49699,-3643
46015,49695,-3680
45974,49699,-3725
45933,49697,-3764
45892,49694,-3802
45851,49698,-3847
45810,49694,-3884
45768,49699,-3931
45726,49696,-3970
45684,49696,-4012
45642,49699,-4057
45599,49700,-4101
45557,49696,-4139
45514,49700,-4186
45471,49696,-4225
45428,49695,-4267
45385,49697,-4312
45341,49695,-4354
45297,49696,-4399
45253,49696,-4443
45209,49695,-4486
45165,49697,-4532
45121,49698,-4577
45076,49696,-4620
45031,49697,-4666
44986,49695,-4709
44941,49697,-4756
44896,49698,-4802
44850,49693,-4843
44805,49695,-4890
44759,49694,-4935
44713,49696,-4983
44667,49696,-5029
44620,49696,-5076
44574,49696,-5122
44527,49696,-5169
44480,49697,-5217
44433,49695,-5262
44386,49695,-5309
44338,49694,-5356
44291,49694,-5403
44243,49692,-5449
44195,49694,-5499
44147,49692,-5545
44098,49695,-5597
44050,49693,-5643
44001,49691,-5690
43952,49696,-5744
43903,49691,-5788
43854,49692,-5838
43805,49693,-5888
43755,49690,-5935
43706,49693,-5987
43656,49690,-6034
43606,49689,-6083
43556,49692,-6136
43505,49692,-6187
43455,49693,-6238
43404,49691,-6287
43353,49691,-6338
43302,49689,-6387
43251,49689,-6438
43200,49690,-6490
43148,49690,-6542
43097,49691,-6594
43045,49690,-6645
42993,49689,-6696
42941,49690,-6749
42888,49688,-6800
42836,49688,-6852
42783,49688,-6905
42730,49688,-6958
42678,49686,-7008
42624,49689,-7065
42571,49686,-7115
42518,49686,-7168
42464,49684,-7220
42410,49686,-7276
42356,49686,-7330
42302,49688,-7386
42248,49686,-7438
42194,49684,-7490
42139,49684,-7545
42085,49682,-7597
42030,49683,-7653
41975,49682,-7707
41920,49682,-7762
41864,49682,-7818
41809,49682,-7873
41753,49678,-7925
41698,49678,-7980
41642,49676,-8034
41586,49674,-8088
41529,49676,-8147
41473,49678,-8205
41417,49677,-8260
41360,49676,-8316
41303,49679,-8376
41246,49677,-8431
41189,49677,-8488
41132,49674,-8542
41075,49674,-8599
41017,49673,-8656
40959,49669,-8710
40902,49669,-8767
40844,49670,-8826
40786,49669,-8883
40727,49671,-8944
40669,49669,-9000
40611,49670,-9059
40552,49668,-9116
40493,49666,-9173
40434,49663,-9229
40375,49664,-9289
40316,49663,-9347
40257,49663,-9406
40197,49660,-9463
40137,49664,-9527
40078,49663,-9585
40018,49661,-9643
39958,49657,-9699
39898,49657,-9759
39837,49658,-9821
39777,49660,-9883
39716,49657,-9941
39656,49653,-9997
39595,49653,-10058
39534,49656,-10122
39473,49652,-10179
39411,49653,-10242
39350,49650,-10300
39289,49651,-10362
39227,49649,-10422
39165,49647,-10482
39103,49647,-10544
39041,49652,-10611
38979,49646,-10667
38917,49647,-10730
38855,49642,-10787
38792,49643,-10851
38730,49642,-10912
38667,49642,-10975
38604,49639,-11035
38541,49639,-11098
38478,49640,-11162
38415,49639,-11224
38351,49636,-11285
38288,49637,-11349
38224,49636,-11412
38161,49636,-11475
38097,49634,-11537
38033,49631,-11598
37969,49630,-11661
37905,49628,-11723
37840,49626,-11786
37776,49626,-11850
37711,49625,-11914
37647,49625,-11978
37582,49620,-12038
37517,49620,-12103
37452,49621,-12169
37387,49617,-12230
37322,49617,-12295
37257,49616,-12359
37191,49615,-12424
37126,49611,-12485
37060,49614,-12554
36994,49611,-12617
36928,49610,-12682
36862,49609,-12747
36796,49608,-12812
36730,49609,-12879
36664,49604,-12940
36597,49604,-13007
36531,49603,-13072
36464,49602,-13138
36398,49598,-13200
36331,49597,-13266
36264,49595,-13331
36197,49596,-13399
36130,49591,-13461
36063,49593,-13530
35995,49591,-13596
35928,49593,-13665
35860,49586,-13726
35793,49587,-13794
35725,49584,-13859
35657,49583,-13926
35589,49578,-13989
35521,49582,-14061
35453,49579,-14126
35385,49576,-14191
35317,49576,-14259
35249,49577,-14328
35180,49574,-14394
35112,49575,-14463
35043,49572,-14529
34974,49568,-14594
34905,49567,-14662
34836,49565,-14729
34767,49562,-14795
34698,49562,-14864
34629,49563,-14934
34560,49562,-15002
34491,49562,-15071
34421,49561,-15140
34352,49557,-15205
34282,49554,-15272
34212,49554,-15342
34143,49553,-15410
34073,49553,-15480
34003,49553,-15550
33933,49548,-15615
33863,49546,-15683
33793,49545,-15752
33722,49542,-15820
33652,49545,-15893
33582,49540,-15958
33511,49537,-16026
33441,49539,-16098
33370,49537,-16167
33299,49535,-16236
33228,49534,-16306
33158,49530,-16372
33087,49535,-16448
33016,49531,-16515
32945,49529,-16584
32873,49525,-16652
32802,49523,-16721
32731,49523,-16792
32660,49523,-16863
32588,49521,-16933
32517,49519,-17002
32445,49519,-17074
32373,49517,-17144
32302,49516,-17214
32230,49513,-17283
32158,49515,-17357
32086,49509,-17423
32014,49509,-17495
31942,49504,-17562
31870,49504,-17634
31798,49502,-17704
31726,49502,-17776
31654,49503,-17849
31581,49502,-17921
31509,49498,-17989
31436,49496,-18060
31364,49497,-18133
31291,49494,-18203
31219,49491,-18272
31146,49490,-18344
31073,49488,-18415
31001,49484,-18483
30928,49485,-18557
30855,49485,-18630
30782,49481,-18699
30709,49479,-18770
30636,49481,-18845
30563,49476,-18913
30490,49475,-18985
30416,49474,-19058
30343,49472,-19129
30270,49471,-19201
30197,49469,-19272
30123,49470,-19347
30050,49466,-19416
29976,49468,-19492
29903,49464,-19561
29829,49463,-19634
29756,49462,-19706
29682,49459,-19777
29608,49459,-19851
29534,49454,-19920
29461,49453,-19992
29387,49453,-20066
29313,49450,-20137
29239,49449,-20210
29165,49447,-20282
29091,49446,-20355
29017,49443,-20426
28943,49443,-20500
28869,49440,-20571
28795,49436,-20641
28721,49434,-20713
28647,49434,-20787
28572,49429,-20857
28498,49429,-20931
28424,49423,-20999
28350,49422,-21072
28275,49419,-21144
28201,49414,-21213
28127,49410,-21283
28052,49410,-21358
27978,49403,-21425
27903,49395,-21492
27829,49390,-21561
27754,49382,-21628
27680,49379,-21699
27605,49368,-21763
27530,49358,-21828
27456,49350,-21894
27381,49340,-21959
27306,49333,-22027
27232,49319,-22087
27157,49307,-22150
27082,49296,-22214
27008,49283,-22275
26933,49270,-22337
26858,49256,-22398
26783,49244,-22461
26708,49229,-22521
26634,49215,-22581
26559,49199,-22640
26484,49185,-22701
26409,49168,-22759
26334,49156,-22822
26259,49138,-22879
26184,49127,-22943
26109,49112,-23003
26034,49096,-23062
25959,49080,-23121
25885,49066,-23181
25810,49053,-23243
25735,49036,-23301
25660,49020,-23360
25585,49006,-23421
25510,48991,-23481
25435,48974,-23539
25360,48958,-23598
25285,48944,-23659
25210,48923,-23713
25135,48913,-23778
25060,48895,-23835
24985,48881,-23896
24910,48865,-23955
24835,48849,-24014
24760,48833,-24073
24685,48818,-24133
24610,48804,-24194
24535,48789,-24254
24460,48772,-24312
24385,48755,-24370
24310,48741,-24431
24235,48720,-24485
24160,48709,-24549
24085,48697,-24612
24010,48681,-24671
23935,48661,-24726
23860,48647,-24787
23785,48633,-24848
23710,48613,-24903
23635,48603,-24968
23561,48585,-25024
23486,48571,-25085
23411,48560,-25149
23336,48542,-25206
23261,48527,-25266
23186,48513,-25327
23112,48494,-25382
23037,48482,-25445
22962,48462,-25500
22887,48445,-25558
22813,48429,-25616
22738,48413,-25675
22663,48396,-25733
22588,48380,-25792
22514,48365,-25851
22439,48349,-25910
22365,48330,-25965
22290,48316,-26026
22216,48300,-26084
22141,48283,-26142
22066,48265,-26199
21992,48252,-26260
21918,48235,-26317
21843,48221,-26378
21769,48202,-26433
21694,48187,-26493
21620,48172,-26552
21546,48154,-26608
21472,48138,-26666
21397,48124,-26727
21323,48107,-26784
21249,48093,-26844
21175,48078,-26903
