reference,position,error
40470,39921,549
40529,39967,562
40587,40016,571
40646,40056,590
40704,40091,613
40763,40161,602
40821,40278,543
40879,40346,533
40937,40382,555
40994,40428,566
41052,40519,533
41109,40603,506
41167,40669,498
41224,40749,475
41281,40822,459
41338,40883,455
41394,40946,448
41451,41021,430
41507,41084,423
41563,41140,423
41620,41196,424
41676,41257,419
41731,41312,419
41787,41365,422
41842,41423,419
41898,41468,430
41953,41510,443
42008,41552,456
42063,41601,462
42118,41646,472
42172,41681,491
42227,41713,514
42281,41751,530
42335,41787,548
42389,41819,570
42443,41859,584
42497,41902,595
42550,41944,606
42603,41983,620
42657,42024,633
42710,42071,639
42762,42118,644
42815,42163,652
42868,42210,658
42920,42260,660
42972,42306,666
43024,42353,671
43076,42407,669
43128,42459,669
43179,42512,667
43231,42562,669
43282,42611,671
43333,42662,671
43384,42710,674
43435,42756,679
43485,42799,686
43536,42846,690
43586,42894,692
43636,42937,699
43686,42980,706
43736,43023,713
43785,43066,719
43835,43106,729
43884,43144,740
43933,43184,749
43982,43227,755
44031,43266,765
44079,43306,773
44128,43343,785
44176,43382,794
44224,43421,803
44272,43463,809
44319,43501,818
44367,43544,823
44414,43585,829
44461,43624,837
44508,43667,841
44555,43709,846
44602,43750,852
44648,43789,859
44695,43830,865
44741,43871,870
44787,43912,875
44832,43953,879
44878,43990,888
44923,44028,895
44969,44064,905
45014,44101,913
45058,44140,918
45103,44176,927
45148,44207,941
45192,44243,949
45236,44274,962
45280,44310,970
45324,44345,979
45367,44376,991
45411,44409,1002
45454,44443,1011
45497,44482,1015
45540,44518,1022
45583,44561,1022
45625,44600,1025
45667,44642,1025
45709,44683,1026
45751,44726,1025
45793,44766,1027
45835,44811,1024
45876,44858,1018
45917,44902,1015
45958,44946,1012
45999,44990,1009
46040,45030,1010
46080,45067,1013
46120,45103,1017
46160,45140,1020
46200,45176,1024
46240,45211,1029
46279,45248,1031
46318,45285,1033
46358,45321,1037
46396,45361,1035
46435,45400,1035
46474,45440,1034
46512,45476,1036
46550,45514,1036
46588,45549,1039
46626,45585,1041
46663,45621,1042
46701,45655,1046
46738,45688,1050
46775,45719,1056
46811,45750,1061
46848,45783,1065
46884,45819,1065
46920,45851,1069
46956,45893,1063
46992,45929,1063
47028,45967,1061
47063,46008,1055
47098,46044,1054
47133,46080,1053
47168,46117,1051
47203,46151,1052
47237,46185,1052
47271,46215,1056
47305,46245,1060
47339,46278,1061
47372,46310,1062
47406,46338,1068
47439,46372,1067
47472,46403,1069
47505,46433,1072
47537,46467,1070
47570,46506,1064
47602,46538,1064
47634,46573,1061
47666,46602,1064
47697,46636,1061
47728,46668,1060
47760,46693,1067
47790,46726,1064
47821,46754,1067
47852,46787,1065
47882,46818,1064
47912,46848,1064
47942,46875,1067
47972,46908,1064
48001,46939,1062
48030,46970,1060
48060,47001,1059
48088,47040,1048
48117,47083,1034
48146,47125,1021
48174,47164,1010
48202,47201,1001
48230,47237,993
48257,47270,987
48285,47302,983
48312,47329,983
48339,47350,989
48366,47372,994
48392,47389,1003
48419,47410,1009
48445,47429,1016
48471,47448,1023
48496,47470,1026
48522,47485,1037
48547,47504,1043
48572,47525,1047
48597,47542,1055
48622,47563,1059
48646,47580,1066
48670,47602,1068
48695,47624,1071
48718,47651,1067
48742,47670,1072
48765,47693,1072
48788,47716,1072
48811,47738,1073
48834,47758,1076
48857,47776,1081
48879,47801,1078
48901,47821,1080
48923,47843,1080
48945,47865,1080
48966,47888,1078
48987,47906,1081
49008,47925,1083
49029,47946,1083
49050,47967,1083
49070,47989,1081
49090,48006,1084
49110,48029,1081
49130,48049,1081
49149,48071,1078
49169,48090,1079
49188,48115,1073
49207,48134,1073
49225,48155,1070
49244,48178,1066
49262,48203,1059
49280,48227,1053
49298,48250,1048
49315,48275,1040
49333,48296,1037
49350,48320,1030
49367,48341,1026
49383,48362,1021
49400,48382,1018
49416,48398,1018
49432,48418,1014
49448,48437,1011
49463,48460,1003
49479,48482,997
49494,48500,994
49509,48521,988
49523,48541,982
49538,48564,974
49552,48584,968
49566,48603,963
49580,48626,954
49593,48647,946
49607,48669,938
49620,48689,931
49633,48710,923
49646,48731,915
49658,48750,908
49670,48773,897
49682,48792,890
49694,48817,877
49706,48841,865
49717,48864,853
49728,48886,842
49739,48906,833
49750,48927,823
49760,48949,811
49771,48968,803
49781,48985,796
49790,49006,784
49800,49028,772
49809,49044,765
49818,49063,755
49827,49083,744
49836,49108,728
49845,49123,722
49853,49144,709
49861,49163,698
49869,49180,689
49876,49201,675
49883,49218,665
49891,49236,655
49897,49252,645
49904,49268,636
49911,49284,627
49917,49301,616
49923,49314,609
49929,49332,597
49934,49348,586
49939,49363,576
49945,49378,567
49949,49391,558
49954,49406,548
49959,49423,536
49963,49437,526
49967,49454,513
49970,49466,504
49974,49484,490
49977,49496,481
49980,49509,471
49983,49520,463
49986,49532,454
49988,49545,443
49990,49557,433
49992,49569,423
49994,49578,416
49996,49589,407
49997,49601,396
49998,49610,388
49999,49621,378
49999,49631,368
50000,49636,364
50000,49646,354
50000,49655,345
50000,49663,337
49999,49672,327
49998,49681,317
49997,49686,311
49996,49695,301
49995,49704,291
49993,49710,283
49991,49716,275
49989,49723,266
49987,49728,259
49984,49736,248
49982,49742,240
49979,49748,231
49975,49754,221
49972,49758,214
49968,49767,201
49964,49772,192
49960,49775,185
49956,49781,175
49951,49784,167
49947,49791,156
49942,49795,147
49936,49799,137
49931,49803,128
49925,49808,117
49919,49813,106
49913,49815,98
49907,49820,87
49900,49820,80
49893,49827,66
49886,49829,57
49879,49832,47
49872,49837,35
49864,49841,23
49856,49843,13
49848,49846,2
49839,49849,-10
49831,49851,-20
49822,49852,-30
49813,49859,-46
49804,49860,-56
49794,49864,-70
49784,49863,-79
49775,49865,-90
49764,49869,-105
49754,49867,-113
49743,49871,-128
49733,49873,-140
49721,49876,-155
49710,49876,-166
49699,49881,-182
49687,49880,-193
49675,49882,-207
49663,49883,-220
49651,49886,-235
49638,49884,-246
49625,49887,-262
49612,49888,-276
49599,49890,-291
49585,49892,-307
49572,49892,-320
49558,49892,-334
49543,49894,-351
49529,49896,-367
49514,49897,-383
49500,49898,-398
49485,49896,-411
49469,49900,-431
49454,49900,-446
49438,49901,-463
49422,49901,-479
49406,49903,-497
49390,49905,-515
49373,49905,-532
49356,49905,-549
49339,49905,-566
49322,49906,-584
49305,49905,-600
49287,49908,-621
49269,49908,-639
49251,49911,-660
49233,49908,-675
49214,49909,-695
49195,49909,-714
49176,49913,-737
49157,49912,-755
49138,49913,-775
49118,49913,-795
49098,49913,-815
49078,49914,-836
49058,49914,-856
49037,49915,-878
49017,49917,-900
48996,49915,-919
48975,49919,-944
48953,49915,-962
48932,49916,-984
48910,49918,-1008
48888,49916,-1028
48866,49917,-1051
48843,49919,-1076
48820,49920,-1100
48798,49917,-1119
48774,49920,-1146
48751,49921,-1170
48728,49918,-1190
48704,49917,-1213
48680,49920,-1240
48656,49921,-1265
48631,49919,-1288
48607,49918,-1311
48582,49918,-1336
48557,49920,-1363
48532,49922,-1390
48506,49921,-1415
48481,49920,-1439
48455,49919,-1464
48429,49921,-1492
48403,49917,-1514
48376,49923,-1547
48349,49922,-1573
48323,49919,-1596
48295,49923,-1628
48268,49920,-1652
48241,49921,-1680
48213,49920,-1707
48185,49919,-1734
48157,49920,-1763
48128,49918,-1790
48100,49921,-1821
48071,49922,-1851
48042,49920,-1878
48013,49926,-1913
47983,49921,-1938
47954,49919,-1965
47924,49921,-1997
47894,49920,-2026
47864,49922,-2058
47833,49922,-2089
47803,49922,-2119
47772,49920,-2148
47741,49923,-2182
47709,49921,-2212
47678,49920,-2242
47646,49924,-2278
47614,49919,-2305
47582,49922,-2340
47550,49923,-2373
47518,49922,-2404
47485,49920,-2435
47452,49920,-2468
47419,49922,-2503
47386,49921,-2535
47352,49920,-2568
47318,49922,-2604
47285,49920,-2635
47251,49922,-2672
47216,49919,-2703
47182,49921,-2739
47147,49920,-2773
47112,49920,-2808
47077,49919,-2842
47042,49919,-2877
47006,49922,-2916
46971,49919,-2948
46935,49920,-2985
46899,49920,-3021
46862,49919,-3057
46826,49919,-3093
46789,49918,-3129
46752,49915,-3163
46715,49915,-3200
46678,49917,-3239
46641,49918,-3277
46603,49918,-3315
46565,49917,-3352
46527,49915,-3388
46489,49918,-3429
46450,49916,-3466
46412,49914,-3502
46373,49917,-3544
46334,49914,-3580
46295,49915,-3620
46255,49914,-3659
46216,49913,-3697
46176,49917,-3741
46136,49914,-3778
46096,49914,-3818
46056,49913,-3857
46015,49914,-3899
45974,49913,-3939
45933,49912,-3979
45892,49910,-4018
45851,49911,-4060
45810,49910,-4100
45768,49907,-4139
45726,49912,-4186
45684,49912,-4228
45642,49907,-4265
45599,49909,-4310
45557,49908,-4351
45514,49909,-4395
45471,49907,-4436
45428,49906,-4478
45385,49905,-4520
45341,49906,-4565
45297,49906,-4609
45253,49903,-4650
45209,49904,-4695
45165,49902,-4737
45121,49901,-4780
45076,49903,-4827
45031,49900,-4869
44986,49900,-4914
44941,49902,-4961
44896,49900,-5004
44850,49901,-5051
44805,49899,-5094
44759,49898,-5139
44713,49897,-5184
44667,49899,-5232
44620,49896,-5276
44574,49899,-5325
44527,49898,-5371
44480,49896,-5416
44433,49893,-5460
44386,49893,-5507
44338,49893,-5555
44291,49896,-5605
44243,49893,-5650
44195,49889,-5694
44147,49889,-5742
44098,49891,-5793
44050,49888,-5838
44001,49890,-5889
43952,49889,-5937
43903,49887,-5984
43854,49887,-6033
43805,49886,-6081
43755,49888,-6133
43706,49885,-6179
43656,49884,-6228
43606,49880,-6274
43556,49881,-6325
43505,49882,-6377
43455,49883,-6428
43404,49879,-6475
43353,49880,-6527
43302,49877,-6575
43251,49878,-6627
43200,49876,-6676
43148,49873,-6725
43097,49875,-6778
43045,49871,-6826
42993,49872,-6879
42941,49871,-6930
42888,49871,-6983
42836,49873,-7037
42783,49872,-7089
42730,49869,-7139
42678,49870,-7192
42624,49870,-7246
42571,49869,-7298
42518,49865,-7347
42464,49865,-7401
42410,49865,-7455
42356,49862,-7506
42302,49862,-7560
42248,49860,-7612
42194,49858,-7664
42139,49858,-7719
42085,49858,-7773
42030,49857,-7827
41975,49856,-7881
41920,49855,-7935
41864,49854,-7990
41809,49852,-8043
41753,49851,-8098
41698,49848,-8150
41642,49849,-8207
41586,49847,-8261
41529,49847,-8318
41473,49844,-8371
41417,49843,-8426
41360,49840,-8480
41303,49839,-8536
41246,49841,-8595
41189,49837,-8648
41132,49838,-8706
41075,49836,-8761
41017,49832,-8815
40959,49835,-8876
40902,49832,-8930
40844,49828,-8984
40786,49830,-9044
40727,49829,-9102
40669,49826,-9157
40611,49827,-9216
40552,49823,-9271
40493,49823,-9330
40434,49822,-9388
40375,49817,-9442
40316,49820,-9504
40257,49820,-9563
40197,49813,-9616
40137,49814,-9677
40078,49817,-9739
40018,49815,-9797
39958,49811,-9853
39898,49806,-9908
39837,49808,-9971
39777,49807,-10030
39716,49806,-10090
39656,49803,-10147
39595,49803,-10208
39534,49800,-10266
39473,49798,-10325
39411,49799,-10388
39350,49796,-10446
39289,49795,-10506
39227,49794,-10567
39165,49792,-10627
39103,49791,-10688
39041,49790,-10749
38979,49790,-10811
38917,49789,-10872
38855,49785,-10930
38792,49784,-10992
38730,49784,-11054
38667,49780,-11113
38604,49781,-11177
38541,49780,-11239
38478,49777,-11299
38415,49776,-11361
38351,49774,-11423
38288,49774,-11486
38224,49773,-11549
38161,49767,-11606
38097,49769,-11672
38033,49767,-11734
37969,49764,-11795
37905,49765,-11860
37840,49762,-11922
37776,49760,-11984
37711,49760,-12049
37647,49762,-12115
37582,49758,-12176
37517,49760,-12243
37452,49758,-12306
37387,49754,-12367
37322,49752,-12430
37257,49749,-12492
37191,49750,-12559
37126,49748,-12622
37060,49748,-12688
36994,49745,-12751
36928,49745,-12817
36862,49740,-12878
36796,49741,-12945
36730,49739,-13009
36664,49739,-13075
36597,49737,-13140
36531,49736,-13205
36464,49735,-13271
36398,49734,-13336
36331,49732,-13401
36264,49731,-13467
36197,49727,-13530
36130,49726,-13596
36063,49724,-13661
35995,49726,-13731
35928,49726,-13798
35860,49722,-13862
35793,49721,-13928
35725,49716,-13991
35657,49716,-14059
35589,49714,-14125
35521,49713,-14192
35453,49710,-14257
35385,49711,-14326
35317,49709,-14392
35249,49707,-14458
35180,49704,-14524
35112,49700,-14588
35043,49700,-14657
34974,49695,-14721
34905,49693,-14788
34836,49689,-14853
34767,49682,-14915
34698,49677,-14979
34629,49673,-15044
34560,49669,-15109
34491,49657,-15166
34421,49650,-15229
34352,49641,-15289
34282,49631,-15349
34212,49622,-15410
34143,49612,-15469
34073,49597,-15524
34003,49587,-15584
33933,49577,-15644
33863,49559,-15696
33793,49547,-15754
33722,49537,-15815
33652,49518,-15866
33582,49505,-15923
33511,49492,-15981
33441,49474,-16033
33370,49457,-16087
33299,49439,-16140
33228,49425,-16197
33158,49410,-16252
33087,49388,-16301
33016,49378,-16362
32945,49354,-16409
32873,49339,-16466
32802,49321,-16519
32731,49304,-16573
32660,49286,-16626
32588,49269,-16681
32517,49250,-16733
32445,49234,-16789
32373,49215,-16842
32302,49199,-16897
32230,49183,-16953
32158,49166,-17008
32086,49150,-17064
32014,49132,-17118
31942,49115,-17173
31870,49095,-17225
31798,49078,-17280
31726,49060,-17334
31654,49042,-17388
31581,49025,-17444
31509,49010,-17501
31436,48990,-17554
31364,48977,-17613
31291,48957,-17666
31219,48939,-17720
31146,48920,-17774
31073,48906,-17833
31001,48886,-17885
30928,48870,-17942
30855,48858,-18003
30782,48838,-18056
30709,48821,-18112
30636,48805,-18169
30563,48793,-18230
30490,48777,-18287
30416,48765,-18349
30343,48747,-18404
30270,48731,-18461
30197,48715,-18518
30123,48699,-18576
30050,48683,-18633
29976,48663,-18687
29903,48646,-18743
29829,48627,-18798
29756,48612,-18856
29682,48596,-18914
29608,48581,-18973
29534,48564,-19030
29461,48549,-19088
29387,48533,-19146
29313,48519,-19206
29239,48504,-19265
29165,48491,-19326
29091,48475,-19384
29017,48460,-19443
28943,48445,-19502
28869,48432,-19563
28795,48415,-19620
28721,48399,-19678
28647,48384,-19737
28572,48371,-19799
28498,48352,-19854
28424,48338,-19914
28350,48325,-19975
28275,48307,-20032
28201,48296,-20095
28127,48278,-20151
28052,48267,-20215
27978,48251,-20273
27903,48239,-20336
27829,48226,-20397
27754,48210,-20456
27680,48200,-20520
27605,48184,-20579
27530,48171,-20641
27456,48159,-20703
27381,48142,-20761
27306,48130,-20824
27232,48115,-20883
27157,48104,-20947
27082,48091,-21009
27008,48076,-21068
26933,48065,-21132
26858,48052,-21194
26783,48039,-21256
26708,48025,-21317
26634,48013,-21379
26559,47998,-21439
26484,47981,-21497
26409,47970,-21561
26334,47956,-21622
26259,47943,-21684
26184,47928,-21744
26109,47915,-21806
26034,47899,-21865
25959,47889,-21930
25885,47875,-21990
25810,47861,-22051
25735,47846,-22111
25660,47833,-22173
25585,47820,-22235
25510,47806,-22296
25435,47793,-22358
25360,47780,-22420
25285,47765,-22480
25210,47753,-22543
25135,47737,-22602
25060,47721,-22661
24985,47709,-22724
24910,47697,-22787
24835,47682,-22847
24760,47669,-22909
24685,47655,-22970
24610,47645,-23035
24535,47629,-23094
24460,47618,-23158
24385,47604,-23219
24310,47593,-23283
24235,47579,-23344
24160,47565,-23405
24085,47554,-23469
24010,47543,-23533
23935,47529,-23594
23860,47515,-23655
23785,47505,-23720
23710,47491,-23781
23635,47475,-23840
23561,47463,-23902
23486,47450,-23964
23411,47436,-24025
23336,47420,-24084
23261,47407,-24146
23186,47392,-24206
23112,47379,-24267
23037,47364,-24327
22962,47350,-24388
22887,47336,-24449
22813,47323,-24510
22738,47305,-24567
22663,47292,-24629
22588,47277,-24689
22514,47263,-24749
22439,47248,-24809
22365,47233,-24868
22290,47220,-24930
22216,47204,-24988
22141,47188,-25047
22066,47173,-25107
21992,47157,-25165
21918,47141,-25223
21843,47128,-25285
21769,47115,-25346
21694,47099,-25405
21620,47083,-25463
21546,47069,-25523
21472,47053,-25581
21397,47036,-25639
21323,47022,-25699
21249,47005,-25756
21175,46992,-25817
21101,46975,-25874
