position
49393
49556
49677
49745
49780
49800
49814
49820
49824
49827
49827
49828
49828
49825
49820
49813
49805
49797
49785
49776
49764
49752
49738
49721
49708
49690
49676
49664
49650
49633
49618
49598
49544
49418
49227
49051
48881
48734
48594
48451
48285
48131
47962
47804
47667
47491
47314
47143
46938
46723
46507
46283
46060
45807
45580
45321
45069
44791
44539
44259
44004
43764
43497
43184
42866
42538
42255
41966
41706
41392
41082
40703
40334
40014
39749
39426
39047
38564
38119
37700
37291
36810
36310
35849
35451
35035
34479
33970
33408
32806
32205
31759
31331
30909
30530
30202
29865
29527
29108
28659
28525
28517
28621
29871
33684
35685
36873
37842
38946
39773
40644
41639
42401
43204
43925
44519
45225
45831
46425
46954
47372
47680
48040
48337
48652
48901
49117
49282
