position
49143
49270
49372
49455
49516
49551
49572
49585
49591
49592
49595
49595
49592
49588
49581
49571
49562
49551
49537
49523
49503
49486
49471
49451
49430
49412
49392
49374
49351
49281
49098
48916
48729
48569
48404
48246
48066
47906
47731
47568
47392
47210
47024
46837
46631
46415
46218
46009
45810
45586
45389
45172
44958
44741
44551
44344
44144
43951
43785
43589
43400
43166
42944
42702
42486
42250
41999
41735
41485
41179
40861
40477
40158
39863
39580
39225
38794
38316
37881
37463
37014
36478
36035
35618
35221
34773
34216
33719
33117
32496
31961
31545
31123
30708
30324
29974
29595
29191
28682
28231
28097
28083
28180
29378
33257
35407
36442
37377
38279
39259
39994
40796
41630
42200
42859
43562
44232
44838
45556
46131
46704
47219
47596
47915
48255
48592
48886
49115
