position
49299
49428
49529
49595
49636
49655
49671
49675
49678
49681
49683
49681
49680
49675
49670
49662
49655
49642
49632
49616
49601
49583
49562
49545
49528
49511
49492
49480
49459
49428
49319
49148
48949
48772
48594
48431
48260
48097
47927
47767
47600
47431
47245
47048
46848
46621
46396
46165
45942
45706
45486
45240
45004
44744
44496
44211
43971
43741
43515
43217
42936
42618
42294
41975
41667
41306
40922
40494
40125
39805
39484
39066
38595
38107
37700
37261
36814
36305
35915
35523
35147
34689
34216
33735
33237
32678
32151
31764
31359
30917
30519
30180
29829
29498
29082
28649
28251
27903
27581
27447
27429
27479
27953
32104
34185
35563
36640
37725
38694
39636
40555
41512
42269
43128
43828
44459
45193
45804
46410
46971
47420
47764
48102
48456
48774
49011
49248
49412
