position
49745
49856
49933
49963
49973
49978
49977
49974
49968
49954
49942
49926
49912
49898
49883
49865
49847
49828
49743
49537
49325
49146
48977
48814
48644
48460
48274
48089
47915
47764
47610
47503
47383
47264
47117
46965
46807
46659
46490
46319
46140
45962
45783
45626
45465
45304
45148
44952
44752
44518
44272
44007
43734
43469
43252
43022
42790
42501
42201
41848
41537
41215
40903
40580
40288
39922
39615
39248
38906
38468
37902
37258
36400
35438
34749
34039
33373
32687
31919
31144
30488
29745
29126
28476
27762
27005
26355
25763
25177
24810
24502
24205
23823
23366
22919
22778
22754
22776
23022
26637
29647
31072
32445
33694
34820
35874
36911
37874
38869
39679
40725
41466
42385
43071
43682
44425
45207
45923
46643
47117
47647
48078
48507
48809
49068
49313
49554
49716
