position
49993
50046
50046
50032
50000
49970
49927
49840
49339
48848
48349
47937
47434
46806
46104
45325
44289
43296
42029
40720
39214
37896
37087
35683
34791
33428
32300
31296
30159
28888
27469
26573
25433
24593
23358
22562
21650
20918
20214
19482
18974
18463
18015
17580
17250
16974
16721
16390
16053
15748
15485
15239
14985
14725
14444
14101
13873
13677
13473
13323
13206
13122
13038
12948
12863
12775
12704
12624
12541
12461
12391
12309
12228
12145
12072
12007
11944
11875
11810
11745
11681
11622
11566
11513
11467
11441
11448
12693
15540
16790
18107
19295
20541
21782
22959
24318
25457
26718
28023
29198
30417
31593
32738
33974
34975
36172
37136
38142
39158
40150
41128
41883
42739
43483
44265
45018
45616
46140
46717
47217
47702
48513
49092
49378
49628
49855
49913
49921
