position
49921
49923
49921
49893
49847
49807
49643
49019
48399
47913
47540
47195
46748
46333
45915
45504
44999
44432
43908
43451
42964
42217
41525
40569
39424
37773
36155
34478
32777
30875
29424
27267
25617
24374
22953
21949
21020
20177
19412
18954
18525
18138
17672
17177
16828
16484
16068
15689
15391
15106
14839
14582
14373
14148
13931
13735
13544
13369
13232
13112
12996
12895
12788
12686
12608
12533
12419
12319
12240
12166
12089
12012
11930
11854
11793
11733
11674
11607
11537
11478
11423
11372
11334
11297
11254
11231
11249
13131
15548
16871
18128
19293
20521
21736
22936
24322
25457
26720
27992
29142
30401
31575
32767
33993
35054
36171
37235
38290
39286
40261
41205
42076
42970
43708
44590
45290
45954
46590
47074
47595
48087
48464
48825
49062
49281
49450
49643
49803
