train_loss,val_loss,train_acc,val_acc
0.22979748249053955,0.2277785986661911,0.925,0.9
0.021594151854515076,0.1446688324213028,1.0,0.95
0.12241803109645844,0.20257143676280975,0.925,0.9
0.10867772996425629,0.23716382682323456,0.925,0.875
0.03393454849720001,0.30738234519958496,1.0,0.85
0.02560608647763729,0.2067432403564453,1.0,0.9
0.05146992206573486,0.22742991149425507,1.0,0.9
0.029446905478835106,0.2873873710632324,1.0,0.85
0.07643616199493408,0.20705409348011017,0.95,0.875
0.015467239543795586,0.17104192078113556,1.0,0.9
0.008664259687066078,0.20567044615745544,1.0,0.85
0.06325124204158783,0.08875614404678345,0.95,0.975
0.03787238150835037,0.131834015250206,1.0,0.95
0.026783037930727005,0.1403515636920929,1.0,0.9
0.08769813925027847,0.08379022777080536,0.975,0.95
0.037796564400196075,0.07073234766721725,1.0,1.0
0.019810790196061134,0.10239553451538086,1.0,1.0
0.04834003746509552,0.1483839452266693,0.975,0.975
0.10226599127054214,0.12953785061836243,0.975,0.975
0.013370031490921974,0.2464110553264618,1.0,0.875
0.009740790352225304,0.370596319437027,1.0,0.75
0.01197357289493084,0.3834518790245056,1.0,0.775
0.046407055109739304,0.1820489913225174,1.0,0.9
0.03310475870966911,0.1437903344631195,1.0,0.95
0.007890302687883377,0.23847933113574982,1.0,0.875
0.04064033180475235,0.00489418301731348,0.975,1.0
0.031081998720765114,0.00404655747115612,0.975,1.0
0.05402939394116402,0.0030676214955747128,0.95,1.0
0.13247902691364288,0.0035840074997395277,0.95,1.0
0.1628243625164032,0.0035591605119407177,0.95,1.0
0.11910223960876465,0.0032024686224758625,0.95,1.0
0.1265781670808792,0.005589281674474478,0.975,1.0
0.053955018520355225,0.007069054991006851,1.0,1.0
0.06780489534139633,0.016187112778425217,0.975,1.0
0.06747525185346603,0.04319711774587631,0.975,1.0
0.02879669889807701,0.026103664189577103,1.0,1.0
0.026557138189673424,0.006918300874531269,0.975,1.0
0.08401140570640564,0.004507476929575205,0.95,1.0
0.11716017872095108,0.002734498120844364,0.95,1.0
0.048009298741817474,0.0021493746899068356,0.975,1.0
0.07715059816837311,0.002425784943625331,0.95,1.0
0.024911753833293915,0.010868875309824944,0.975,1.0
0.0190503541380167,0.018290694802999496,1.0,1.0
0.040260348469018936,0.002931499620899558,1.0,1.0
0.030602145940065384,0.01790984347462654,1.0,1.0
0.008220680058002472,0.014026254415512085,1.0,1.0
0.016482753679156303,0.03705881908535957,1.0,0.975
0.043846480548381805,0.0936182290315628,1.0,0.95
0.24778413772583008,0.14119023084640503,0.95,0.95
0.18581227958202362,0.10004043579101562,0.95,0.975
0.18405337631702423,0.36461132764816284,0.925,0.925
0.2892015874385834,0.2822238504886627,0.925,0.95
0.07736168056726456,0.1678934097290039,0.975,0.975
0.698116660118103,0.13457748293876648,0.8,0.975
0.30858200788497925,0.19644062221050262,0.95,0.95
0.26184552907943726,0.11058934032917023,0.925,0.95
0.0061408756300807,0.048122845590114594,1.0,0.95
0.40821829438209534,0.013345244340598583,0.9,1.0
0.01874007098376751,0.010133655741810799,1.0,1.0
0.061416368931531906,0.01199986319988966,0.975,1.0
0.05862069129943848,0.02062634564936161,0.975,1.0
0.03178049996495247,0.03816705942153931,1.0,1.0
0.007542029023170471,0.052263032644987106,1.0,1.0
0.1739676296710968,0.039036739617586136,0.95,1.0
0.1780632585287094,0.06325490772724152,0.975,1.0
0.018111666664481163,0.059362031519412994,1.0,1.0
0.01738606207072735,0.05639772489666939,1.0,1.0
0.1936529278755188,0.012909360229969025,0.975,1.0
0.18237735331058502,0.008621416985988617,0.975,1.0
0.17812708020210266,0.012111535295844078,0.975,1.0
0.178002268075943,0.009961942210793495,0.975,1.0
0.03087788261473179,0.01643040031194687,0.975,1.0
0.007221679203212261,0.023992814123630524,1.0,1.0
0.02350897528231144,0.02970760501921177,1.0,1.0
0.03378548473119736,0.037268999963998795,1.0,1.0
0.10386578738689423,0.05421441048383713,0.95,1.0
0.022404666990041733,0.06062449887394905,1.0,1.0
0.03417893871665001,0.021360818296670914,1.0,1.0
0.006153091788291931,0.04339415952563286,1.0,1.0
0.008404185064136982,0.06494143605232239,1.0,1.0
0.012948033399879932,0.09523702412843704,1.0,1.0
0.030893635004758835,0.03920302540063858,1.0,1.0
0.04426796734333038,0.022909242659807205,0.975,1.0
0.08130551874637604,0.017482925206422806,1.0,1.0
0.0811627134680748,0.021773232147097588,0.975,1.0
0.012670581229031086,0.029155362397432327,1.0,1.0
0.05441757291555405,0.016040902584791183,0.975,1.0
0.025249812752008438,0.01199107151478529,1.0,1.0
0.00765994330868125,0.016793815419077873,1.0,1.0
0.01161921489983797,0.012155164033174515,1.0,1.0
0.006992691662162542,0.02565460465848446,1.0,1.0
0.00321020744740963,0.020997222512960434,1.0,1.0
0.007944246754050255,0.05578228831291199,1.0,1.0
0.0070466757752001286,0.05475281551480293,1.0,0.975
0.022988516837358475,0.06010301038622856,1.0,0.95
0.005445472430437803,0.0418228879570961,1.0,0.95
0.008410265669226646,0.07982395589351654,1.0,0.9
0.02106793411076069,0.029849234968423843,0.975,1.0
0.015425791963934898,0.029157835990190506,1.0,1.0
0.20734533667564392,0.03138836473226547,0.95,1.0
0.008513721637427807,0.08020329475402832,1.0,0.925
0.29242175817489624,0.08802245557308197,0.9,0.975
0.10214795917272568,0.13495120406150818,0.95,0.95
0.02900494635105133,0.25237587094306946,1.0,0.9
0.0465681254863739,0.17903761565685272,0.975,0.9
0.020900093019008636,0.2849738597869873,1.0,0.925
0.06696370244026184,0.16655993461608887,0.975,0.95
0.033503081649541855,0.12643907964229584,0.975,0.95
0.010438275523483753,0.05250424146652222,1.0,0.975
0.014986461028456688,0.11117926985025406,1.0,1.0
0.48144635558128357,0.07430009543895721,0.925,0.975
0.15546564757823944,0.15564703941345215,0.95,0.925
0.22441890835762024,0.3873952031135559,0.95,0.8
0.2276734560728073,0.3705388903617859,0.925,0.85
0.22760184109210968,0.5505059361457825,0.9,0.825
0.28871965408325195,0.6552459001541138,0.875,0.775
0.0535154715180397,0.35436081886291504,0.975,0.85
0.18103739619255066,0.14432385563850403,0.875,0.975
0.035730451345443726,0.1771908700466156,1.0,0.925
0.11119232326745987,0.16806510090827942,0.95,0.95
0.12116885185241699,0.25686103105545044,0.95,0.875
