train_loss,val_loss,train_acc,val_acc
1.4287025928497314,1.561875343322754,0.4,0.225
1.7399972677230835,1.8865268230438232,0.35,0.175
2.386765718460083,1.5877964496612549,0.225,0.25
2.4420933723449707,1.6450639963150024,0.1,0.35
2.0986082553863525,1.580871820449829,0.125,0.225
1.6784451007843018,1.7147204875946045,0.3,0.25
1.7919304370880127,1.6305925846099854,0.275,0.275
1.5670740604400635,1.7938591241836548,0.35,0.2
1.5134446620941162,1.5545647144317627,0.3,0.225
1.2864352464675903,1.393427848815918,0.325,0.325
1.3132785558700562,1.4580515623092651,0.3,0.15
1.40216863155365,1.6551549434661865,0.35,0.075
1.5844806432724,1.7600082159042358,0.325,0.175
1.6363353729248047,1.911460518836975,0.25,0.2
1.446221947669983,1.9870853424072266,0.425,0.2
1.9591999053955078,1.6573607921600342,0.175,0.3
1.6605602502822876,1.465042233467102,0.375,0.4
1.459606409072876,1.557246446609497,0.45,0.3
1.3441834449768066,1.683502435684204,0.45,0.25
1.271193265914917,1.5328961610794067,0.45,0.375
1.292265772819519,1.6433963775634766,0.325,0.275
0.974809467792511,1.292484164237976,0.625,0.575
1.2119035720825195,1.39224374294281,0.25,0.3
1.1069597005844116,1.313542127609253,0.4,0.325
1.1671946048736572,1.114397406578064,0.375,0.325
0.9930233955383301,1.1881024837493896,0.375,0.25
1.0411781072616577,1.111407995223999,0.4,0.325
0.9846051931381226,1.034240961074829,0.4,0.4
0.9507268667221069,0.9153066873550415,0.55,0.55
0.9321675300598145,0.8453276753425598,0.6,0.625
0.843757152557373,0.7922071218490601,0.65,0.65
0.8791953325271606,0.6696906089782715,0.675,0.875
0.7812210917472839,0.8333238363265991,0.825,0.6
1.0136264562606812,0.7391278147697449,0.525,0.6
0.8197563886642456,0.8949030637741089,0.65,0.575
0.963709831237793,0.8716561198234558,0.6,0.5
0.848065972328186,0.8009696006774902,0.65,0.55
0.9836702346801758,0.7823837995529175,0.575,0.55
0.855006217956543,0.6291027665138245,0.75,0.75
0.3493635058403015,0.6771609783172607,0.9,0.675
0.5987173318862915,0.7790610194206238,0.825,0.725
0.3463262915611267,0.771756649017334,0.875,0.7
1.0922117233276367,0.9139564633369446,0.675,0.775
0.7089598178863525,1.0194644927978516,0.775,0.75
0.5635226368904114,0.8434699177742004,0.875,0.75
0.4720943868160248,0.6841488480567932,0.825,0.7
0.5240393877029419,0.6749658584594727,0.85,0.825
0.4357162415981293,0.7183578610420227,0.9,0.625
0.6673012971878052,0.5320616960525513,0.775,0.75
0.7552728652954102,0.6893258690834045,0.675,0.6
0.6280344128608704,0.6175273656845093,0.7,0.675
0.567969799041748,0.41624999046325684,0.7,0.875
0.6085026264190674,0.3316407799720764,0.725,0.85
0.36010366678237915,0.3084174692630768,0.85,0.825
0.3923415541648865,0.29482564330101013,0.85,0.9
0.36368855834007263,0.31808608770370483,0.95,0.875
0.7297194600105286,0.268074095249176,0.725,0.975
0.602992832660675,0.3365277945995331,0.75,0.9
0.6364054679870605,0.2926497161388397,0.725,0.925
0.405795156955719,0.2687540650367737,0.9,0.925
0.17024187743663788,0.2955835163593292,0.975,0.925
0.44475001096725464,0.4460735321044922,0.8,0.85
0.25347796082496643,0.48261213302612305,0.925,0.8
0.361663818359375,0.4119988977909088,0.875,0.9
0.3433593809604645,0.1978083848953247,0.9,0.95
0.3817152976989746,0.5311353206634521,0.875,0.8
0.3899304270744324,0.36865824460983276,0.9,0.85
0.359934002161026,0.3653964400291443,0.9,0.775
0.18633224070072174,0.4587472379207611,0.95,0.8
0.10860490798950195,0.342122346162796,0.975,0.825
0.28076669573783875,0.280902236700058,0.875,0.925
0.21198245882987976,0.5084925293922424,0.9,0.825
0.3889884352684021,0.11176280677318573,0.825,1.0
0.3727748990058899,0.07952332496643066,0.875,1.0
0.2624165713787079,0.07871176302433014,0.95,1.0
0.18854877352714539,0.1149565801024437,0.925,0.95
0.33248838782310486,0.08213084936141968,0.9,0.95
0.2125682383775711,0.08406639099121094,0.925,1.0
0.10418181121349335,0.15153135359287262,0.975,0.925
0.26319193840026855,0.35884565114974976,0.875,0.775
0.2927424907684326,0.2893730103969574,0.875,0.85
0.12112758308649063,0.2005530297756195,0.975,0.95
0.1532682180404663,0.20017066597938538,0.975,0.925
0.13813242316246033,0.21096117794513702,0.925,0.9
0.23464719951152802,0.1696099489927292,0.95,0.9
0.2269291877746582,0.08440288156270981,0.9,0.95
0.42194467782974243,0.07822094857692719,0.9,1.0
0.12245680391788483,0.07829546928405762,0.95,1.0
0.12987607717514038,0.06964223831892014,0.95,1.0
0.0816899910569191,0.07794101536273956,0.95,1.0
0.07729335129261017,0.14106802642345428,0.975,0.925
0.313407301902771,0.24332685768604279,0.875,0.9
0.16769644618034363,0.5863128900527954,0.925,0.875
0.30271679162979126,0.4722215533256531,0.85,0.85
0.28931155800819397,0.2637118697166443,0.875,0.95
0.12383823096752167,0.29796913266181946,0.975,0.95
0.31882864236831665,0.11917072534561157,0.85,0.95
0.4185466170310974,0.0361410491168499,0.825,1.0
0.16949066519737244,0.14126767218112946,0.9,0.9
0.48366814851760864,0.08495859801769257,0.85,0.95
0.12922227382659912,0.10418330132961273,0.975,0.925
0.11952118575572968,0.0746990442276001,0.95,0.975
0.1548025906085968,0.12886768579483032,0.975,0.95
0.5410045385360718,0.14165811240673065,0.925,0.975
0.05963343381881714,0.21010251343250275,0.975,0.825
0.37940746545791626,0.18631166219711304,0.925,0.85
0.0813145861029625,0.10064144432544708,0.95,0.925
0.055237531661987305,0.16087491810321808,1.0,0.875
0.06912396103143692,0.1570448875427246,0.975,0.875
0.1421426236629486,0.09667886793613434,0.9,0.925
0.037270188331604004,0.07107182592153549,1.0,1.0
0.061733223497867584,0.030209124088287354,0.975,1.0
0.10840387642383575,0.05624216049909592,0.975,0.95
0.1863034963607788,0.08808858692646027,0.925,0.95
0.18682123720645905,0.10644896328449249,0.975,0.975
0.20588333904743195,0.29872798919677734,0.975,0.85
0.44302886724472046,0.5451315641403198,0.9,0.8
0.08353812992572784,0.2572174668312073,0.975,0.9
0.1315271556377411,0.24517622590065002,0.95,0.925
