position
49725
49809
49859
49891
49909
49916
49918
49919
49914
49907
49896
49881
49866
49848
49828
49803
49780
49745
49702
49515
49244
48980
48733
48493
48278
48057
47844
47641
47440
47225
46980
46721
46448
46189
45959
45714
45482
45215
44929
44615
44317
43990
43711
43429
43042
42564
42121
41656
41105
40431
39799
39186
38335
37591
36814
35991
35253
34532
33741
32825
31955
31264
30556
29898
29264
28394
27570
26909
26271
25633
25089
24531
23893
23412
23046
22660
22174
21687
21178
20709
20290
19871
19508
19182
18840
18465
18114
17725
17418
17128
16942
16918
16956
18595
22071
23596
25058
26205
27428
28803
29980
31148
32403
33566
34764
35766
36986
37884
38910
39821
40734
41600
42411
43273
43938
44640
45373
45977
46552
47080
47503
47899
48312
48711
48986
49247
49416
49556
