position
49087
49263
49414
49502
49553
49585
49601
49610
49614
49616
49614
49613
49615
49609
49607
49602
49596
49588
49579
49572
49558
49548
49537
49528
49511
49495
49486
49469
49453
49432
49408
49385
49304
49166
49025
48869
48736
48622
48518
48416
48313
48206
48111
48008
47908
47818
47716
47623
47530
47423
47317
47204
47073
46944
46812
46688
46562
46433
46314
46198
46070
45949
45825
45683
45549
45415
45299
45176
45035
44903
44773
44635
44509
44384
44253
44122
44003
43890
43768
43638
43513
43380
43224
43049
42855
42649
42458
42228
42039
41854
41655
41442
41189
40908
40569
40223
39880
39610
39307
38925
38467
37951
37565
37166
36661
36191
35872
35798
35781
35795
35912
37066
40308
41537
42443
43291
43909
44400
44899
45372
46052
46826
47400
47887
48308
48654
48942
49163
