reference,position,error
19598,19074,524
19671,19166,505
19745,19251,494
19818,19342,476
19891,19427,464
19965,19506,459
20038,19583,455
20112,19654,458
20185,19712,473
20259,19766,493
20333,19819,514
20406,19871,535
20480,19925,555
20554,19978,576
20628,20036,592
20702,20095,607
20775,20157,618
20849,20222,627
20923,20288,635
20997,20360,637
21071,20432,639
21146,20510,636
21220,20591,629
21294,20669,625
21368,20744,624
21442,20825,617
21516,20904,612
21591,20984,607
21665,21072,593
21739,21159,580
21814,21251,563
21888,21342,546
21963,21436,527
22037,21529,508
22112,21618,494
22186,21698,488
22261,21776,485
22335,21850,485
22410,21920,490
22484,21986,498
22559,22050,509
22634,22111,523
22708,22173,535
22783,22235,548
22858,22298,560
22932,22361,571
23007,22420,587
23082,22480,602
23157,22539,618
23232,22601,631
23306,22665,641
23381,22733,648
23456,22802,654
23531,22885,646
23606,22974,632
23681,23073,608
23756,23191,565
23831,23305,526
23905,23424,481
23980,23543,437
24055,23648,407
24130,23743,387
24205,23825,380
24280,23893,387
24355,23952,403
24430,24009,421
24505,24065,440
24580,24118,462
24655,24170,485
24730,24222,508
24805,24277,528
24880,24334,546
24955,24393,562
25030,24458,572
25105,24526,579
25180,24594,586
25255,24662,593
25330,24736,594
25405,24814,591
25480,24896,584
25555,24978,577
25630,25066,564
25705,25161,544
25780,25258,522
25855,25361,494
25930,25466,464
26005,25563,442
26080,25655,425
26155,25738,417
26230,25819,411
26305,25894,411
26379,25961,418
26454,26027,427
26529,26093,436
26604,26156,448
26679,26215,464
26754,26273,481
26828,26325,503
26903,26377,526
26978,26431,547
27053,26484,569
27128,26535,593
27202,26588,614
27277,26641,636
27352,26701,651
27426,26768,658
27501,26839,662
27576,26917,659
27650,27004,646
27725,27097,628
27799,27194,605
27874,27299,575
27948,27408,540
28023,27515,508
28097,27634,463
28172,27746,426
28246,27851,395
28320,27951,369
28395,28037,358
28469,28115,354
28543,28184,359
28617,28248,369
28692,28309,383
28766,28368,398
28840,28422,418
28914,28478,436
28988,28536,452
29062,28597,465
29136,28657,479
29210,28715,495
29284,28781,503
29358,28851,507
29432,28920,512
29505,28993,512
29579,29067,512
29653,29146,507
29726,29225,501
29800,29310,490
29874,29394,480
29947,29479,468
30021,29565,456
30094,29650,444
30168,29735,433
30241,29821,420
30314,29898,416
30387,29969,418
30461,30041,420
30534,30113,421
30607,30182,425
30680,30248,432
30753,30314,439
30826,30381,445
30899,30443,456
30972,30506,466
31045,30572,473
31117,30633,484
31190,30699,491
31263,30768,495
31335,30837,498
31408,30902,506
31480,30969,511
31553,31038,515
31625,31108,517
31697,31180,517
31770,31258,512
31842,31343,499
31914,31427,487
31986,31514,472
32058,31596,462
32130,31683,447
32202,31771,431
32273,31846,427
32345,31920,425
32417,31992,425
32488,32064,424
32560,32131,429
32631,32190,441
32703,32253,450
32774,32318,456
32845,32381,464
32916,32447,469
32988,32511,477
33059,32579,480
33130,32650,480
33200,32719,481
33271,32789,482
33342,32862,480
33413,32933,480
33483,33009,474
33554,33082,472
33624,33156,468
33695,33231,464
33765,33308,457
33835,33386,449
33905,33462,443
33975,33539,436
34045,33624,421
34115,33704,411
34185,33782,403
34255,33860,395
34324,33937,387
34394,34010,384
34463,34080,383
34533,34146,387
34602,34214,388
34671,34279,392
34740,34341,399
34809,34401,408
34878,34457,421
34947,34512,435
35016,34568,448
35084,34627,457
35153,34685,468
35221,34746,475
35290,34809,481
35358,34871,487
35426,34935,491
35495,34997,498
35563,35063,500
35630,35126,504
35698,35197,501
35766,35271,495
35834,35351,483
35901,35433,468
35969,35511,458
36036,35589,447
36103,35666,437
36170,35739,431
36237,35809,428
36304,35876,428
36371,35947,424
36438,36021,417
36505,36094,411
36571,36165,406
36638,36237,401
36704,36309,395
36770,36381,389
36836,36449,387
36902,36514,388
36968,36576,392
37034,36633,401
37100,36690,410
37165,36760,405
37231,36803,428
37296,36835,461
37361,36881,480
37426,36948,478
37491,37021,470
37556,37082,474
37621,37137,484
37686,37201,485
37750,37257,493
37815,37305,510
37879,37369,510
37943,37435,508
38008,37498,510
38072,37560,512
38135,37633,502
38199,37711,488
38263,37786,477
38326,37859,467
38390,37938,452
38453,38008,445
38516,38074,442
38579,38142,437
38642,38220,422
38705,38285,420
38768,38352,416
38830,38424,406
38892,38492,400
38955,38551,404
39017,38600,417
39079,38655,424
39141,38708,433
39203,38758,445
39264,38810,454
39326,38866,460
39387,38920,467
39449,38972,477
39510,39022,488
39571,39073,498
39632,39125,507
39692,39176,516
39753,39230,523
39813,39289,524
39874,39345,529
39934,39402,532
39994,39457,537
40054,39517,537
40114,39578,536
40173,39640,533
40233,39705,528
40292,39772,520
40352,39844,508
40411,39915,496
40470,39984,486
40529,40051,478
40587,40117,470
40646,40187,459
40704,40252,452
40763,40314,449
40821,40377,444
40879,40436,443
40937,40487,450
40994,40537,457
41052,40585,467
41109,40636,473
41167,40685,482
41224,40732,492
41281,40780,501
41338,40832,506
41394,40884,510
41451,40931,520
41507,40983,524
41563,41033,530
41620,41082,538
41676,41133,543
41731,41185,546
41787,41232,555
41842,41286,556
41898,41341,557
41953,41400,553
42008,41457,551
42063,41511,552
42118,41559,559
42172,41611,561
42227,41662,565
42281,41711,570
42335,41762,573
42389,41821,568
42443,41881,562
42497,41940,557
42550,41997,553
42603,42052,551
42657,42102,555
42710,42160,550
42762,42212,550
42815,42271,544
42868,42321,547
42920,42375,545
42972,42423,549
43024,42475,549
43076,42527,549
43128,42580,548
43179,42628,551
43231,42675,556
43282,42725,557
43333,42776,557
43384,42820,564
43435,42865,570
43485,42909,576
43536,42954,582
43586,42999,587
43636,43043,593
43686,43087,599
43736,43129,607
43785,43175,610
43835,43220,615
43884,43263,621
43933,43307,626
43982,43348,634
44031,43390,641
44079,43432,647
44128,43477,651
44176,43520,656
44224,43563,661
44272,43613,659
44319,43667,652
44367,43722,645
44414,43775,639
44461,43828,633
44508,43880,628
44555,43933,622
44602,43983,619
44648,44033,615
44695,44082,613
44741,44131,610
44787,44180,607
44832,44229,603
44878,44278,600
44923,44323,600
44969,44368,601
45014,44413,601
45058,44459,599
45103,44500,603
45148,44542,606
45192,44578,614
45236,44615,621
45280,44657,623
45324,44695,629
45367,44730,637
45411,44762,649
45454,44797,657
45497,44829,668
45540,44864,676
45583,44896,687
45625,44931,694
45667,44972,695
45709,45013,696
45751,45059,692
45793,45105,688
45835,45152,683
45876,45198,678
45917,45248,669
45958,45295,663
45999,45341,658
46040,45386,654
46080,45429,651
46120,45476,644
46160,45521,639
46200,45565,635
46240,45606,634
46279,45650,629
46318,45695,623
46358,45737,621
46396,45773,623
46435,45820,615
46474,45857,617
46512,45894,618
46550,45932,618
46588,45974,614
46626,46012,614
46663,46045,618
46701,46081,620
46738,46115,623
46775,46149,626
46811,46180,631
46848,46212,636
46884,46247,637
46920,46280,640
46956,46317,639
46992,46353,639
47028,46385,643
47063,46418,645
47098,46453,645
47133,46483,650
47168,46518,650
47203,46547,656
47237,46581,656
47271,46614,657
47305,46646,659
47339,46678,661
47372,46711,661
47406,46739,667
47439,46773,666
47472,46805,667
47505,46827,678
47537,46853,684
47570,46884,686
47602,46917,685
47634,46951,683
47666,46976,690
47697,47013,684
47728,47041,687
47760,47070,690
47790,47093,697
47821,47133,688
47852,47164,688
47882,47195,687
47912,47229,683
47942,47263,679
47972,47294,678
48001,47327,674
48030,47358,672
48060,47391,669
48088,47423,665
48117,47456,661
48146,47489,657
48174,47525,649
48202,47555,647
48230,47590,640
48257,47624,633
48285,47662,623
48312,47690,622
48339,47720,619
48366,47745,621
48392,47779,613
48419,47808,611
48445,47839,606
48471,47867,604
48496,47897,599
48522,47925,597
48547,47952,595
48572,47981,591
48597,48005,592
48622,48032,590
48646,48063,583
48670,48093,577
48695,48121,574
48718,48152,566
48742,48183,559
48765,48216,549
48788,48245,543
48811,48280,531
48834,48315,519
48857,48341,516
48879,48374,505
48901,48405,496
48923,48434,489
48945,48459,486
48966,48487,479
48987,48518,469
49008,48543,465
49029,48572,457
49050,48597,453
49070,48618,452
49090,48645,445
49110,48669,441
49130,48691,439
49149,48708,441
49169,48726,443
49188,48747,441
49207,48768,439
49225,48786,439
49244,48799,445
49262,48822,440
49280,48836,444
49298,48860,438
49315,48877,438
49333,48895,438
49350,48915,435
49367,48935,432
49383,48953,430
49400,48976,424
49416,48992,424
49432,49013,419
49448,49035,413
49463,49048,415
49479,49069,410
49494,49085,409
49509,49098,411
49523,49119,404
49538,49134,404
49552,49151,401
49566,49167,399
49580,49188,392
49593,49207,386
49607,49223,384
49620,49245,375
49633,49263,370
49646,49277,369
49658,49291,367
49670,49306,364
49682,49323,359
49694,49340,354
49706,49352,354
49717,49364,353
49728,49379,349
49739,49397,342
49750,49412,338
49760,49425,335
49771,49440,331
49781,49452,329
49790,49465,325
49800,49483,317
49809,49497,312
49818,49511,307
49827,49526,301
49836,49539,297
49845,49557,288
49853,49565,288
49861,49575,286
49869,49594,275
49876,49604,272
49883,49618,265
49891,49631,260
49897,49642,255
49904,49653,251
49911,49663,248
49917,49680,237
49923,49687,236
49929,49698,231
49934,49710,224
49939,49720,219
49945,49733,212
49949,49739,210
49954,49750,204
49959,49761,198
49963,49767,196
49967,49775,192
49970,49785,185
49974,49795,179
49977,49800,177
49980,49807,173
49983,49813,170
49986,49823,163
49988,49833,155
49990,49834,156
49992,49842,150
49994,49848,146
49996,49854,142
49997,49859,138
49998,49869,129
49999,49872,127
49999,49878,121
50000,49882,118
50000,49886,114
50000,49891,109
50000,49898,102
49999,49903,96
49998,49911,87
49997,49913,84
49996,49921,75
49995,49925,70
49993,49930,63
49991,49934,57
49989,49939,50
49987,49943,44
49984,49947,37
49982,49949,33
49979,49955,24
49975,49955,20
49972,49960,12
49968,49966,2
49964,49968,-4
49960,49973,-13
49956,49975,-19
49951,49976,-25
49947,49983,-36
49942,49984,-42
49936,49987,-51
49931,49985,-54
49925,49990,-65
49919,49992,-73
49913,49995,-82
49907,49996,-89
49900,49997,-97
49893,49997,-104
49886,50006,-120
49879,50007,-128
49872,50008,-136
49864,50004,-140
49856,50010,-154
49848,50009,-161
49839,50013,-174
49831,50012,-181
49822,50014,-192
49813,50017,-204
49804,50019,-215
49794,50017,-223
49784,50021,-237
49775,50020,-245
49764,50019,-255
49754,50021,-267
49743,50021,-278
49733,50026,-293
49721,50025,-304
49710,50025,-315
49699,50028,-329
49687,50027,-340
49675,50027,-352
49663,50027,-364
49651,50024,-373
49638,50029,-391
49625,50025,-400
49612,50027,-415
49599,50027,-428
49585,50028,-443
49572,50025,-453
49558,50027,-469
49543,50028,-485
49529,50031,-502
49514,50026,-512
49500,50028,-528
49485,50031,-546
49469,50030,-561
49454,50028,-574
49438,50031,-593
49422,50032,-610
49406,50028,-622
49390,50029,-639
49373,50030,-657
49356,50033,-677
49339,50029,-690
49322,50032,-710
49305,50032,-727
49287,50029,-742
49269,50032,-763
49251,50028,-777
49233,50030,-797
49214,50033,-819
49195,50031,-836
49176,50032,-856
49157,50027,-870
49138,50031,-893
49118,50032,-914
49098,50030,-932
49078,50027,-949
49058,50028,-970
49037,50034,-997
49017,50029,-1012
48996,50032,-1036
48975,50029,-1054
48953,50029,-1076
48932,50030,-1098
48910,50027,-1117
48888,50031,-1143
48866,50031,-1165
48843,50031,-1188
48820,50029,-1209
48798,50029,-1231
48774,50026,-1252
48751,50029,-1278
48728,50031,-1303
48704,50028,-1324
48680,50026,-1346
48656,50029,-1373
48631,50024,-1393
48607,50025,-1418
48582,50028,-1446
48557,50027,-1470
48532,50024,-1492
48506,50025,-1519
48481,50025,-1544
48455,50024,-1569
48429,50027,-1598
48403,50022,-1619
48376,50024,-1648
48349,50023,-1674
48323,50024,-1701
48295,50019,-1724
48268,50023,-1755
48241,50021,-1780
48213,50022,-1809
48185,50021,-1836
48157,50020,-1863
48128,50019,-1891
48100,50018,-1918
48071,50018,-1947
48042,50016,-1974
48013,50014,-2001
47983,50019,-2036
47954,50013,-2059
47924,50013,-2089
47894,50012,-2118
47864,50011,-2147
47833,50015,-2182
47803,50013,-2210
47772,50010,-2238
47741,50010,-2269
47709,50010,-2301
47678,50010,-2332
47646,50011,-2365
47614,50007,-2393
47582,50007,-2425
47550,50004,-2454
47518,50005,-2487
47485,50006,-2521
47452,50004,-2552
47419,50001,-2582
47386,50004,-2618
47352,50003,-2651
47318,50003,-2685
47285,50000,-2715
47251,49998,-2748
47216,49998,-2782
47182,49997,-2815
47147,49998,-2851
47112,49999,-2887
47077,49997,-2920
47042,49991,-2949
47006,49993,-2987
46971,49993,-3022
46935,49988,-3053
46899,49994,-3095
46862,49992,-3130
46826,49991,-3165
46789,49985,-3196
46752,49988,-3236
46715,49984,-3269
46678,49987,-3309
46641,49984,-3343
46603,49985,-3382
46565,49982,-3417
46527,49981,-3454
46489,49978,-3489
46450,49980,-3530
46412,49979,-3567
46373,49974,-3601
46334,49982,-3648
46295,49972,-3677
46255,49976,-3721
46216,49970,-3754
46176,49970,-3794
46136,49971,-3835
46096,49969,-3873
46056,49968,-3912
46015,49966,-3951
45974,49963,-3989
45933,49962,-4029
45892,49964,-4072
45851,49962,-4111
45810,49962,-4152
45768,49962,-4194
45726,49957,-4231
45684,49959,-4275
45642,49955,-4313
45599,49953,-4354
45557,49951,-4394
45514,49947,-4433
45471,49949,-4478
45428,49951,-4523
45385,49949,-4564
45341,49950,-4609
45297,49949,-4652
45253,49949,-4696
45209,49944,-4735
45165,49943,-4778
45121,49943,-4822
45076,49943,-4867
45031,49940,-4909
44986,49941,-4955
44941,49937,-4996
44896,49942,-5046
44850,49940,-5090
44805,49937,-5132
44759,49935,-5176
44713,49935,-5222
44667,49936,-5269
44620,49931,-5311
44574,49931,-5357
44527,49933,-5406
44480,49930,-5450
44433,49927,-5494
44386,49927,-5541
44338,49930,-5592
44291,49922,-5631
44243,49919,-5676
44195,49920,-5725
44147,49920,-5773
44098,49918,-5820
44050,49915,-5865
44001,49913,-5912
43952,49911,-5959
43903,49910,-6007
43854,49905,-6051
43805,49906,-6101
43755,49905,-6150
43706,49900,-6194
43656,49898,-6242
43606,49893,-6287
43556,49890,-6334
43505,49893,-6388
43455,49887,-6432
43404,49888,-6484
43353,49883,-6530
43302,49880,-6578
43251,49877,-6626
43200,49873,-6673
43148,49870,-6722
43097,49867,-6770
43045,49863,-6818
42993,49859,-6866
42941,49855,-6914
42888,49854,-6966
42836,49852,-7016
42783,49846,-7063
42730,49846,-7116
42678,49846,-7168
42624,49842,-7218
42571,49836,-7265
42518,49836,-7318
42464,49827,-7363
42410,49830,-7420
42356,49821,-7465
42302,49820,-7518
42248,49816,-7568
42194,49810,-7616
42139,49807,-7668
42085,49805,-7720
42030,49798,-7768
41975,49794,-7819
41920,49788,-7868
41864,49783,-7919
41809,49770,-7961
41753,49764,-8011
41698,49754,-8056
41642,49744,-8102
41586,49739,-8153
41529,49731,-8202
41473,49716,-8243
41417,49707,-8290
41360,49694,-8334
41303,49676,-8373
41246,49665,-8419
41189,49650,-8461
41132,49633,-8501
41075,49619,-8544
41017,49603,-8586
40959,49588,-8629
40902,49574,-8672
40844,49559,-8715
40786,49543,-8757
40727,49522,-8795
40669,49506,-8837
40611,49491,-8880
40552,49471,-8919
40493,49455,-8962
40434,49441,-9007
40375,49416,-9041
40316,49406,-9090
40257,49385,-9128
40197,49372,-9175
40137,49351,-9214
40078,49331,-9253
40018,49319,-9301
39958,49299,-9341
39898,49286,-9388
39837,49269,-9432
39777,49250,-9473
39716,49235,-9519
39656,49219,-9563
39595,49204,-9609
39534,49185,-9651
39473,49172,-9699
39411,49158,-9747
39350,49144,-9794
39289,49132,-9843
39227,49117,-9890
39165,49104,-9939
39103,49089,-9986
39041,49071,-10030
38979,49055,-10076
38917,49039,-10122
38855,49024,-10169
38792,49008,-10216
38730,48986,-10256
38667,48969,-10302
38604,48956,-10352
38541,48937,-10396
38478,48918,-10440
38415,48900,-10485
38351,48883,-10532
38288,48863,-10575
38224,48850,-10626
38161,48830,-10669
38097,48815,-10718
38033,48795,-10762
37969,48780,-10811
37905,48762,-10857
37840,48745,-10905
37776,48721,-10945
37711,48708,-10997
37647,48688,-11041
37582,48671,-11089
37517,48658,-11141
37452,48638,-11186
37387,48625,-11238
37322,48607,-11285
37257,48589,-11332
37191,48576,-11385
37126,48563,-11437
37060,48546,-11486
36994,48528,-11534
36928,48510,-11582
36862,48495,-11633
36796,48482,-11686
36730,48465,-11735
36664,48451,-11787
36597,48431,-11834
36531,48419,-11888
36464,48406,-11942
36398,48391,-11993
36331,48372,-12041
36264,48360,-12096
36197,48342,-12145
36130,48325,-12195
36063,48314,-12251
35995,48295,-12300
35928,48280,-12352
35860,48267,-12407
35793,48246,-12453
35725,48230,-12505
35657,48213,-12556
35589,48199,-12610
35521,48181,-12660
35453,48164,-12711
35385,48152,-12767
35317,48140,-12823
35249,48122,-12873
35180,48111,-12931
35112,48092,-12980
35043,48075,-13032
34974,48065,-13091
34905,48048,-13143
34836,48037,-13201
34767,48016,-13249
34698,48001,-13303
34629,47987,-13358
34560,47967,-13407
34491,47955,-13464
34421,47936,-13515
34352,47923,-13571
34282,47906,-13624
34212,47892,-13680
34143,47879,-13736
34073,47859,-13786
34003,47847,-13844
33933,47832,-13899
33863,47818,-13955
33793,47806,-14013
33722,47795,-14073
33652,47783,-14131
33582,47768,-14186
33511,47758,-14247
33441,47747,-14306
33370,47732,-14362
33299,47721,-14422
33228,47713,-14485
33158,47700,-14542
33087,47689,-14602
33016,47675,-14659
32945,47666,-14721
32873,47653,-14780
32802,47641,-14839
32731,47629,-14898
32660,47617,-14957
32588,47606,-15018
32517,47592,-15075
32445,47578,-15133
32373,47568,-15195
32302,47559,-15257
32230,47548,-15318
32158,47532,-15374
32086,47521,-15435
32014,47511,-15497
31942,47502,-15560
31870,47488,-15618
31798,47478,-15680
31726,47467,-15741
31654,47457,-15803
31581,47443,-15862
31509,47436,-15927
31436,47424,-15988
31364,47414,-16050
31291,47400,-16109
31219,47388,-16169
31146,47378,-16232
31073,47362,-16289
31001,47353,-16352
30928,47336,-16408
30855,47324,-16469
30782,47311,-16529
30709,47298,-16589
30636,47288,-16652
30563,47277,-16714
30490,47263,-16773
30416,47251,-16835
30343,47240,-16897
30270,47228,-16958
30197,47216,-17019
30123,47203,-17080
30050,47194,-17144
29976,47179,-17203
29903,47166,-17263
29829,47155,-17326
29756,47143,-17387
29682,47131,-17449
29608,47119,-17511
29534,47106,-17572
29461,47095,-17634
29387,47082,-17695
29313,47071,-17758
29239,47059,-17820
29165,47048,-17883
29091,47037,-17946
29017,47027,-18010
28943,47012,-18069
28869,47005,-18136
28795,46996,-18201
28721,46982,-18261
28647,46972,-18325
28572,46961,-18389
28498,46953,-18455
28424,46940,-18516
28350,46932,-18582
28275,46920,-18645
28201,46910,-18709
28127,46893,-18766
28052,46883,-18831
27978,46869,-18891
27903,46857,-18954
27829,46845,-19016
27754,46831,-19077
27680,46817,-19137
27605,46806,-19201
27530,46794,-19264
27456,46783,-19327
27381,46769,-19388
27306,46754,-19448
27232,46745,-19513
27157,46730,-19573
27082,46718,-19636
27008,46707,-19699
26933,46695,-19762
26858,46680,-19822
26783,46668,-19885
26708,46654,-19946
26634,46643,-20009
26559,46630,-20071
26484,46615,-20131
26409,46604,-20195
26334,46590,-20256
26259,46573,-20314
26184,46565,-20381
26109,46551,-20442
26034,46536,-20502
25959,46522,-20563
25885,46506,-20621
25810,46493,-20683
25735,46480,-20745
25660,46467,-20807
25585,46452,-20867
25510,46438,-20928
25435,46422,-20987
25360,46407,-21047
25285,46395,-21110
25210,46381,-21171
25135,46364,-21229
25060,46350,-21290
24985,46338,-21353
24910,46325,-21415
24835,46311,-21476
24760,46298,-21538
24685,46283,-21598
24610,46268,-21658
24535,46252,-21717
24460,46243,-21783
24385,46226,-21841
24310,46214,-21904
24235,46200,-21965
24160,46186,-22026
24085,46173,-22088
24010,46159,-22149
23935,46144,-22209
23860,46132,-22272
23785,46117,-22332
23710,46102,-22392
23635,46090,-22455
23561,46078,-22517
23486,46064,-22578
23411,46052,-22641
23336,46040,-22704
23261,46026,-22765
23186,46012,-22826
23112,46001,-22889
23037,45987,-22950
22962,45974,-23012
22887,45957,-23070
22813,45945,-23132
22738,45932,-23194
22663,45915,-23252
22588,45902,-23314
22514,45886,-23372
22439,45871,-23432
22365,45858,-23493
22290,45842,-23552
22216,45826,-23610
22141,45815,-23674
22066,45794,-23728
21992,45784,-23792
21918,45771,-23853
21843,45759,-23916
21769,45744,-23975
21694,45729,-24035
21620,45712,-24092
21546,45700,-24154
21472,45682,-24210
21397,45665,-24268
21323,45651,-24328
21249,45635,-24386
21175,45614,-24439
21101,45604,-24503
21027,45586,-24559
20953,45572,-24619
20879,45557,-24678
