reference,position,error
2965,1713,1252
2989,1736,1253
3013,1758,1255
3037,1780,1257
3060,1804,1256
3084,1826,1258
3109,1848,1261
3133,1869,1264
3157,1893,1264
3181,1916,1265
3206,1938,1268
3230,1959,1271
3255,1982,1273
3280,2005,1275
3305,2028,1277
3329,2052,1277
3354,2078,1276
3379,2104,1275
3405,2130,1275
3430,2156,1274
3455,2181,1274
3481,2206,1275
3506,2231,1275
3532,2258,1274
3557,2284,1273
3583,2311,1272
3609,2340,1269
3635,2369,1266
3661,2399,1262
3687,2429,1258
3713,2456,1257
3739,2483,1256
3766,2511,1255
3792,2540,1252
3819,2570,1249
3845,2600,1245
3872,2632,1240
3899,2665,1234
3926,2696,1230
3952,2730,1222
3979,2763,1216
4007,2796,1211
4034,2827,1207
4061,2859,1202
4088,2893,1195
4116,2929,1187
4143,2964,1179
4171,3002,1169
4199,3038,1161
4226,3074,1152
4254,3108,1146
4282,3139,1143
4310,3170,1140
4338,3200,1138
4367,3232,1135
4395,3262,1133
4423,3294,1129
4452,3327,1125
4480,3359,1121
4509,3392,1117
4537,3427,1110
4566,3463,1103
4595,3501,1094
4624,3541,1083
4653,3581,1072
4682,3622,1060
4711,3661,1050
4741,3700,1041
4770,3737,1033
4799,3771,1028
4829,3803,1026
4858,3833,1025
4888,3864,1024
4918,3893,1025
4948,3926,1022
4978,3960,1018
5007,3996,1011
5038,4034,1004
5068,4073,995
5098,4113,985
5128,4150,978
5159,4187,972
5189,4224,965
5220,4259,961
5250,4292,958
5281,4326,955
5312,4358,954
5343,4389,954
5373,4421,952
5404,4454,950
5436,4487,949
5467,4520,947
5498,4553,945
5529,4588,941
5561,4624,937
5592,4660,932
5624,4695,929
5655,4732,923
5687,4768,919
5719,4804,915
5751,4839,912
5783,4872,911
5815,4905,910
5847,4937,910
5879,4967,912
5911,4998,913
5944,5029,915
5976,5064,912
6008,5099,909
6041,5138,903
6074,5178,896
6106,5218,888
6139,5257,882
6172,5298,874
6205,5337,868
6238,5372,866
6271,5412,859
6304,5453,851
6337,5496,841
6371,5541,830
6404,5588,816
6437,5634,803
6471,5678,793
6505,5725,780
6538,5773,765
6572,5822,750
6606,5875,731
6640,5924,716
6674,5974,700
6708,6022,686
6742,6071,671
6776,6119,657
6810,6169,641
6845,6218,627
6879,6265,614
6914,6309,605
6948,6351,597
6983,6394,589
7017,6434,583
7052,6473,579
7087,6512,575
7122,6551,571
7157,6589,568
7192,6624,568
7227,6660,567
7262,6694,568
7298,6728,570
7333,6763,570
7368,6801,567
7404,6836,568
7439,6869,570
7475,6902,573
7511,6933,578
7546,6964,582
7582,6996,586
7618,7027,591
7654,7060,594
7690,7097,593
7726,7136,590
7763,7176,587
7799,7216,583
7835,7255,580
7871,7291,580
7908,7327,581
7944,7361,583
7981,7394,587
8018,7424,594
8054,7453,601
8091,7483,608
8128,7512,616
8165,7541,624
8202,7571,631
8239,7603,636
8276,7635,641
8313,7669,644
8351,7704,647
8388,7737,651
8425,7774,651
8463,7812,651
8500,7853,647
8538,7892,646
8576,7931,645
8613,7970,643
8651,8011,640
8689,8052,637
8727,8092,635
8765,8132,633
8803,8173,630
8841,8214,627
8879,8253,626
8918,8295,623
8956,8338,618
8994,8386,608
9033,8431,602
9071,8473,598
9110,8514,596
9148,8557,591
9187,8598,589
9226,8640,586
9265,8680,585
9304,8722,582
9343,8765,578
9382,8809,573
9421,8853,568
9460,8896,564
9499,8940,559
9538,8986,552
9578,9032,546
9617,9076,541
9656,9116,540
9696,9155,541
9735,9194,541
9775,9233,542
9815,9273,542
9854,9311,543
9894,9350,544
9934,9391,543
9974,9432,542
10014,9475,539
10054,9516,538
10094,9557,537
10134,9599,535
10175,9634,541
10215,9670,545
10255,9703,552
10296,9735,561
10336,9765,571
10377,9793,584
10417,9821,596
10458,9850,608
10499,9883,616
10539,9918,621
10580,9953,627
10621,9991,630
10662,10031,631
10703,10074,629
10744,10120,624
10785,10171,614
10826,10222,604
10868,10273,595
10909,10325,584
10950,10372,578
10991,10417,574
11033,10457,576
11074,10502,572
11116,10548,568
11158,10598,560
11199,10652,547
11241,10705,536
11283,10758,525
11325,10805,520
11366,10851,515
11408,10894,514
11450,10935,515
11492,10974,518
11535,11016,519
11577,11056,521
11619,11103,516
11661,11152,509
11703,11202,501
11746,11249,497
11788,11298,490
11831,11346,485
11873,11390,483
11916,11437,479
11958,11482,476
12001,11529,472
12044,11573,471
12087,11612,475
12130,11650,480
12172,11685,487
12215,11722,493
12258,11759,499
12301,11799,502
12344,11842,502
12388,11885,503
12431,11928,503
12474,11972,502
12517,12019,498
12561,12064,497
12604,12109,495
12648,12153,495
12691,12198,493
12735,12239,496
12778,12279,499
12822,12320,502
12866,12357,509
12909,12393,516
12953,12431,522
12997,12470,527
13041,12509,532
13085,12550,535
13129,12593,536
13173,12638,535
13217,12683,534
13261,12730,531
13305,12778,527
13349,12826,523
13394,12878,516
13438,12934,504
13482,12993,489
13527,13057,470
13571,13121,450
13616,13184,432
13660,13243,417
13705,13305,400
13749,13364,385
13794,13418,376
13839,13468,371
13883,13515,368
13928,13555,373
13973,13594,379
14018,13632,386
14063,13672,391
14108,13712,396
14153,13753,400
14198,13795,403
14243,13835,408
14288,13877,411
14334,13918,416
14379,13959,420
14424,13995,429
14469,14034,435
14515,14077,438
14560,14114,446
14606,14154,452
14651,14196,455
14697,14237,460
14742,14280,462
14788,14321,467
14833,14361,472
14879,14404,475
14925,14445,480
14971,14490,481
15017,14538,479
15062,14589,473
15108,14637,471
15154,14686,468
15200,14735,465
15246,14782,464
15292,14826,466
15338,14871,467
15384,14917,467
15431,14963,468
15477,15010,467
15523,15057,466
15569,15103,466
15616,15146,470
15662,15189,473
15709,15230,479
15755,15273,482
15801,15320,481
15848,15369,479
15894,15422,472
15941,15479,462
15988,15535,453
16034,15594,440
16081,15652,429
16128,15708,420
16175,15760,415
16221,15810,411
16268,15858,410
16315,15906,409
16362,15952,410
16409,15997,412
16456,16040,416
16503,16083,420
16550,16123,427
16597,16164,433
16644,16204,440
16691,16246,445
16738,16288,450
16786,16330,456
16833,16370,463
16880,16412,468
16927,16455,472
16975,16498,477
17022,16545,477
17070,16593,477
17117,16640,477
17164,16692,472
17212,16747,465
17259,16802,457
17307,16858,449
17355,16915,440
17402,16971,431
17450,17030,420
17498,17089,409
17545,17148,397
17593,17208,385
17641,17264,377
17689,17318,371
17736,17369,367
17784,17419,365
17832,17467,365
17880,17510,370
17928,17551,377
17976,17592,384
18024,17630,394
18072,17668,404
18120,17707,413
18168,17749,419
18216,17790,426
18264,17834,430
18313,17881,432
18361,17930,431
18409,17981,428
18457,18033,424
18505,18083,422
18554,18136,418
18602,18188,414
18650,18246,404
18699,18303,396
18747,18360,387
18796,18409,387
18844,18457,387
18893,18506,387
18941,18555,386
18990,18603,387
19038,18650,388
19087,18700,387
19135,18758,377
19184,18818,366
19233,18876,357
19281,18932,349
19330,18986,344
19379,19039,340
19427,19093,334
19476,19153,323
19525,19213,312
19574,19273,301
19622,19330,292
19671,19382,289
19720,19433,287
19769,19480,289
19818,19527,291
19867,19574,293
19916,19618,298
19965,19667,298
20014,19713,301
20063,19759,304
20112,19801,311
20161,19843,318
20210,19881,329
20259,19919,340
20308,19958,350
20357,19999,358
20406,20040,366
20456,20080,376
20505,20119,386
20554,20159,395
20603,20200,403
20652,20240,412
20702,20282,420
20751,20325,426
20800,20368,432
20849,20413,436
20899,20460,439
20948,20511,437
20997,20565,432
21047,20619,428
21096,20676,420
21146,20735,411
21195,20800,395
21244,20863,381
21294,20926,368
21343,20986,357
21393,21049,344
21442,21114,328
21492,21176,316
21541,21233,308
21591,21287,304
21640,21336,304
21690,21382,308
21739,21425,314
21789,21467,322
21839,21510,329
21888,21553,335
21938,21595,343
21987,21637,350
22037,21678,359
22087,21720,367
22136,21760,376
22186,21800,386
22236,21845,391
22285,21891,394
22335,21934,401
22385,21981,404
22435,22026,409
22484,22071,413
22534,22116,418
22584,22161,423
22634,22210,424
22683,22258,425
22733,22306,427
22783,22353,430
22833,22402,431
22883,22456,427
22932,22512,420
22982,22569,413
23032,22628,404
23082,22687,395
23132,22751,381
23182,22815,367
23232,22878,354
23281,22942,339
23331,23005,326
23381,23071,310
23431,23139,292
23481,23204,277
23531,23265,266
23581,23325,256
23631,23383,248
23681,23433,248
23731,23483,248
23781,23530,251
23831,23579,252
23880,23626,254
23930,23671,259
23980,23713,267
24030,23756,274
24080,23796,284
24130,23835,295
24180,23875,305
24230,23916,314
24280,23957,323
24330,23998,332
24380,24040,340
24430,24081,349
24480,24122,358
24530,24161,369
24580,24202,378
24630,24245,385
24680,24287,393
24730,24327,403
24780,24368,412
24830,24408,422
24880,24449,431
24930,24495,435
24980,24543,437
25030,24595,435
25080,24647,433
25130,24702,428
25180,24764,416
25230,24823,407
25280,24879,401
25330,24936,394
25380,24990,390
25430,25044,386
25480,25096,384
25530,25149,381
25580,25202,378
25630,25256,374
25680,25309,371
25730,25364,366
25780,25419,361
25830,25470,360
25880,25519,361
25930,25565,365
25980,25612,368
26030,25657,373
26080,25703,377
26130,25749,381
26180,25795,385
26230,25841,389
26280,25889,391
26329,25938,391
26379,25986,393
26429,26031,398
26479,26075,404
26529,26119,410
26579,26161,418
26629,26205,424
26679,26249,430
26729,26293,436
26779,26341,438
26828,26389,439
26878,26439,439
26928,26489,439
26978,26538,440
27028,26587,441
27078,26638,440
27128,26689,439
27177,26744,433
27227,26803,424
27277,26864,413
27327,26927,400
27376,26988,388
27426,27050,376
27476,27115,361
27526,27175,351
27576,27234,342
27625,27294,331
27675,27355,320
27725,27416,309
27774,27474,300
27824,27533,291
27874,27590,284
27923,27644,279
27973,27695,278
28023,27745,278
28072,27789,283
28122,27835,287
28172,27878,294
28221,27922,299
28271,27964,307
28320,28006,314
28370,28047,323
28419,28087,332
28469,28128,341
28518,28169,349
28568,28212,356
28617,28254,363
28667,28300,367
28716,28346,370
28766,28393,373
28815,28442,373
28865,28489,376
28914,28539,375
28963,28587,376
29013,28637,376
29062,28686,376
29111,28733,378
29161,28786,375
29210,28840,370
29259,28896,363
29308,28951,357
29358,29006,352
29407,29066,341
29456,29121,335
29505,29174,331
29555,29231,324
29604,29283,321
29653,29334,319
29702,29387,315
29751,29438,313
29800,29490,310
29849,29541,308
29898,29587,311
29947,29633,314
29996,29679,317
30045,29723,322
30094,29767,327
30143,29810,333
30192,29856,336
30241,29901,340
30290,29946,344
30339,29992,347
30387,30037,350
30436,30080,356
30485,30122,363
30534,30167,367
30583,30214,369
30631,30264,367
30680,30312,368
30729,30361,368
30777,30410,367
30826,30459,367
30875,30506,369
30923,30555,368
30972,30603,369
31020,30653,367
31069,30704,365
31117,30755,362
31166,30801,365
31214,30852,362
31263,30902,361
31311,30953,358
31359,31005,354
31408,31059,349
31456,31113,343
31504,31170,334
31553,31227,326
31601,31283,318
31649,31343,306
31697,31400,297
31745,31456,289
31794,31508,286
31842,31558,284
31890,31610,280
31938,31659,279
31986,31710,276
32034,31758,276
32082,31806,276
32130,31851,279
32178,31898,280
32226,31940,286
32273,31982,291
32321,32023,298
32369,32063,306
32417,32103,314
32464,32142,322
32512,32182,330
32560,32221,339
32608,32258,350
32655,32298,357
32703,32338,365
32750,32383,367
32798,32429,369
32845,32475,370
32893,32525,368
32940,32577,363
32988,32628,360
33035,32679,356
33082,32735,347
33130,32791,339
33177,32849,328
33224,32901,323
33271,32955,316
33318,33011,307
33366,33065,301
33413,33115,298
33460,33164,296
33507,33213,294
33554,33261,293
33601,33312,289
33648,33357,291
33695,33403,292
33741,33447,294
33788,33490,298
33835,33535,300
33882,33580,302
33928,33622,306
33975,33664,311
34022,33704,318
34068,33744,324
34115,33783,332
34162,33822,340
34208,33858,350
34255,33901,354
34301,33944,357
34347,33989,358
34394,34036,358
34440,34079,361
34486,34123,363
34533,34163,370
34579,34207,372
34625,34248,377
34671,34288,383
34717,34325,392
34763,34363,400
34809,34404,405
34855,34446,409
34901,34488,413
34947,34530,417
34993,34573,420
35039,34619,420
35084,34663,421
35130,34706,424
35176,34748,428
35221,34793,428
35267,34840,427
35313,34889,424
35358,34940,418
35404,34984,420
35449,35032,417
35495,35079,416
35540,35124,416
35585,35171,414
35630,35222,408
35676,35274,402
35721,35338,383
35766,35414,352
35811,35485,326
35856,35559,297
35901,35629,272
35946,35694,252
35991,35749,242
36036,35797,239
36081,35845,236
36126,35886,240
36170,35931,239
36215,35975,240
36260,36017,243
36304,36056,248
36349,36090,259
36394,36127,267
36438,36158,280
36482,36188,294
36527,36216,311
36571,36244,327
36615,36270,345
36660,36299,361
36704,36327,377
36748,36360,388
36792,36393,399
36836,36426,410
36880,36462,418
36924,36500,424
36968,36539,429
37012,36579,433
37056,36620,436
37100,36662,438
37143,36705,438
37187,36750,437
37231,36794,437
37274,36840,434
37318,36887,431
37361,36932,429
37405,36978,427
37448,37028,420
37491,37072,419
37535,37113,422
37578,37157,421
37621,37200,421
37664,37245,419
37707,37290,417
37750,37332,418
37793,37378,415
37836,37423,413
37879,37471,408
37922,37520,402
37965,37570,395
38008,37622,386
38050,37674,376
38093,37727,366
38135,37786,349
38178,37846,332
38220,37904,316
38263,37962,301
38305,38020,285
38347,38080,267
38390,38137,253
38432,38187,245
38474,38237,237
38516,38284,232
38558,38329,229
38600,38375,225
38642,38417,225
38684,38457,227
38726,38497,229
38768,38535,233
38809,38569,240
38851,38602,249
38892,38632,260
38934,38662,272
38976,38694,282
39017,38724,293
39058,38753,305
39100,38782,318
39141,38809,332
39182,38837,345
39223,38863,360
39264,38891,373
39305,38917,388
39346,38949,397
39387,38979,408
39428,39011,417
39469,39043,426
39510,39076,434
39550,39108,442
39591,39144,447
39632,39180,452
39672,39220,452
39713,39259,454
39753,39301,452
39793,39343,450
39834,39387,447
39874,39434,440
39914,39484,430
39954,39533,421
39994,39586,408
40034,39639,395
40074,39694,380
40114,39750,364
40154,39803,351
40193,39849,344
40233,39899,334
40273,39942,331
40312,39979,333
40352,40020,332
40391,40052,339
40430,40087,343
40470,40119,351
40509,40151,358
40548,40186,362
40587,40217,370
40626,40252,374
40665,40286,379
40704,40321,383
40743,40356,387
40782,40393,389
40821,40427,394
40859,40464,395
40898,40499,399
40937,40534,403
40975,40575,400
41014,40610,404
41052,40648,404
41090,40682,408
41128,40714,414
41167,40748,419
41205,40779,426
41243,40810,433
41281,40842,439
41319,40875,444
41357,40911,446
41394,40946,448
41432,40983,449
41470,41020,450
41507,41056,451
41545,41093,452
41582,41128,454
41620,41164,456
41657,41199,458
41694,41235,459
41731,41274,457
41768,41314,454
41806,41351,455
41842,41393,449
41879,41432,447
41916,41470,446
41953,41510,443
41990,41550,440
42026,41591,435
42063,41631,432
42099,41670,429
42136,41707,429
42172,41746,426
42209,41779,430
42245,41815,430
42281,41850,431
42317,41886,431
42353,41918,435
42389,41951,438
42425,41985,440
42461,42018,443
42497,42050,447
42532,42085,447
42568,42118,450
42603,42150,453
42639,42182,457
42674,42219,455
42710,42250,460
42745,42282,463
42780,42316,464
42815,42347,468
42850,42377,473
42885,42407,478
42920,42438,482
42955,42465,490
42990,42494,496
43024,42522,502
43059,42551,508
43093,42580,513
43128,42607,521
43162,42638,524
43197,42663,534
43231,42688,543
43265,42715,550
43299,42743,556
43333,42772,561
43367,42799,568
43401,42828,573
43435,42857,578
43469,42882,587
43502,42909,593
43536,42938,598
43569,42965,604
43603,42994,609
43636,43026,610
43669,43052,617
43703,43080,623
43736,43109,627
43769,43139,630
43802,43171,631
43835,43205,630
43868,43241,627
43900,43275,625
43933,43314,619
43966,43358,608
43998,43399,599
44031,43441,590
44063,43481,582
44095,43520,575
44128,43556,572
44160,43590,570
44192,43626,566
44224,43658,566
44256,43691,565
44288,43726,562
44319,43760,559
44351,43790,561
44383,43820,563
44414,43850,564
44446,43876,570
44477,43910,567
44508,43940,568
44540,43972,568
44571,44007,564
44602,44042,560
44633,44076,557
44664,44110,554
44695,44142,553
44725,44176,549
44756,44207,549
44787,44236,551
44817,44263,554
44848,44292,556
44878,44319,559
44908,44346,562
44938,44373,565
44969,44396,573
44999,44425,574
45029,44449,580
45058,44480,578
45088,44507,581
45118,44534,584
45148,44561,587
45177,44586,591
45207,44613,594
45236,44644,592
45265,44666,599
45295,44693,602
45324,44719,605
45353,44750,603
45382,44777,605
45411,44808,603
45440,44838,602
45468,44867,601
45497,44896,601
45526,44928,598
45554,44956,598
45583,44983,600
45611,45014,597
45639,45048,591
45667,45078,589
45695,45109,586
45723,45141,582
45751,45171,580
45779,45198,581
45807,45226,581
45835,45250,585
45862,45272,590
45890,45295,595
45917,45321,596
45944,45346,598
45972,45368,604
45999,45398,601
46026,45425,601
46053,45454,599
46080,45486,594
46107,45516,591
46134,45550,584
46160,45586,574
46187,45623,564
46213,45655,558
46240,45689,551
46266,45715,551
46292,45748,544
46318,45772,546
46345,45800,545
46370,45825,545
46396,45850,546
46422,45874,548
46448,45902,546
46474,45926,548
46499,45948,551
46525,45972,553
46550,45996,554
46575,46018,557
46601,46043,558
46626,46065,561
46651,46091,560
46676,46116,560
46701,46139,562
46725,46163,562
46750,46188,562
46775,46212,563
46799,46240,559
46824,46259,565
46848,46284,564
46872,46307,565
46896,46329,567
46920,46350,570
46944,46371,573
46968,46391,577
46992,46408,584
47016,46432,584
47040,46449,591
47063,46466,597
47087,46485,602
47110,46506,604
47133,46526,607
47156,46547,609
47180,46569,611
47203,46591,612
47226,46612,614
47248,46638,610
47271,46661,610
47294,46684,610
47316,46709,607
47339,46732,607
47361,46755,606
47384,46779,605
47406,46804,602
47428,46828,600
47450,46847,603
47472,46869,603
47494,46888,606
47516,46910,606
47537,46929,608
47559,46950,609
47580,46967,613
47602,46989,613
47623,47013,610
47644,47036,608
47666,47057,609
47687,47082,605
47708,47107,601
47728,47134,594
47749,47160,589
47770,47186,584
47790,47211,579
47811,47237,574
47831,47263,568
47852,47289,563
47872,47313,559
47892,47340,552
47912,47366,546
47932,47391,541
47952,47415,537
47972,47432,540
47991,47452,539
48011,47470,541
48030,47490,540
48050,47510,540
48069,47528,541
48088,47549,539
48108,47571,537
48127,47594,533
48146,47616,530
48164,47640,524
48183,47662,521
48202,47684,518
48220,47707,513
48239,47729,510
48257,47755,502
48276,47782,494
48294,47808,486
48312,47830,482
48330,47856,474
48348,47876,472
48366,47904,462
48383,47926,457
48401,47949,452
48419,47971,448
48436,47994,442
48453,48015,438
48471,48034,437
48488,48062,426
48505,48085,420
48522,48108,414
48539,48128,411
48556,48145,411
48572,48166,406
48589,48183,406
48605,48206,399
48622,48217,405
48638,48236,402
48654,48255,399
48670,48271,399
48687,48288,399
48702,48305,397
48718,48320,398
48734,48334,400
48750,48350,400
48765,48363,402
48781,48381,400
48796,48398,398
48811,48412,399
48827,48424,403
48842,48442,400
48857,48454,403
48872,48473,399
48886,48489,397
48901,48505,396
48916,48523,393
48930,48537,393
48945,48556,389
48959,48574,385
48973,48593,380
48987,48610,377
49001,48629,372
49015,48640,375
49029,48661,368
49043,48675,368
49057,48691,366
49070,48709,361
49084,48723,361
49097,48736,361
49110,48754,356
49123,48768,355
49137,48782,355
49149,48795,354
49162,48811,351
49175,48823,352
49188,48842,346
49200,48851,349
49213,48868,345
49225,48882,343
49238,48895,343
49250,48908,342
49262,48921,341
49274,48931,343
49286,48949,337
49298,48962,336
49309,48972,337
49321,48988,333
49333,48994,339
49344,49010,334
49355,49021,334
49367,49036,331
49378,49047,331
49389,49059,330
49400,49069,331
49411,49083,328
49421,49096,325
49432,49109,323
49442,49121,321
49453,49138,315
49463,49148,315
49474,49163,311
49484,49180,304
49494,49188,306
49504,49204,300
49514,49223,291
49523,49238,285
49533,49253,280
49543,49269,274
49552,49285,267
49561,49300,261
49571,49314,257
49580,49329,251
49589,49344,245
49598,49359,239
49607,49375,232
49616,49391,225
49624,49405,219
49633,49418,215
49641,49436,205
49650,49451,199
49658,49465,193
49666,49480,186
49674,49494,180
49682,49510,172
49690,49527,163
49698,49539,159
49706,49553,153
49713,49565,148
49721,49580,141
49728,49592,136
49736,49605,131
49743,49622,121
49750,49632,118
49757,49644,113
49764,49654,110
49771,49666,105
49777,49678,99
49784,49691,93
49790,49702,88
49797,49712,85
49803,49727,76
49809,49737,72
49815,49746,69
49821,49753,68
49827,49766,61
49833,49775,58
49839,49784,55
49845,49797,48
49850,49802,48
49855,49810,45
49861,49819,42
49866,49829,37
49871,49836,35
49876,49841,35
49881,49849,32
49886,49855,31
49891,49863,28
49895,49872,23
49900,49874,26
49904,49878,26
49908,49886,22
49913,49887,26
49917,49897,20
49921,49899,22
49925,49907,18
49929,49909,20
49932,49916,16
49936,49918,18
49939,49923,16
49943,49923,20
49946,49932,14
49949,49934,15
49953,49938,15
49956,49943,13
49959,49947,12
49961,49950,11
49964,49950,14
49967,49955,12
49969,49960,9
49972,49961,11
49974,49971,3
49976,49972,4
49978,49974,4
49980,49977,3
49982,49980,2
49984,49985,-1
49986,49986,-0
49988,49991,-3
49989,49991,-2
49990,49994,-4
49992,49996,-4
49993,50001,-8
49994,50001,-7
49995,50005,-10
49996,50008,-12
49997,50011,-14
49998,50013,-15
49998,50014,-16
49999,50014,-15
49999,50018,-19
50000,50019,-19
50000,50021,-21
50000,50020,-20
50000,50022,-22
50000,50023,-23
50000,50028,-28
49999,50025,-26
49999,50030,-31
49999,50031,-32
49998,50029,-31
49997,50028,-31
49997,50033,-36
49996,50034,-38
49995,50036,-41
49994,50033,-39
49993,50036,-43
49991,50036,-45
49990,50035,-45
49988,50041,-53
49987,50042,-55
49985,50043,-58
49983,50038,-55
49982,50042,-60
49980,50043,-63
49978,50040,-62
49975,50042,-67
49973,50042,-69
49971,50041,-70
49968,50042,-74
49966,50044,-78
49963,50043,-80
49960,50047,-87
49957,50041,-84
49954,50043,-89
49951,50046,-95
49948,50047,-99
49945,50048,-103
49942,50045,-103
49938,50046,-108
49934,50046,-112
49931,50044,-113
49927,50044,-117
49923,50047,-124
49919,50045,-126
49915,50047,-132
49911,50050,-139
49907,50047,-140
49902,50051,-149
49898,50045,-147
49893,50047,-154
49889,50050,-161
49884,50049,-165
49879,50047,-168
49874,50045,-171
49869,50050,-181
49864,50045,-181
49859,50049,-190
49853,50047,-194
49848,50050,-202
49842,50047,-205
49837,50047,-210
49831,50049,-218
49825,50046,-221
49819,50049,-230
49813,50048,-235
49807,50050,-243
49801,50047,-246
49794,50047,-253
49788,50052,-264
49781,50047,-266
49775,50046,-271
49768,50048,-280
49761,50048,-287
49754,50047,-293
49747,50048,-301
49740,50049,-309
49733,50048,-315
49725,50046,-321
49718,50049,-331
49710,50047,-337
49703,50045,-342
49695,50046,-351
49687,50044,-357
49679,50047,-368
49671,50043,-372
49663,50042,-379
49655,50044,-389
49646,50047,-401
49638,50042,-404
49629,50047,-418
49621,50047,-426
49612,50041,-429
49603,50044,-441
49594,50044,-450
49585,50042,-457
49576,50044,-468
49567,50044,-477
49558,50043,-485
49548,50040,-492
49539,50045,-506
49529,50042,-513
49519,50042,-523
49510,50046,-536
49500,50042,-542
49490,50038,-548
49480,50040,-560
49469,50039,-570
49459,50039,-580
49449,50040,-591
49438,50036,-598
49428,50038,-610
49417,50038,-621
49406,50038,-632
49395,50038,-643
49384,50037,-653
49373,50035,-662
49362,50034,-672
49351,50031,-680
49339,50035,-696
49328,50033,-705
49316,50033,-717
49305,50030,-725
49293,50031,-738
49281,50033,-752
49269,50029,-760
49257,50029,-772
49245,50029,-784
49233,50028,-795
49220,50026,-806
49208,50026,-818
49195,50022,-827
49183,50026,-843
49170,50025,-855
49157,50027,-870
49144,50024,-880
49131,50024,-893
49118,50023,-905
49105,50023,-918
49092,50019,-927
49078,50019,-941
49065,50017,-952
49051,50017,-966
49037,50016,-979
49024,50015,-991
49010,50017,-1007
48996,50018,-1022
48982,50015,-1033
48967,50016,-1049
48953,50011,-1058
48939,50010,-1071
48924,50011,-1087
48910,50013,-1103
48895,50009,-1114
48880,50008,-1128
48866,50009,-1143
48851,50006,-1155
48836,50007,-1171
48820,50004,-1184
48805,50003,-1198
48790,50000,-1210
48774,50001,-1227
48759,50001,-1242
48743,49999,-1256
48728,49998,-1270
48712,50000,-1288
48696,50000,-1304
48680,49996,-1316
48664,49994,-1330
48648,49995,-1347
48631,49996,-1365
48615,49994,-1379
48599,49994,-1395
