position
48905
49043
49167
49259
49318
49354
49380
49396
49407
49417
49423
49426
49427
49429
49430
49431
49427
49422
49418
49413
49403
49393
49382
49368
49349
49332
49315
49297
49279
49259
49241
49221
49201
49183
49162
49141
49087
48950
48771
48626
48457
48277
48113
47962
47814
47644
47486
47329
47157
46976
46795
46581
46413
46210
46018
45808
45603
45379
45154
44927
44718
44492
44266
44041
43822
43556
43269
42987
42716
42427
42156
41850
41539
41182
40801
40377
40023
39670
39273
38762
38270
37825
37404
36860
36328
35895
35527
35141
34607
34086
33544
32947
32280
31787
31345
30879
30455
30070
29658
29229
28775
28691
28696
28851
31321
34338
35976
37139
38270
39311
40153
41047
41926
42713
43471
44166
44882
45500
46097
46583
47048
47403
47735
48008
48279
48514
48735
48916
