position
48225
48393
48550
48655
48745
48827
48883
48928
48955
48973
48986
48994
49002
49009
49009
49014
49012
49014
49015
49015
49015
49012
49011
49008
49004
49001
48997
48990
48986
48981
48973
48967
48960
48951
48945
48933
48925
48916
48908
48895
48884
48872
48857
48845
48833
48819
48807
48793
48781
48769
48755
48743
48722
48673
48557
48429
48298
48168
48047
47925
47816
47704
47568
47448
47341
47217
47098
46980
46845
46718
46602
46468
46344
46219
46064
45925
45768
45619
45472
45301
45139
44991
44847
44710
44563
44407
44257
44106
43976
43831
43662
43490
43307
43112
42932
42739
42528
42327
42116
41910
41703
41477
41248
40988
40709
40461
40230
40017
39821
39632
39431
39311
39267
39260
39285
39418
39913
42514
43798
44709
45488
46179
46713
47177
47538
47800
48088
48282
