position
48943
49080
49212
49292
49348
49385
49401
49418
49425
49430
49432
49435
49438
49436
49438
49434
49428
49425
49417
49409
49402
49395
49379
49365
49351
49338
49317
49300
49285
49267
49246
49227
49205
49170
49048
48837
48638
48462
48289
48118
47959
47778
47630
47469
47318
47165
46998
46826
46643
46458
46272
46078
45878
45671
45477
45266
45055
44822
44589
44341
44092
43865
43657
43429
43173
42859
42565
42268
41936
41643
41355
41001
40624
40233
39854
39547
39178
38779
38312
37844
37431
37001
36483
36008
35584
35157
34700
34148
33658
33160
32561
32031
31582
31126
30694
30293
29858
29478
29072
28548
28368
28333
28345
28471
29621
33845
35744
37232
38187
39381
40195
41194
41940
42752
43444
44144
44785
45445
46034
46557
47050
47415
47745
48067
48359
48616
48831
48985
