position
49494
49637
49754
49824
49862
49878
49895
49900
49906
49907
49908
49909
49907
49905
49902
49898
49890
49881
49870
49864
49851
49838
49822
49810
49792
49778
49759
49743
49727
49708
49690
49657
49533
49347
49157
48983
48817
48660
48489
48303
48101
47876
47648
47460
47269
47050
46852
46614
46405
46203
45982
45754
45516
45273
45031
44769
44507
44235
44002
43737
43474
43154
42841
42499
42176
41849
41507
41109
40673
40244
39920
39576
39191
38689
38200
37769
37369
36885
36352
35902
35558
35162
34717
34207
33730
33206
32572
32049
31600
31173
30725
30316
29885
29466
28934
28398
27911
27517
27182
27129
27134
27270
30250
32910
34800
35799
36964
37938
39001
39843
40796
41714
42509
43308
44061
44688
45386
45994
46562
47084
47534
47868
48225
48543
48847
49056
49277
49447
