control
12
10
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7
19
32
43
6
4
3
5
6
4
5
5
4
5
4
6
4
5
5
5
6
3
7
4
6
4
6
8
6
10
9
12
11
14
13
17
13
15
14
17
19
22
24
25
25
24
23
23
21
18
16
15
13
12
