control
18
16
13
9
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
25
46
67
73
15
8
12
7
10
8
10
11
8
8
9
9
10
9
14
12
15
15
16
18
15
17
18
18
19
19
18
19
19
21
22
21
20
19
19
18
16
