control
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9
23
38
24
3
6
6
4
6
3
7
5
4
7
5
5
6
7
6
4
8
7
7
6
6
8
7
10
8
10
10
12
10
15
13
16
19
19
20
19
19
17
15
14
14
11
12
11
9
9
8
0
