control
13
10
8
5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
17
39
61
76
18
11
11
4
11
9
9
7
8
10
9
10
10
10
12
13
12
13
11
14
12
14
16
15
15
15
16
17
18
18
18
16
14
12
11
