control
14
11
9
7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
16
38
60
76
16
9
8
8
8
9
5
8
9
7
9
7
11
9
11
10
13
10
13
12
14
14
14
16
17
17
17
19
20
19
18
17
15
14
