control
11
10
9
6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5
29
51
72
26
10
11
5
9
8
7
7
7
9
7
9
8
10
10
12
10
12
10
13
12
14
15
15
15
14
14
17
17
17
16
15
14
13
12
