position
48250
48407
48562
48675
48758
48832
48880
48916
48939
48954
48964
48974
48982
48986
48991
48992
48992
48993
48994
48992
48992
48990
48988
48985
48980
48976
48973
48967
48961
48956
48948
48945
48938
48930
48925
48918
48910
48903
48895
48885
48878
48866
48855
48846
48832
48821
48805
48793
48781
48768
48757
48747
48731
48720
48695
48645
48544
48411
48283
48175
48053
47947
47838
47709
47583
47462
47347
47220
47083
46950
46804
46644
46489
46350
46187
46035
45856
45700
45516
45322
45137
44984
44809
44648
44483
44299
44133
43961
43800
43612
43390
43177
42961
42730
42511
42279
42040
41832
41612
41362
41095
40797
40527
40279
40033
39807
39583
39340
39054
38759
38650
38622
38624
38699
38898
41091
42924
44029
44846
45629
46163
46670
47071
47441
47735
48008
48270
48470
