position
49447
49577
49656
49703
49731
49748
49761
49766
49770
49770
49772
49768
49761
49752
49745
49733
49717
49698
49675
49654
49633
49612
49589
49567
49546
49521
49452
49249
48988
48740
48513
48281
48010
47759
47511
47281
47001
46672
46333
46025
45693
45365
44968
44553
44141
43737
43315
42797
42259
41736
41180
40479
39833
39259
38422
37622
36737
35792
34983
33962
33013
31908
31054
30197
29385
28157
27191
26355
25656
25018
24142
23344
22639
21948
21392
20857
20240
19634
19129
18598
17946
17315
16763
16155
15574
15085
14653
14192
14020
14001
14057
16582
19624
21119
22301
23570
25002
26047
27292
28676
29734
30967
32076
33283
34424
35477
36550
37579
38589
39601
40460
41418
42183
43001
43729
44374
45162
45801
46516
47043
47440
47782
48126
48463
48757
48978
49135
49285
