position
49557
49645
49714
49772
49802
49811
49813
49812
49807
49799
49792
49784
49768
49755
49735
49721
49706
49690
49675
49652
49615
49510
49360
49215
49045
48896
48748
48613
48468
48309
48155
48013
47849
47691
47529
47401
47265
47133
46997
46863
46736
46615
46439
46277
46124
45981
45849
45729
45616
45520
45428
45300
45156
44974
44804
44617
44455
44271
44110
43950
43713
43489
43270
43013
42754
42419
42089
41730
41444
41119
40760
40301
39863
39418
39055
38669
38238
37716
37272
36817
36290
35689
35197
34701
34238
33774
33349
32952
32461
31865
31240
30774
30295
29826
29361
28945
28545
28126
27556
27266
27237
27255
27422
31237
34252
35441
36662
37617
38776
39590
40649
41372
42079
42804
43327
43906
44560
45070
45520
45996
46404
47030
47791
48282
48792
49163
49495
49715
