position
49000
49173
49336
49446
49522
49568
49587
49601
49606
49612
49612
49613
49614
49615
49615
49610
49608
49604
49598
49593
49585
49578
49573
49568
49559
49550
49542
49533
49523
49514
49505
49495
49485
49477
49465
49453
49444
49426
49410
49381
49296
49149
49030
48918
48824
48737
48627
48542
48455
48355
48266
48174
48086
48000
47908
47831
47749
47652
47560
47474
47385
47304
47212
47111
47016
46903
46801
46709
46602
46504
46412
46302
46208
46108
46001
45915
45801
45700
45596
45493
45397
45295
45167
45055
44953
44843
44735
44615
44495
44373
44212
44061
43905
43751
43610
43472
43306
43140
42959
42749
42553
42325
42123
41937
41735
41542
41325
41026
40690
40325
40016
39937
39918
39917
39970
40252
43028
44007
44979
45610
46216
46826
47268
47670
47988
48293
48587
48816
