position
48634
48841
49041
49192
49297
49377
49427
49461
49482
49493
49496
49500
49501
49503
49502
49503
49500
49498
49493
49489
49487
49481
49475
49468
49462
49457
49448
49441
49433
49424
49413
49406
49396
49387
49378
49366
49355
49346
49333
49322
49306
49271
49179
49047
48923
48810
48684
48581
48490
48389
48299
48198
48103
48015
47905
47801
47703
47604
47514
47409
47286
47179
47058
46915
46790
46660
46541
46429
46273
46133
46016
45903
45793
45676
45535
45398
45236
45072
44920
44735
44562
44400
44224
44066
43898
43713
43569
43412
43235
42981
42704
42451
42194
41927
41707
41504
41263
41015
40756
40493
40253
40016
39819
39635
39429
39244
39033
38773
38504
38255
38103
38069
38066
38107
38239
40781
42506
43873
44817
45535
46229
46836
47253
47658
47993
48336
48625
48834
